dataset,variable,label
NFHS-4 Individual,m54_5,na - received vitamin a dose in first 2 months after delivery
NFHS-4 Individual,m54_6,na - received vitamin a dose in first 2 months after delivery
NFHS-4 Individual,m55a_1,"first 3 days, given milk (other than breast milk)"
NFHS-4 Individual,m55a_2,"first 3 days, given milk (other than breast milk)"
NFHS-4 Individual,m55a_3,"first 3 days, given milk (other than breast milk)"
NFHS-4 Individual,m55a_4,"first 3 days, given milk (other than breast milk)"
NFHS-4 Individual,m55a_5,"first 3 days, given milk (other than breast milk)"
NFHS-4 Individual,m55a_6,"first 3 days, given milk (other than breast milk)"
NFHS-4 Individual,m55b_1,"first 3 days, given plain water"
NFHS-4 Individual,m55b_2,"first 3 days, given plain water"
NFHS-4 Individual,m55b_3,"first 3 days, given plain water"
NFHS-4 Individual,m55b_4,"first 3 days, given plain water"
NFHS-4 Individual,m55b_5,"first 3 days, given plain water"
NFHS-4 Individual,m55b_6,"first 3 days, given plain water"
NFHS-4 Individual,m55c_1,"first 3 days, given sugar/glucose water"
NFHS-4 Individual,m55c_2,"first 3 days, given sugar/glucose water"
NFHS-4 Individual,m55c_3,"first 3 days, given sugar/glucose water"
NFHS-4 Individual,m55c_4,"first 3 days, given sugar/glucose water"
NFHS-4 Individual,m55c_5,"first 3 days, given sugar/glucose water"
NFHS-4 Individual,m55c_6,"first 3 days, given sugar/glucose water"
NFHS-4 Individual,m55d_1,"first 3 days, given gripe water"
NFHS-4 Individual,m55d_2,"first 3 days, given gripe water"
NFHS-4 Individual,m55d_3,"first 3 days, given gripe water"
NFHS-4 Individual,m55d_4,"first 3 days, given gripe water"
NFHS-4 Individual,m55d_5,"first 3 days, given gripe water"
NFHS-4 Individual,m55d_6,"first 3 days, given gripe water"
NFHS-4 Individual,m55e_1,"first 3 days, given sugar/salt solution"
NFHS-4 Individual,m55e_2,"first 3 days, given sugar/salt solution"
NFHS-4 Individual,m55e_3,"first 3 days, given sugar/salt solution"
NFHS-4 Individual,m55e_4,"first 3 days, given sugar/salt solution"
NFHS-4 Individual,m55e_5,"first 3 days, given sugar/salt solution"
NFHS-4 Individual,m55e_6,"first 3 days, given sugar/salt solution"
NFHS-4 Individual,m55f_1,"first 3 days, given fruit juice"
NFHS-4 Individual,m55f_2,"first 3 days, given fruit juice"
NFHS-4 Individual,m55f_3,"first 3 days, given fruit juice"
NFHS-4 Individual,m55f_4,"first 3 days, given fruit juice"
NFHS-4 Individual,m55f_5,"first 3 days, given fruit juice"
NFHS-4 Individual,m55f_6,"first 3 days, given fruit juice"
NFHS-4 Individual,m55g_1,"first 3 days, given infant formula"
NFHS-4 Individual,m55g_2,"first 3 days, given infant formula"
NFHS-4 Individual,m55g_3,"first 3 days, given infant formula"
NFHS-4 Individual,m55g_4,"first 3 days, given infant formula"
NFHS-4 Individual,m55g_5,"first 3 days, given infant formula"
NFHS-4 Individual,m55g_6,"first 3 days, given infant formula"
NFHS-4 Individual,m55h_1,"first 3 days, given tea/infusions"
NFHS-4 Individual,m55h_2,"first 3 days, given tea/infusions"
NFHS-4 Individual,m55h_3,"first 3 days, given tea/infusions"
NFHS-4 Individual,m55h_4,"first 3 days, given tea/infusions"
NFHS-4 Individual,m55h_5,"first 3 days, given tea/infusions"
NFHS-4 Individual,m55h_6,"first 3 days, given tea/infusions"
NFHS-4 Individual,m55i_1,"first 3 days, given honey"
NFHS-4 Individual,m55i_2,"first 3 days, given honey"
NFHS-4 Individual,m55i_3,"first 3 days, given honey"
NFHS-4 Individual,m55i_4,"first 3 days, given honey"
NFHS-4 Individual,m55i_5,"first 3 days, given honey"
NFHS-4 Individual,m55i_6,"first 3 days, given honey"
NFHS-4 Individual,m55j_1,"na - first 3 days, given coffee"
NFHS-4 Individual,m55j_2,"na - first 3 days, given coffee"
NFHS-4 Individual,m55j_3,"na - first 3 days, given coffee"
NFHS-4 Individual,m55j_4,"na - first 3 days, given coffee"
NFHS-4 Individual,m55j_5,"na - first 3 days, given coffee"
NFHS-4 Individual,m55j_6,"na - first 3 days, given coffee"
NFHS-4 Individual,m55k_1,"first 3 days, given janam ghutti"
NFHS-4 Individual,m55k_2,"first 3 days, given janam ghutti"
NFHS-4 Individual,m55k_3,"first 3 days, given janam ghutti"
NFHS-4 Individual,m55k_4,"first 3 days, given janam ghutti"
NFHS-4 Individual,m55k_5,"first 3 days, given janam ghutti"
NFHS-4 Individual,m55k_6,"first 3 days, given janam ghutti"
NFHS-4 Individual,m55l_1,"na - first 3 days, given country specific"
NFHS-4 Individual,m55l_2,"na - first 3 days, given country specific"
NFHS-4 Individual,m55l_3,"na - first 3 days, given country specific"
NFHS-4 Individual,m55l_4,"na - first 3 days, given country specific"
NFHS-4 Individual,m55l_5,"na - first 3 days, given country specific"
NFHS-4 Individual,m55l_6,"na - first 3 days, given country specific"
NFHS-4 Individual,m55m_1,"na - first 3 days, given country specific"
NFHS-4 Individual,m55m_2,"na - first 3 days, given country specific"
NFHS-4 Individual,m55m_3,"na - first 3 days, given country specific"
NFHS-4 Individual,m55m_4,"na - first 3 days, given country specific"
NFHS-4 Individual,m55m_5,"na - first 3 days, given country specific"
NFHS-4 Individual,m55m_6,"na - first 3 days, given country specific"
NFHS-4 Individual,m55n_1,"na - first 3 days, given country specific"
NFHS-4 Individual,m55n_2,"na - first 3 days, given country specific"
NFHS-4 Individual,m55n_3,"na - first 3 days, given country specific"
NFHS-4 Individual,m55n_4,"na - first 3 days, given country specific"
NFHS-4 Individual,m55n_5,"na - first 3 days, given country specific"
NFHS-4 Individual,m55n_6,"na - first 3 days, given country specific"
NFHS-4 Individual,m55o_1,"na - first 3 days, given country specific"
NFHS-4 Individual,m55o_2,"na - first 3 days, given country specific"
NFHS-4 Individual,m55o_3,"na - first 3 days, given country specific"
NFHS-4 Individual,m55o_4,"na - first 3 days, given country specific"
NFHS-4 Individual,m55o_5,"na - first 3 days, given country specific"
NFHS-4 Individual,m55o_6,"na - first 3 days, given country specific"
NFHS-4 Individual,m55x_1,"first 3 days, given other"
NFHS-4 Individual,m55x_2,"first 3 days, given other"
NFHS-4 Individual,m55x_3,"first 3 days, given other"
NFHS-4 Individual,m55x_4,"first 3 days, given other"
NFHS-4 Individual,m55x_5,"first 3 days, given other"
NFHS-4 Individual,m55x_6,"first 3 days, given other"
NFHS-4 Individual,m55z_1,"first 3 days, given nothing"
NFHS-4 Individual,m55z_2,"first 3 days, given nothing"
NFHS-4 Individual,m55z_3,"first 3 days, given nothing"
NFHS-4 Individual,m55z_4,"first 3 days, given nothing"
NFHS-4 Individual,m55z_5,"first 3 days, given nothing"
NFHS-4 Individual,m55z_6,"first 3 days, given nothing"
NFHS-4 Individual,m57a_1,antenatal care: respondent's home
NFHS-4 Individual,m57a_2,antenatal care: respondent's home
NFHS-4 Individual,m57a_3,antenatal care: respondent's home
NFHS-4 Individual,m57a_4,antenatal care: respondent's home
NFHS-4 Individual,m57a_5,antenatal care: respondent's home
NFHS-4 Individual,m57a_6,antenatal care: respondent's home
NFHS-4 Individual,m57b_1,antenatal care: other home
NFHS-4 Individual,m57b_2,antenatal care: other home
NFHS-4 Individual,m57b_3,antenatal care: other home
NFHS-4 Individual,m57b_4,antenatal care: other home
NFHS-4 Individual,m57b_5,antenatal care: other home
NFHS-4 Individual,m57b_6,antenatal care: other home
NFHS-4 Individual,m57c_1,antenatal care: parents' home
NFHS-4 Individual,m57c_2,antenatal care: parents' home
NFHS-4 Individual,m57c_3,antenatal care: parents' home
NFHS-4 Individual,m57c_4,antenatal care: parents' home
NFHS-4 Individual,m57c_5,antenatal care: parents' home
NFHS-4 Individual,m57c_6,antenatal care: parents' home
NFHS-4 Individual,m57d_1,na - antenatal care: cs home
NFHS-4 Individual,m57d_2,na - antenatal care: cs home
NFHS-4 Individual,m57d_3,na - antenatal care: cs home
NFHS-4 Individual,m57d_4,na - antenatal care: cs home
NFHS-4 Individual,m57d_5,na - antenatal care: cs home
NFHS-4 Individual,m57d_6,na - antenatal care: cs home
NFHS-4 Individual,m57e_1,antenatal care: public: govt./munic. hospital
NFHS-4 Individual,m57e_2,antenatal care: public: govt./munic. hospital
NFHS-4 Individual,m57e_3,antenatal care: public: govt./munic. hospital
NFHS-4 Individual,m57e_4,antenatal care: public: govt./munic. hospital
NFHS-4 Individual,m57e_5,antenatal care: public: govt./munic. hospital
NFHS-4 Individual,m57e_6,antenatal care: public: govt./munic. hospital
NFHS-4 Individual,m57f_1,antenatal care: public: govt. dispensary
NFHS-4 Individual,m57f_2,antenatal care: public: govt. dispensary
NFHS-4 Individual,m57f_3,antenatal care: public: govt. dispensary
NFHS-4 Individual,m57f_4,antenatal care: public: govt. dispensary
NFHS-4 Individual,m57f_5,antenatal care: public: govt. dispensary
NFHS-4 Individual,m57f_6,antenatal care: public: govt. dispensary
NFHS-4 Individual,m57g_1,antenatal care: public: uhc/uhp/ufwc
NFHS-4 Individual,m57g_2,antenatal care: public: uhc/uhp/ufwc
NFHS-4 Individual,m57g_3,antenatal care: public: uhc/uhp/ufwc
NFHS-4 Individual,m57g_4,antenatal care: public: uhc/uhp/ufwc
NFHS-4 Individual,m57g_5,antenatal care: public: uhc/uhp/ufwc
NFHS-4 Individual,m57g_6,antenatal care: public: uhc/uhp/ufwc
NFHS-4 Individual,m57h_1,antenatal care: public: chc/rural hospital/block phc
NFHS-4 Individual,m57h_2,antenatal care: public: chc/rural hospital/block phc
NFHS-4 Individual,m57h_3,antenatal care: public: chc/rural hospital/block phc
NFHS-4 Individual,m57h_4,antenatal care: public: chc/rural hospital/block phc
NFHS-4 Individual,m57h_5,antenatal care: public: chc/rural hospital/block phc
NFHS-4 Individual,m57h_6,antenatal care: public: chc/rural hospital/block phc
NFHS-4 Individual,m57i_1,antenatal care: public: phc/additional phc
NFHS-4 Individual,m57i_2,antenatal care: public: phc/additional phc
NFHS-4 Individual,m57i_3,antenatal care: public: phc/additional phc
NFHS-4 Individual,m57i_4,antenatal care: public: phc/additional phc
NFHS-4 Individual,m57i_5,antenatal care: public: phc/additional phc
NFHS-4 Individual,m57i_6,antenatal care: public: phc/additional phc
NFHS-4 Individual,m57j_1,antenatal care: public: sub-centre
NFHS-4 Individual,m57j_2,antenatal care: public: sub-centre
NFHS-4 Individual,m57j_3,antenatal care: public: sub-centre
NFHS-4 Individual,m57j_4,antenatal care: public: sub-centre
NFHS-4 Individual,m57j_5,antenatal care: public: sub-centre
NFHS-4 Individual,m57j_6,antenatal care: public: sub-centre
NFHS-4 Individual,m57k_1,antenatal care: public: anganwadi/icds centre
NFHS-4 Individual,m57k_2,antenatal care: public: anganwadi/icds centre
NFHS-4 Individual,m57k_3,antenatal care: public: anganwadi/icds centre
NFHS-4 Individual,m57k_4,antenatal care: public: anganwadi/icds centre
NFHS-4 Individual,m57k_5,antenatal care: public: anganwadi/icds centre
NFHS-4 Individual,m57k_6,antenatal care: public: anganwadi/icds centre
NFHS-4 Individual,m57l_1,antenatal care: public: village clinic by anm
NFHS-4 Individual,m57l_2,antenatal care: public: village clinic by anm
NFHS-4 Individual,m57l_3,antenatal care: public: village clinic by anm
NFHS-4 Individual,m57l_4,antenatal care: public: village clinic by anm
NFHS-4 Individual,m57l_5,antenatal care: public: village clinic by anm
NFHS-4 Individual,m57l_6,antenatal care: public: village clinic by anm
NFHS-4 Individual,m57m_1,antenatal care: private: hospital/maternity home/clinic
NFHS-4 Individual,m57m_2,antenatal care: private: hospital/maternity home/clinic
NFHS-4 Individual,m57m_3,antenatal care: private: hospital/maternity home/clinic
NFHS-4 Individual,m57m_4,antenatal care: private: hospital/maternity home/clinic
NFHS-4 Individual,m57m_5,antenatal care: private: hospital/maternity home/clinic
NFHS-4 Individual,m57m_6,antenatal care: private: hospital/maternity home/clinic
NFHS-4 Individual,m57n_1,antenatal care: other private sect. health facility
NFHS-4 Individual,m57n_2,antenatal care: other private sect. health facility
NFHS-4 Individual,m57n_3,antenatal care: other private sect. health facility
NFHS-4 Individual,m57n_4,antenatal care: other private sect. health facility
NFHS-4 Individual,m57n_5,antenatal care: other private sect. health facility
NFHS-4 Individual,m57n_6,antenatal care: other private sect. health facility
NFHS-4 Individual,m57o_1,na - antenatal care: cs private medical
NFHS-4 Individual,m57o_2,na - antenatal care: cs private medical
NFHS-4 Individual,m57o_3,na - antenatal care: cs private medical
NFHS-4 Individual,m57o_4,na - antenatal care: cs private medical
NFHS-4 Individual,m57o_5,na - antenatal care: cs private medical
NFHS-4 Individual,m57o_6,na - antenatal care: cs private medical
NFHS-4 Individual,m57p_1,na - antenatal care: cs private medical
NFHS-4 Individual,m57p_2,na - antenatal care: cs private medical
NFHS-4 Individual,m57p_3,na - antenatal care: cs private medical
NFHS-4 Individual,m57p_4,na - antenatal care: cs private medical
NFHS-4 Individual,m57p_5,na - antenatal care: cs private medical
NFHS-4 Individual,m57p_6,na - antenatal care: cs private medical
NFHS-4 Individual,m57q_1,na - antenatal care: cs private medical
NFHS-4 Individual,m57q_2,na - antenatal care: cs private medical
NFHS-4 Individual,m57q_3,na - antenatal care: cs private medical
NFHS-4 Individual,m57q_4,na - antenatal care: cs private medical
NFHS-4 Individual,m57q_5,na - antenatal care: cs private medical
NFHS-4 Individual,m57q_6,na - antenatal care: cs private medical
NFHS-4 Individual,m57r_1,na - antenatal care: cs private medical
NFHS-4 Individual,m57r_2,na - antenatal care: cs private medical
NFHS-4 Individual,m57r_3,na - antenatal care: cs private medical
NFHS-4 Individual,m57r_4,na - antenatal care: cs private medical
NFHS-4 Individual,m57r_5,na - antenatal care: cs private medical
NFHS-4 Individual,m57r_6,na - antenatal care: cs private medical
NFHS-4 Individual,m57s_1,antenatal care: other public sect. health facility
NFHS-4 Individual,m57s_2,antenatal care: other public sect. health facility
NFHS-4 Individual,m57s_3,antenatal care: other public sect. health facility
NFHS-4 Individual,m57s_4,antenatal care: other public sect. health facility
NFHS-4 Individual,m57s_5,antenatal care: other public sect. health facility
NFHS-4 Individual,m57s_6,antenatal care: other public sect. health facility
NFHS-4 Individual,m57t_1,antenatal care: ngo or trust hospital/clinic
NFHS-4 Individual,m57t_2,antenatal care: ngo or trust hospital/clinic
NFHS-4 Individual,m57t_3,antenatal care: ngo or trust hospital/clinic
NFHS-4 Individual,m57t_4,antenatal care: ngo or trust hospital/clinic
NFHS-4 Individual,m57t_5,antenatal care: ngo or trust hospital/clinic
NFHS-4 Individual,m57t_6,antenatal care: ngo or trust hospital/clinic
NFHS-4 Individual,m57u_1,na - antenatal care: cs other
NFHS-4 Individual,m57u_2,na - antenatal care: cs other
NFHS-4 Individual,m57u_3,na - antenatal care: cs other
NFHS-4 Individual,m57u_4,na - antenatal care: cs other
NFHS-4 Individual,m57u_5,na - antenatal care: cs other
NFHS-4 Individual,m57u_6,na - antenatal care: cs other
NFHS-4 Individual,m57v_1,na - antenatal care: cs other
NFHS-4 Individual,m57v_2,na - antenatal care: cs other
NFHS-4 Individual,m57v_3,na - antenatal care: cs other
NFHS-4 Individual,m57v_4,na - antenatal care: cs other
NFHS-4 Individual,m57v_5,na - antenatal care: cs other
NFHS-4 Individual,m57v_6,na - antenatal care: cs other
NFHS-4 Individual,m57x_1,antenatal care: other
NFHS-4 Individual,m57x_2,antenatal care: other
NFHS-4 Individual,m57x_3,antenatal care: other
NFHS-4 Individual,m57x_4,antenatal care: other
NFHS-4 Individual,m57x_5,antenatal care: other
NFHS-4 Individual,m57x_6,antenatal care: other
NFHS-4 Individual,m60_1,drugs for intestinal parasites during pregnancy
NFHS-4 Individual,m60_2,drugs for intestinal parasites during pregnancy
NFHS-4 Individual,m60_3,drugs for intestinal parasites during pregnancy
NFHS-4 Individual,m60_4,drugs for intestinal parasites during pregnancy
NFHS-4 Individual,m60_5,drugs for intestinal parasites during pregnancy
NFHS-4 Individual,m60_6,drugs for intestinal parasites during pregnancy
NFHS-4 Individual,m61_1,time spent at place of delivery
NFHS-4 Individual,m61_2,time spent at place of delivery
NFHS-4 Individual,m61_3,time spent at place of delivery
NFHS-4 Individual,m61_4,time spent at place of delivery
NFHS-4 Individual,m61_5,time spent at place of delivery
NFHS-4 Individual,m61_6,time spent at place of delivery
NFHS-4 Individual,m62_1,respondent's health checked before discharge
NFHS-4 Individual,m62_2,respondent's health checked before discharge
NFHS-4 Individual,m62_3,respondent's health checked before discharge
NFHS-4 Individual,m62_4,respondent's health checked before discharge
NFHS-4 Individual,m62_5,respondent's health checked before discharge
NFHS-4 Individual,m62_6,respondent's health checked before discharge
NFHS-4 Individual,m65a_1,reason didn't deliver at health facility: cost too much
NFHS-4 Individual,m65a_2,reason didn't deliver at health facility: cost too much
NFHS-4 Individual,m65a_3,reason didn't deliver at health facility: cost too much
NFHS-4 Individual,m65a_4,reason didn't deliver at health facility: cost too much
NFHS-4 Individual,m65a_5,reason didn't deliver at health facility: cost too much
NFHS-4 Individual,m65a_6,reason didn't deliver at health facility: cost too much
NFHS-4 Individual,m65b_1,reason didn't deliver at health facility: facility not open
NFHS-4 Individual,m65b_2,reason didn't deliver at health facility: facility not open
NFHS-4 Individual,m65b_3,reason didn't deliver at health facility: facility not open
NFHS-4 Individual,m65b_4,reason didn't deliver at health facility: facility not open
NFHS-4 Individual,m65b_5,reason didn't deliver at health facility: facility not open
NFHS-4 Individual,m65b_6,reason didn't deliver at health facility: facility not open
NFHS-4 Individual,m65c_1,reason didn't deliver at health facility: too far/no transport
NFHS-4 Individual,m65c_2,reason didn't deliver at health facility: too far/no transport
NFHS-4 Individual,m65c_3,reason didn't deliver at health facility: too far/no transport
NFHS-4 Individual,m65c_4,reason didn't deliver at health facility: too far/no transport
NFHS-4 Individual,m65c_5,reason didn't deliver at health facility: too far/no transport
NFHS-4 Individual,m65c_6,reason didn't deliver at health facility: too far/no transport
NFHS-4 Individual,m65d_1,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-4 Individual,m65d_2,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-4 Individual,m65d_3,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-4 Individual,m65d_4,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-4 Individual,m65d_5,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-4 Individual,m65d_6,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-4 Individual,m65e_1,reason didn't deliver at health facility: no female provider
NFHS-4 Individual,m65e_2,reason didn't deliver at health facility: no female provider
NFHS-4 Individual,m65e_3,reason didn't deliver at health facility: no female provider
NFHS-4 Individual,m65e_4,reason didn't deliver at health facility: no female provider
NFHS-4 Individual,m65e_5,reason didn't deliver at health facility: no female provider
NFHS-4 Individual,m65e_6,reason didn't deliver at health facility: no female provider
NFHS-4 Individual,m65f_1,reason didn't deliver at health facility: husband/family didn't allow
NFHS-4 Individual,m65f_2,reason didn't deliver at health facility: husband/family didn't allow
NFHS-4 Individual,m65f_3,reason didn't deliver at health facility: husband/family didn't allow
NFHS-4 Individual,m65f_4,reason didn't deliver at health facility: husband/family didn't allow
NFHS-4 Individual,m65f_5,reason didn't deliver at health facility: husband/family didn't allow
NFHS-4 Individual,m65f_6,reason didn't deliver at health facility: husband/family didn't allow
NFHS-4 Individual,m65g_1,reason didn't deliver at health facility: not necessary
NFHS-4 Individual,m65g_2,reason didn't deliver at health facility: not necessary
NFHS-4 Individual,m65g_3,reason didn't deliver at health facility: not necessary
NFHS-4 Individual,m65g_4,reason didn't deliver at health facility: not necessary
NFHS-4 Individual,m65g_5,reason didn't deliver at health facility: not necessary
NFHS-4 Individual,m65g_6,reason didn't deliver at health facility: not necessary
NFHS-4 Individual,m65h_1,reason didn't deliver at health facility: not customary
NFHS-4 Individual,m65h_2,reason didn't deliver at health facility: not customary
NFHS-4 Individual,m65h_3,reason didn't deliver at health facility: not customary
NFHS-4 Individual,m65h_4,reason didn't deliver at health facility: not customary
NFHS-4 Individual,m65h_5,reason didn't deliver at health facility: not customary
NFHS-4 Individual,m65h_6,reason didn't deliver at health facility: not customary
NFHS-4 Individual,m65i_1,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65i_2,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65i_3,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65i_4,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65i_5,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65i_6,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65j_1,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65j_2,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65j_3,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65j_4,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65j_5,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65j_6,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65k_1,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65k_2,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65k_3,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65k_4,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65k_5,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65k_6,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65l_1,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65l_2,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65l_3,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65l_4,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65l_5,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65l_6,na - reason didn't deliver at health facility: cs
NFHS-4 Individual,m65x_1,reason didn't deliver at health facility: other
NFHS-4 Individual,m65x_2,reason didn't deliver at health facility: other
NFHS-4 Individual,m65x_3,reason didn't deliver at health facility: other
NFHS-4 Individual,m65x_4,reason didn't deliver at health facility: other
NFHS-4 Individual,m65x_5,reason didn't deliver at health facility: other
NFHS-4 Individual,m65x_6,reason didn't deliver at health facility: other
NFHS-4 Individual,m66_1,respondent's health checked after discharge/delivery at home
NFHS-4 Individual,m66_2,respondent's health checked after discharge/delivery at home
NFHS-4 Individual,m66_3,respondent's health checked after discharge/delivery at home
NFHS-4 Individual,m66_4,respondent's health checked after discharge/delivery at home
NFHS-4 Individual,m66_5,respondent's health checked after discharge/delivery at home
NFHS-4 Individual,m66_6,respondent's health checked after discharge/delivery at home
NFHS-4 Individual,m70_1,baby postnatal check within 2 months
NFHS-4 Individual,m70_2,baby postnatal check within 2 months
NFHS-4 Individual,m70_3,baby postnatal check within 2 months
NFHS-4 Individual,m70_4,baby postnatal check within 2 months
NFHS-4 Individual,m70_5,baby postnatal check within 2 months
NFHS-4 Individual,m70_6,baby postnatal check within 2 months
NFHS-4 Individual,m71_1,time after delivery postnatal check took place
NFHS-4 Individual,m71_2,time after delivery postnatal check took place
NFHS-4 Individual,m71_3,time after delivery postnatal check took place
NFHS-4 Individual,m71_4,time after delivery postnatal check took place
NFHS-4 Individual,m71_5,time after delivery postnatal check took place
NFHS-4 Individual,m71_6,time after delivery postnatal check took place
NFHS-4 Individual,m72_1,person who performed postnatal check-up
NFHS-4 Individual,m72_2,person who performed postnatal check-up
NFHS-4 Individual,m72_3,person who performed postnatal check-up
NFHS-4 Individual,m72_4,person who performed postnatal check-up
NFHS-4 Individual,m72_5,person who performed postnatal check-up
NFHS-4 Individual,m72_6,person who performed postnatal check-up
NFHS-4 Individual,m73_1,place baby was first checked
NFHS-4 Individual,m73_2,place baby was first checked
NFHS-4 Individual,m73_3,place baby was first checked
NFHS-4 Individual,m73_4,place baby was first checked
NFHS-4 Individual,m73_5,place baby was first checked
NFHS-4 Individual,m73_6,place baby was first checked
NFHS-4 Individual,v401,last birth a caesarean section
NFHS-4 Individual,v404,currently breastfeeding
NFHS-4 Individual,v405,currently amenorrheic
NFHS-4 Individual,v406,currently abstaining
NFHS-4 Individual,v407,na - number of times breastfed during night
NFHS-4 Individual,v408,na - number of times breastfed during day
NFHS-4 Individual,v409,gave child plain water
NFHS-4 Individual,v409a,na - gave child sugar water
NFHS-4 Individual,v410,gave child juice
NFHS-4 Individual,v410a,na - gave child tea or coffee
NFHS-4 Individual,v411,"gave child tinned, powdered or fresh milk"
NFHS-4 Individual,v411a,gave child baby formula
NFHS-4 Individual,v412,na - gave child fresh milk
NFHS-4 Individual,v412a,"gave child fortified baby food (cerelac, etc)"
NFHS-4 Individual,v412b,na - gave child other porridge/gruel
NFHS-4 Individual,v412c,gave child soup/clear broth
NFHS-4 Individual,v413,gave child other liquid
NFHS-4 Individual,v413a,na - gave child cs liquid
NFHS-4 Individual,v413b,na - gave child cs liquid
NFHS-4 Individual,v413c,na - gave child cs liquid
NFHS-4 Individual,v413d,na - gave child cs liquid
NFHS-4 Individual,v414a,"gave child any chicken, duck or other birds"
NFHS-4 Individual,v414b,na - gave child cs foods
NFHS-4 Individual,v414c,na - gave child cs foods
NFHS-4 Individual,v414d,na - gave child cs foods
NFHS-4 Individual,v414e,"gave child bread, noodles, other made from grains"
NFHS-4 Individual,v414f,"gave child potatoes, cassava, or other tubers"
NFHS-4 Individual,v414g,gave child eggs
NFHS-4 Individual,v414h,"na - gave child meat (beef, pork, lamb, chicken, etc)"
NFHS-4 Individual,v414i,"gave child pumpkin, carrots, squash (yellow or orange inside)"
NFHS-4 Individual,v414j,gave child any dark green leafy vegetables
NFHS-4 Individual,v414k,"gave child mangoes, papayas, other vitamin a fruits"
NFHS-4 Individual,v414l,gave child any other fruits
NFHS-4 Individual,v414m,"gave child liver, heart, other organs"
NFHS-4 Individual,v414n,gave child fish or shellfish
NFHS-4 Individual,v414o,"gave child food made from beans, peas, lentils, nuts"
NFHS-4 Individual,v414p,"gave child cheese, yogurt, other milk products"
NFHS-4 Individual,v414q,"na - gave child oil, fats, butter, products made of them"
NFHS-4 Individual,v414r,"na - gave child chocolates, sweets, candies, pastries, etc"
NFHS-4 Individual,v414s,gave child other solid-semisolid food
NFHS-4 Individual,v414t,gave child any other meat
NFHS-4 Individual,v414u,na - gave child cs foods
NFHS-4 Individual,v414v,gave child yogurt
NFHS-4 Individual,v414w,na - gave child cs foods
NFHS-4 Individual,v415,drank from bottle with nipple yesterday/last night
NFHS-4 Individual,v416,heard of oral rehydration
NFHS-4 Individual,v417,entries in maternity table
NFHS-4 Individual,v418,entries in health table
NFHS-4 Individual,v419,entries in height/weight table
NFHS-4 Individual,v420,na - measurer's code
NFHS-4 Individual,v421,na - assistant measurer's code
NFHS-4 Individual,v426,when child put to breast
NFHS-4 Individual,v437,respondent's weight in kilograms (1 decimal)
NFHS-4 Individual,v438,respondent's height in centimeters (1 decimal)
NFHS-4 Individual,v439,height/age percentile
NFHS-4 Individual,v440,height/age standard deviation
NFHS-4 Individual,v441,height/age percent ref. median
NFHS-4 Individual,v442,weight/height percent ref. median (dhs)
NFHS-4 Individual,v443,weight/height percent ref. median (fog)
NFHS-4 Individual,v444,weight/height percent ref. median (who)
NFHS-4 Individual,v444a,weight/height standard deviation (dhs)
NFHS-4 Individual,v445,body mass index
NFHS-4 Individual,v446,rohrer's index
NFHS-4 Individual,v447,result of measurement - height/weight
NFHS-4 Individual,v447a,women's age in years (from household questionnaire)
NFHS-4 Individual,v452a,under age 18 (from household questionnaire)
NFHS-4 Individual,v452b,line number of parent/caretaker
NFHS-4 Individual,v452c,read consent statement - hemoglobin
NFHS-4 Individual,v453,hemoglobin level (g/dl - 1 decimal)
NFHS-4 Individual,v454,currently pregnant (from household questionnaire)
NFHS-4 Individual,v455,result of measurement - hemoglobin
NFHS-4 Individual,v456,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-4 Individual,v457,anemia level
NFHS-4 Individual,v458,na - agrees to referral - anemia
