dataset,variable,label
NFHS-4 Individual,caseid,case identification
NFHS-4 Individual,v000,country code and phase
NFHS-4 Individual,v001,cluster number
NFHS-4 Individual,v002,household number
NFHS-4 Individual,v003,respondent's line number
NFHS-4 Individual,v004,ultimate area unit
NFHS-4 Individual,v005,national women's sample weight (6 decimals)
NFHS-4 Individual,v006,month of interview
NFHS-4 Individual,v007,year of interview
NFHS-4 Individual,v008,date of interview (cmc)
NFHS-4 Individual,v009,respondent's month of birth
NFHS-4 Individual,v010,respondent's year of birth
NFHS-4 Individual,v011,date of birth (cmc)
NFHS-4 Individual,v012,respondent's current age
NFHS-4 Individual,v013,age in 5-year groups
NFHS-4 Individual,v014,completeness of age information
NFHS-4 Individual,v015,result of individual interview
NFHS-4 Individual,v016,day of interview
NFHS-4 Individual,v017,na - cmc start of calendar
NFHS-4 Individual,v018,row of month of interview
NFHS-4 Individual,v019,length of calendar
NFHS-4 Individual,v019a,number of calendar columns
NFHS-4 Individual,v020,ever-married sample
NFHS-4 Individual,v021,primary sampling unit
NFHS-4 Individual,v022,sample strata for sampling errors
NFHS-4 Individual,v023,stratification used in sample design
NFHS-4 Individual,v024,state
NFHS-4 Individual,v025,type of place of residence
NFHS-4 Individual,v026,na - de facto place of residence
NFHS-4 Individual,v027,number of visits
NFHS-4 Individual,v028,interviewer identification
NFHS-4 Individual,v029,na - keyer identification
NFHS-4 Individual,v030,field supervisor
NFHS-4 Individual,v031,na - field editor
NFHS-4 Individual,v032,na - office editor
NFHS-4 Individual,v034,line number of husband
NFHS-4 Individual,v040,cluster altitude in meters
NFHS-4 Individual,v042,household selected for hemoglobin
NFHS-4 Individual,v044,selected for domestic violence module
NFHS-4 Individual,v101,state
NFHS-4 Individual,v102,type of place of residence
NFHS-4 Individual,v103,na - childhood place of residence
NFHS-4 Individual,v104,years lived in place of residence
NFHS-4 Individual,v105,na - type of place of previous residence
NFHS-4 Individual,v106,highest educational level
NFHS-4 Individual,v107,highest year of education
NFHS-4 Individual,v113,source of drinking water
NFHS-4 Individual,v115,time to get to water source
NFHS-4 Individual,v116,type of toilet facility
NFHS-4 Individual,v119,household has: electricity
NFHS-4 Individual,v120,household has: radio
NFHS-4 Individual,v121,household has: television
NFHS-4 Individual,v122,household has: refrigerator
NFHS-4 Individual,v123,household has: bicycle
NFHS-4 Individual,v124,household has: motorcycle/scooter
NFHS-4 Individual,v125,household has: car/truck
NFHS-4 Individual,v127,main floor material
NFHS-4 Individual,v128,main wall material
NFHS-4 Individual,v129,main roof material
NFHS-4 Individual,v130,religion
NFHS-4 Individual,v131,caste or tribe
NFHS-4 Individual,v133,education in single years
NFHS-4 Individual,v134,na - de facto place of residence
NFHS-4 Individual,v135,usual resident or visitor
NFHS-4 Individual,v136,number of household members (listed)
NFHS-4 Individual,v137,number of children 5 and under in household (de jure)
NFHS-4 Individual,v138,number of eligible women in household (de facto)
NFHS-4 Individual,v139,de jure region of residence
NFHS-4 Individual,v140,de jure type of place of residence
NFHS-4 Individual,v141,na - de jure place of residence
NFHS-4 Individual,v149,educational attainment
NFHS-4 Individual,v150,relationship to household head
NFHS-4 Individual,v151,sex of household head
NFHS-4 Individual,v152,age of household head
NFHS-4 Individual,v153,household has: telephone (land-line)
NFHS-4 Individual,awfactt,all woman factor - total
NFHS-4 Individual,awfactu,all woman factor - urban/rural
NFHS-4 Individual,awfactr,all woman factor - regional
NFHS-4 Individual,awfacte,all woman factor - educational
NFHS-4 Individual,awfactw,all woman factor - wealth index
NFHS-4 Individual,v155,literacy
NFHS-4 Individual,v156,na - ever participated in a literacy program outside of primary
NFHS-4 Individual,v157,frequency of reading newspaper or magazine
NFHS-4 Individual,v158,frequency of listening to radio
NFHS-4 Individual,v159,frequency of watching television
NFHS-4 Individual,v160,toilet facilities shared with other households
NFHS-4 Individual,v161,type of cooking fuel
NFHS-4 Individual,v166,na - result of salt test for iodine
NFHS-4 Individual,v167,na - number of trips in last 12 months
NFHS-4 Individual,v168,away for more than one month in last 12 months
NFHS-4 Individual,v190,wealth index
NFHS-4 Individual,v191,wealth index factor score (5 decimals)
NFHS-4 Individual,ml101,type of mosquito bed net(s) slept under last night
NFHS-4 Individual,bidx_01,birth column number
NFHS-4 Individual,bidx_02,birth column number
NFHS-4 Individual,bidx_03,birth column number
NFHS-4 Individual,bidx_04,birth column number
NFHS-4 Individual,bidx_05,birth column number
NFHS-4 Individual,bidx_06,birth column number
NFHS-4 Individual,bidx_07,birth column number
NFHS-4 Individual,bidx_08,birth column number
NFHS-4 Individual,bidx_09,birth column number
NFHS-4 Individual,bidx_10,birth column number
NFHS-4 Individual,bidx_11,birth column number
NFHS-4 Individual,bidx_12,birth column number
NFHS-4 Individual,bidx_13,birth column number
NFHS-4 Individual,bidx_14,birth column number
NFHS-4 Individual,bidx_15,birth column number
NFHS-4 Individual,bidx_16,birth column number
NFHS-4 Individual,bidx_17,birth column number
NFHS-4 Individual,bidx_18,birth column number
NFHS-4 Individual,bidx_19,birth column number
NFHS-4 Individual,bidx_20,birth column number
NFHS-4 Individual,bord_01,birth order number
NFHS-4 Individual,bord_02,birth order number
NFHS-4 Individual,bord_03,birth order number
NFHS-4 Individual,bord_04,birth order number
NFHS-4 Individual,bord_05,birth order number
NFHS-4 Individual,bord_06,birth order number
NFHS-4 Individual,bord_07,birth order number
NFHS-4 Individual,bord_08,birth order number
NFHS-4 Individual,bord_09,birth order number
NFHS-4 Individual,bord_10,birth order number
NFHS-4 Individual,bord_11,birth order number
NFHS-4 Individual,bord_12,birth order number
NFHS-4 Individual,bord_13,birth order number
NFHS-4 Individual,bord_14,birth order number
NFHS-4 Individual,bord_15,birth order number
NFHS-4 Individual,bord_16,birth order number
NFHS-4 Individual,bord_17,birth order number
NFHS-4 Individual,bord_18,birth order number
NFHS-4 Individual,bord_19,birth order number
NFHS-4 Individual,bord_20,birth order number
NFHS-4 Individual,b0_01,child is twin
NFHS-4 Individual,b0_02,child is twin
NFHS-4 Individual,b0_03,child is twin
NFHS-4 Individual,b0_04,child is twin
NFHS-4 Individual,b0_05,child is twin
NFHS-4 Individual,b0_06,child is twin
NFHS-4 Individual,b0_07,child is twin
NFHS-4 Individual,b0_08,child is twin
NFHS-4 Individual,b0_09,child is twin
NFHS-4 Individual,b0_10,child is twin
NFHS-4 Individual,b0_11,child is twin
NFHS-4 Individual,b0_12,child is twin
NFHS-4 Individual,b0_13,child is twin
NFHS-4 Individual,b0_14,child is twin
NFHS-4 Individual,b0_15,child is twin
NFHS-4 Individual,b0_16,child is twin
NFHS-4 Individual,b0_17,child is twin
NFHS-4 Individual,b0_18,child is twin
NFHS-4 Individual,b0_19,child is twin
NFHS-4 Individual,b0_20,child is twin
NFHS-4 Individual,b1_01,month of birth
NFHS-4 Individual,b1_02,month of birth
NFHS-4 Individual,b1_03,month of birth
NFHS-4 Individual,b1_04,month of birth
NFHS-4 Individual,b1_05,month of birth
NFHS-4 Individual,b1_06,month of birth
NFHS-4 Individual,b1_07,month of birth
NFHS-4 Individual,b1_08,month of birth
NFHS-4 Individual,b1_09,month of birth
NFHS-4 Individual,b1_10,month of birth
NFHS-4 Individual,b1_11,month of birth
NFHS-4 Individual,b1_12,month of birth
NFHS-4 Individual,b1_13,month of birth
NFHS-4 Individual,b1_14,month of birth
NFHS-4 Individual,b1_15,month of birth
NFHS-4 Individual,b1_16,month of birth
NFHS-4 Individual,b1_17,month of birth
NFHS-4 Individual,b1_18,month of birth
NFHS-4 Individual,b1_19,month of birth
NFHS-4 Individual,b1_20,month of birth
NFHS-4 Individual,b2_01,year of birth
NFHS-4 Individual,b2_02,year of birth
NFHS-4 Individual,b2_03,year of birth
NFHS-4 Individual,b2_04,year of birth
NFHS-4 Individual,b2_05,year of birth
NFHS-4 Individual,b2_06,year of birth
NFHS-4 Individual,b2_07,year of birth
NFHS-4 Individual,b2_08,year of birth
NFHS-4 Individual,b2_09,year of birth
NFHS-4 Individual,b2_10,year of birth
NFHS-4 Individual,b2_11,year of birth
NFHS-4 Individual,b2_12,year of birth
NFHS-4 Individual,b2_13,year of birth
NFHS-4 Individual,b2_14,year of birth
NFHS-4 Individual,b2_15,year of birth
NFHS-4 Individual,b2_16,year of birth
NFHS-4 Individual,b2_17,year of birth
NFHS-4 Individual,b2_18,year of birth
NFHS-4 Individual,b2_19,year of birth
NFHS-4 Individual,b2_20,year of birth
NFHS-4 Individual,b3_01,date of birth (cmc)
NFHS-4 Individual,b3_02,date of birth (cmc)
NFHS-4 Individual,b3_03,date of birth (cmc)
NFHS-4 Individual,b3_04,date of birth (cmc)
NFHS-4 Individual,b3_05,date of birth (cmc)
NFHS-4 Individual,b3_06,date of birth (cmc)
NFHS-4 Individual,b3_07,date of birth (cmc)
NFHS-4 Individual,b3_08,date of birth (cmc)
NFHS-4 Individual,b3_09,date of birth (cmc)
NFHS-4 Individual,b3_10,date of birth (cmc)
NFHS-4 Individual,b3_11,date of birth (cmc)
NFHS-4 Individual,b3_12,date of birth (cmc)
NFHS-4 Individual,b3_13,date of birth (cmc)
NFHS-4 Individual,b3_14,date of birth (cmc)
NFHS-4 Individual,b3_15,date of birth (cmc)
NFHS-4 Individual,b3_16,date of birth (cmc)
NFHS-4 Individual,b3_17,date of birth (cmc)
NFHS-4 Individual,b3_18,date of birth (cmc)
NFHS-4 Individual,b3_19,date of birth (cmc)
NFHS-4 Individual,b3_20,date of birth (cmc)
NFHS-4 Individual,b4_01,sex of child
NFHS-4 Individual,b4_02,sex of child
NFHS-4 Individual,b4_03,sex of child
NFHS-4 Individual,b4_04,sex of child
NFHS-4 Individual,b4_05,sex of child
NFHS-4 Individual,b4_06,sex of child
NFHS-4 Individual,b4_07,sex of child
NFHS-4 Individual,b4_08,sex of child
NFHS-4 Individual,b4_09,sex of child
NFHS-4 Individual,b4_10,sex of child
NFHS-4 Individual,b4_11,sex of child
NFHS-4 Individual,b4_12,sex of child
NFHS-4 Individual,b4_13,sex of child
NFHS-4 Individual,b4_14,sex of child
NFHS-4 Individual,b4_15,sex of child
NFHS-4 Individual,b4_16,sex of child
NFHS-4 Individual,b4_17,sex of child
NFHS-4 Individual,b4_18,sex of child
NFHS-4 Individual,b4_19,sex of child
NFHS-4 Individual,b4_20,sex of child
NFHS-4 Individual,b5_01,child is alive
NFHS-4 Individual,b5_02,child is alive
NFHS-4 Individual,b5_03,child is alive
NFHS-4 Individual,b5_04,child is alive
NFHS-4 Individual,b5_05,child is alive
NFHS-4 Individual,b5_06,child is alive
NFHS-4 Individual,b5_07,child is alive
NFHS-4 Individual,b5_08,child is alive
NFHS-4 Individual,b5_09,child is alive
NFHS-4 Individual,b5_10,child is alive
NFHS-4 Individual,b5_11,child is alive
NFHS-4 Individual,b5_12,child is alive
NFHS-4 Individual,b5_13,child is alive
NFHS-4 Individual,b5_14,child is alive
NFHS-4 Individual,b5_15,child is alive
NFHS-4 Individual,b5_16,child is alive
NFHS-4 Individual,b5_17,child is alive
NFHS-4 Individual,b5_18,child is alive
NFHS-4 Individual,b5_19,child is alive
NFHS-4 Individual,b5_20,child is alive
NFHS-4 Individual,b6_01,age at death
NFHS-4 Individual,b6_02,age at death
NFHS-4 Individual,b6_03,age at death
NFHS-4 Individual,b6_04,age at death
NFHS-4 Individual,b6_05,age at death
NFHS-4 Individual,b6_06,age at death
NFHS-4 Individual,b6_07,age at death
NFHS-4 Individual,b6_08,age at death
NFHS-4 Individual,b6_09,age at death
NFHS-4 Individual,b6_10,age at death
NFHS-4 Individual,b6_11,age at death
NFHS-4 Individual,b6_12,age at death
NFHS-4 Individual,b6_13,age at death
NFHS-4 Individual,b6_14,age at death
NFHS-4 Individual,b6_15,age at death
NFHS-4 Individual,b6_16,age at death
NFHS-4 Individual,b6_17,age at death
NFHS-4 Individual,b6_18,age at death
NFHS-4 Individual,b6_19,age at death
NFHS-4 Individual,b6_20,age at death
NFHS-4 Individual,b7_01,"age at death (months, imputed)"
NFHS-4 Individual,b7_02,"age at death (months, imputed)"
NFHS-4 Individual,b7_03,"age at death (months, imputed)"
NFHS-4 Individual,b7_04,"age at death (months, imputed)"
NFHS-4 Individual,b7_05,"age at death (months, imputed)"
NFHS-4 Individual,b7_06,"age at death (months, imputed)"
NFHS-4 Individual,b7_07,"age at death (months, imputed)"
NFHS-4 Individual,b7_08,"age at death (months, imputed)"
NFHS-4 Individual,b7_09,"age at death (months, imputed)"
NFHS-4 Individual,b7_10,"age at death (months, imputed)"
NFHS-4 Individual,b7_11,"age at death (months, imputed)"
NFHS-4 Individual,b7_12,"age at death (months, imputed)"
NFHS-4 Individual,b7_13,"age at death (months, imputed)"
NFHS-4 Individual,b7_14,"age at death (months, imputed)"
NFHS-4 Individual,b7_15,"age at death (months, imputed)"
NFHS-4 Individual,b7_16,"age at death (months, imputed)"
NFHS-4 Individual,b7_17,"age at death (months, imputed)"
NFHS-4 Individual,b7_18,"age at death (months, imputed)"
NFHS-4 Individual,b7_19,"age at death (months, imputed)"
NFHS-4 Individual,b7_20,"age at death (months, imputed)"
NFHS-4 Individual,b8_01,current age of child
NFHS-4 Individual,b8_02,current age of child
NFHS-4 Individual,b8_03,current age of child
NFHS-4 Individual,b8_04,current age of child
NFHS-4 Individual,b8_05,current age of child
NFHS-4 Individual,b8_06,current age of child
NFHS-4 Individual,b8_07,current age of child
NFHS-4 Individual,b8_08,current age of child
NFHS-4 Individual,b8_09,current age of child
NFHS-4 Individual,b8_10,current age of child
NFHS-4 Individual,b8_11,current age of child
NFHS-4 Individual,b8_12,current age of child
NFHS-4 Individual,b8_13,current age of child
NFHS-4 Individual,b8_14,current age of child
NFHS-4 Individual,b8_15,current age of child
NFHS-4 Individual,b8_16,current age of child
NFHS-4 Individual,b8_17,current age of child
NFHS-4 Individual,b8_18,current age of child
NFHS-4 Individual,b8_19,current age of child
NFHS-4 Individual,b8_20,current age of child
NFHS-4 Individual,b9_01,child lives with whom
NFHS-4 Individual,b9_02,child lives with whom
NFHS-4 Individual,b9_03,child lives with whom
NFHS-4 Individual,b9_04,child lives with whom
NFHS-4 Individual,b9_05,child lives with whom
NFHS-4 Individual,b9_06,child lives with whom
NFHS-4 Individual,b9_07,child lives with whom
NFHS-4 Individual,b9_08,child lives with whom
NFHS-4 Individual,b9_09,child lives with whom
NFHS-4 Individual,b9_10,child lives with whom
NFHS-4 Individual,b9_11,child lives with whom
NFHS-4 Individual,b9_12,child lives with whom
NFHS-4 Individual,b9_13,child lives with whom
NFHS-4 Individual,b9_14,child lives with whom
NFHS-4 Individual,b9_15,child lives with whom
NFHS-4 Individual,b9_16,child lives with whom
NFHS-4 Individual,b9_17,child lives with whom
NFHS-4 Individual,b9_18,child lives with whom
NFHS-4 Individual,b9_19,child lives with whom
NFHS-4 Individual,b9_20,child lives with whom
NFHS-4 Individual,b10_01,completeness of information
NFHS-4 Individual,b10_02,completeness of information
NFHS-4 Individual,b10_03,completeness of information
NFHS-4 Individual,b10_04,completeness of information
NFHS-4 Individual,b10_05,completeness of information
NFHS-4 Individual,b10_06,completeness of information
NFHS-4 Individual,b10_07,completeness of information
NFHS-4 Individual,b10_08,completeness of information
NFHS-4 Individual,b10_09,completeness of information
NFHS-4 Individual,b10_10,completeness of information
NFHS-4 Individual,b10_11,completeness of information
NFHS-4 Individual,b10_12,completeness of information
NFHS-4 Individual,b10_13,completeness of information
NFHS-4 Individual,b10_14,completeness of information
NFHS-4 Individual,b10_15,completeness of information
NFHS-4 Individual,b10_16,completeness of information
NFHS-4 Individual,b10_17,completeness of information
NFHS-4 Individual,b10_18,completeness of information
NFHS-4 Individual,b10_19,completeness of information
NFHS-4 Individual,b10_20,completeness of information
NFHS-4 Individual,b11_01,preceding birth interval (months)
NFHS-4 Individual,b11_02,preceding birth interval (months)
NFHS-4 Individual,b11_03,preceding birth interval (months)
NFHS-4 Individual,b11_04,preceding birth interval (months)
NFHS-4 Individual,b11_05,preceding birth interval (months)
NFHS-4 Individual,b11_06,preceding birth interval (months)
NFHS-4 Individual,b11_07,preceding birth interval (months)
NFHS-4 Individual,b11_08,preceding birth interval (months)
NFHS-4 Individual,b11_09,preceding birth interval (months)
NFHS-4 Individual,b11_10,preceding birth interval (months)
NFHS-4 Individual,b11_11,preceding birth interval (months)
NFHS-4 Individual,b11_12,preceding birth interval (months)
NFHS-4 Individual,b11_13,preceding birth interval (months)
NFHS-4 Individual,b11_14,preceding birth interval (months)
NFHS-4 Individual,b11_15,preceding birth interval (months)
NFHS-4 Individual,b11_16,preceding birth interval (months)
NFHS-4 Individual,b11_17,preceding birth interval (months)
NFHS-4 Individual,b11_18,preceding birth interval (months)
NFHS-4 Individual,b11_19,preceding birth interval (months)
NFHS-4 Individual,b11_20,preceding birth interval (months)
NFHS-4 Individual,b12_01,succeeding birth interval (months)
NFHS-4 Individual,b12_02,succeeding birth interval (months)
NFHS-4 Individual,b12_03,succeeding birth interval (months)
NFHS-4 Individual,b12_04,succeeding birth interval (months)
NFHS-4 Individual,b12_05,succeeding birth interval (months)
NFHS-4 Individual,b12_06,succeeding birth interval (months)
NFHS-4 Individual,b12_07,succeeding birth interval (months)
NFHS-4 Individual,b12_08,succeeding birth interval (months)
NFHS-4 Individual,b12_09,succeeding birth interval (months)
NFHS-4 Individual,b12_10,succeeding birth interval (months)
NFHS-4 Individual,b12_11,succeeding birth interval (months)
NFHS-4 Individual,b12_12,succeeding birth interval (months)
NFHS-4 Individual,b12_13,succeeding birth interval (months)
NFHS-4 Individual,b12_14,succeeding birth interval (months)
NFHS-4 Individual,b12_15,succeeding birth interval (months)
NFHS-4 Individual,b12_16,succeeding birth interval (months)
NFHS-4 Individual,b12_17,succeeding birth interval (months)
NFHS-4 Individual,b12_18,succeeding birth interval (months)
NFHS-4 Individual,b12_19,succeeding birth interval (months)
NFHS-4 Individual,b12_20,succeeding birth interval (months)
NFHS-4 Individual,b13_01,flag for age at death
NFHS-4 Individual,b13_02,flag for age at death
NFHS-4 Individual,b13_03,flag for age at death
NFHS-4 Individual,b13_04,flag for age at death
NFHS-4 Individual,b13_05,flag for age at death
NFHS-4 Individual,b13_06,flag for age at death
NFHS-4 Individual,b13_07,flag for age at death
NFHS-4 Individual,b13_08,flag for age at death
NFHS-4 Individual,b13_09,flag for age at death
NFHS-4 Individual,b13_10,flag for age at death
NFHS-4 Individual,b13_11,flag for age at death
NFHS-4 Individual,b13_12,flag for age at death
NFHS-4 Individual,b13_13,flag for age at death
NFHS-4 Individual,b13_14,flag for age at death
NFHS-4 Individual,b13_15,flag for age at death
NFHS-4 Individual,b13_16,flag for age at death
NFHS-4 Individual,b13_17,flag for age at death
NFHS-4 Individual,b13_18,flag for age at death
NFHS-4 Individual,b13_19,flag for age at death
NFHS-4 Individual,b13_20,flag for age at death
NFHS-4 Individual,b15_01,live birth between births
NFHS-4 Individual,b15_02,live birth between births
NFHS-4 Individual,b15_03,live birth between births
NFHS-4 Individual,b15_04,live birth between births
NFHS-4 Individual,b15_05,live birth between births
NFHS-4 Individual,b15_06,live birth between births
NFHS-4 Individual,b15_07,live birth between births
NFHS-4 Individual,b15_08,live birth between births
NFHS-4 Individual,b15_09,live birth between births
NFHS-4 Individual,b15_10,live birth between births
NFHS-4 Individual,b15_11,live birth between births
NFHS-4 Individual,b15_12,live birth between births
NFHS-4 Individual,b15_13,live birth between births
NFHS-4 Individual,b15_14,live birth between births
NFHS-4 Individual,b15_15,live birth between births
NFHS-4 Individual,b15_16,live birth between births
NFHS-4 Individual,b15_17,live birth between births
NFHS-4 Individual,b15_18,live birth between births
NFHS-4 Individual,b15_19,live birth between births
NFHS-4 Individual,b15_20,live birth between births
NFHS-4 Individual,b16_01,child's line number in household
NFHS-4 Individual,b16_02,child's line number in household
NFHS-4 Individual,b16_03,child's line number in household
NFHS-4 Individual,b16_04,child's line number in household
NFHS-4 Individual,b16_05,child's line number in household
NFHS-4 Individual,b16_06,child's line number in household
NFHS-4 Individual,b16_07,child's line number in household
NFHS-4 Individual,b16_08,child's line number in household
NFHS-4 Individual,b16_09,child's line number in household
NFHS-4 Individual,b16_10,child's line number in household
NFHS-4 Individual,b16_11,child's line number in household
NFHS-4 Individual,b16_12,child's line number in household
NFHS-4 Individual,b16_13,child's line number in household
NFHS-4 Individual,b16_14,child's line number in household
NFHS-4 Individual,b16_15,child's line number in household
NFHS-4 Individual,b16_16,child's line number in household
NFHS-4 Individual,b16_17,child's line number in household
NFHS-4 Individual,b16_18,child's line number in household
NFHS-4 Individual,b16_19,child's line number in household
NFHS-4 Individual,b16_20,child's line number in household
NFHS-4 Individual,v201,total children ever born
NFHS-4 Individual,v202,sons at home
NFHS-4 Individual,v203,daughters at home
NFHS-4 Individual,v204,sons elsewhere
NFHS-4 Individual,v205,daughters elsewhere
NFHS-4 Individual,v206,sons who have died
NFHS-4 Individual,v207,daughters who have died
NFHS-4 Individual,v208,births in last five years
NFHS-4 Individual,v209,births in past year
NFHS-4 Individual,v210,births in month of interview
NFHS-4 Individual,v211,date of first birth (cmc)
NFHS-4 Individual,v212,age of respondent at 1st birth
NFHS-4 Individual,v213,currently pregnant
NFHS-4 Individual,v214,duration of current pregnancy
NFHS-4 Individual,v215,time since last menstrual period
NFHS-4 Individual,v216,menstruated in last six weeks
NFHS-4 Individual,v217,knowledge of ovulatory cycle
NFHS-4 Individual,v218,number of living children
NFHS-4 Individual,v219,living children + current pregnancy
NFHS-4 Individual,v220,living children + current pregnancy (grouped)
NFHS-4 Individual,v221,marriage to first birth interval (months)
NFHS-4 Individual,v222,last birth to interview (months)
NFHS-4 Individual,v223,completeness of current pregnancy information
NFHS-4 Individual,v224,entries in birth history
NFHS-4 Individual,v225,current pregnancy wanted
NFHS-4 Individual,v226,time since last period (comp) (months)
NFHS-4 Individual,v227,flag for last period
NFHS-4 Individual,v228,ever had a terminated pregnancy
NFHS-4 Individual,v229,month pregnancy ended
NFHS-4 Individual,v230,year pregnancy ended
NFHS-4 Individual,v231,cmc pregnancy ended
NFHS-4 Individual,v232,completeness of last termination information
NFHS-4 Individual,v233,months when pregnancy ended
NFHS-4 Individual,v234,other such pregnancies
NFHS-4 Individual,v235,index last child prior to maternity-health (calendar)
NFHS-4 Individual,v237,birth between last and interview
NFHS-4 Individual,v238,births in last three years
NFHS-4 Individual,v239,pregnancies terminated before calendar beginning
NFHS-4 Individual,v240,month of last termination prior to calendar
NFHS-4 Individual,v241,year of last termination prior to calendar
NFHS-4 Individual,v242,cmc termination ended prior to calendar
NFHS-4 Individual,v243,completeness of last termination date prior to calendar
NFHS-4 Individual,v301,knowledge of any method
NFHS-4 Individual,v302,na - ever use of any method
NFHS-4 Individual,v302a,ever used anything or tried to delay or avoid getting pregnant
NFHS-4 Individual,v304a_01,type of method
NFHS-4 Individual,v304a_02,type of method
NFHS-4 Individual,v304a_03,type of method
NFHS-4 Individual,v304a_04,type of method
NFHS-4 Individual,v304a_05,type of method
NFHS-4 Individual,v304a_06,type of method
NFHS-4 Individual,v304a_07,type of method
NFHS-4 Individual,v304a_08,type of method
NFHS-4 Individual,v304a_09,type of method
NFHS-4 Individual,v304a_10,type of method
NFHS-4 Individual,v304a_11,type of method
NFHS-4 Individual,v304a_12,type of method
NFHS-4 Individual,v304a_13,type of method
NFHS-4 Individual,v304a_14,type of method
NFHS-4 Individual,v304a_15,type of method
NFHS-4 Individual,v304a_16,type of method
NFHS-4 Individual,v304a_17,type of method
NFHS-4 Individual,v304a_18,type of method
NFHS-4 Individual,v304a_19,type of method
NFHS-4 Individual,v304a_20,type of method
NFHS-4 Individual,v304_01,knows method
NFHS-4 Individual,v304_02,knows method
NFHS-4 Individual,v304_03,knows method
NFHS-4 Individual,v304_04,knows method
NFHS-4 Individual,v304_05,knows method
NFHS-4 Individual,v304_06,knows method
NFHS-4 Individual,v304_07,knows method
NFHS-4 Individual,v304_08,knows method
NFHS-4 Individual,v304_09,knows method
NFHS-4 Individual,v304_10,knows method
NFHS-4 Individual,v304_11,knows method
NFHS-4 Individual,v304_12,knows method
NFHS-4 Individual,v304_13,knows method
NFHS-4 Individual,v304_14,knows method
NFHS-4 Individual,v304_15,knows method
NFHS-4 Individual,v304_16,knows method
NFHS-4 Individual,v304_17,knows method
NFHS-4 Individual,v304_18,knows method
NFHS-4 Individual,v304_19,knows method
NFHS-4 Individual,v304_20,knows method
NFHS-4 Individual,v305_01,na - ever used method (see s321 series)
NFHS-4 Individual,v305_02,na - ever used method (see s321 series)
NFHS-4 Individual,v305_03,na - ever used method (see s321 series)
NFHS-4 Individual,v305_04,na - ever used method (see s321 series)
NFHS-4 Individual,v305_05,na - ever used method (see s321 series)
NFHS-4 Individual,v305_06,na - ever used method (see s321 series)
NFHS-4 Individual,v305_07,na - ever used method (see s321 series)
NFHS-4 Individual,v305_08,na - ever used method (see s321 series)
NFHS-4 Individual,v305_09,na - ever used method (see s321 series)
NFHS-4 Individual,v305_10,na - ever used method (see s321 series)
NFHS-4 Individual,v305_11,na - ever used method (see s321 series)
NFHS-4 Individual,v305_12,na - ever used method (see s321 series)
NFHS-4 Individual,v305_13,na - ever used method (see s321 series)
NFHS-4 Individual,v305_14,na - ever used method (see s321 series)
NFHS-4 Individual,v305_15,na - ever used method (see s321 series)
NFHS-4 Individual,v305_16,na - ever used method (see s321 series)
NFHS-4 Individual,v305_17,na - ever used method (see s321 series)
NFHS-4 Individual,v305_18,na - ever used method (see s321 series)
NFHS-4 Individual,v305_19,na - ever used method (see s321 series)
NFHS-4 Individual,v305_20,na - ever used method (see s321 series)
NFHS-4 Individual,v307_01,method currently used
NFHS-4 Individual,v307_02,method currently used
NFHS-4 Individual,v307_03,method currently used
NFHS-4 Individual,v307_04,method currently used
NFHS-4 Individual,v307_05,method currently used
NFHS-4 Individual,v307_06,method currently used
NFHS-4 Individual,v307_07,method currently used
NFHS-4 Individual,v307_08,method currently used
NFHS-4 Individual,v307_09,method currently used
NFHS-4 Individual,v307_10,method currently used
NFHS-4 Individual,v307_11,method currently used
NFHS-4 Individual,v307_12,method currently used
NFHS-4 Individual,v307_13,method currently used
NFHS-4 Individual,v307_14,method currently used
NFHS-4 Individual,v307_15,method currently used
NFHS-4 Individual,v307_16,method currently used
NFHS-4 Individual,v307_17,method currently used
NFHS-4 Individual,v307_18,method currently used
NFHS-4 Individual,v307_19,method currently used
NFHS-4 Individual,v307_20,method currently used
NFHS-4 Individual,v310,living children at first use
NFHS-4 Individual,v311,children at first use (grouped)
NFHS-4 Individual,v312,current contraceptive method
NFHS-4 Individual,v313,current use by method type
NFHS-4 Individual,v315,month of start of use of method
NFHS-4 Individual,v316,year of start of use of method
NFHS-4 Individual,v317,date of start of use of method (cmc)
NFHS-4 Individual,v318,completeness of information
NFHS-4 Individual,v319,years since sterilization
NFHS-4 Individual,v320,age at sterilization
NFHS-4 Individual,v321,marital duration at sterilization
NFHS-4 Individual,v322,parity at sterilization
NFHS-4 Individual,v323,na - brand of pill used
NFHS-4 Individual,v323a,na - brand of condom used
NFHS-4 Individual,v325a,na - cost of current method
NFHS-4 Individual,v326,last source for current users
NFHS-4 Individual,v327,last source for users by type
NFHS-4 Individual,v337,months of use of current method
NFHS-4 Individual,v359,last method discontinued in last 5 years
NFHS-4 Individual,v360,reason of last discontinuation
NFHS-4 Individual,v361,pattern of use
NFHS-4 Individual,v362,intention to use
NFHS-4 Individual,v363,na - preferred future method
NFHS-4 Individual,v364,contraceptive use and intention
NFHS-4 Individual,v367,wanted last child
NFHS-4 Individual,v372,na - shown pill package
NFHS-4 Individual,v372a,na - shown condom package
NFHS-4 Individual,v375a,na - main reason not using a method
NFHS-4 Individual,v376,na - main reason not to use a method
NFHS-4 Individual,v376a,na - would ever use method if married
NFHS-4 Individual,v379,na - source known for any method
NFHS-4 Individual,v380,na - source known for any method
NFHS-4 Individual,v384a,heard family planning on radio last few months
