dataset,variable,label
NFHS-4 Household,hv129_21,na - school attendance status
NFHS-4 Household,hv129_22,na - school attendance status
NFHS-4 Household,hv129_23,na - school attendance status
NFHS-4 Household,hv129_24,na - school attendance status
NFHS-4 Household,hv129_25,na - school attendance status
NFHS-4 Household,hv129_26,na - school attendance status
NFHS-4 Household,hv129_27,na - school attendance status
NFHS-4 Household,hv129_28,na - school attendance status
NFHS-4 Household,hv129_29,na - school attendance status
NFHS-4 Household,hv129_30,na - school attendance status
NFHS-4 Household,hv129_31,na - school attendance status
NFHS-4 Household,hv129_32,na - school attendance status
NFHS-4 Household,hv129_33,na - school attendance status
NFHS-4 Household,hv129_34,na - school attendance status
NFHS-4 Household,hv129_35,na - school attendance status
NFHS-4 Household,hv129_36,na - school attendance status
NFHS-4 Household,hv129_37,na - school attendance status
NFHS-4 Household,hv129_38,na - school attendance status
NFHS-4 Household,hv129_39,na - school attendance status
NFHS-4 Household,hv129_40,na - school attendance status
NFHS-4 Household,hv129_41,na - school attendance status
NFHS-4 Household,hv140_01,member has a birth certificate
NFHS-4 Household,hv140_02,member has a birth certificate
NFHS-4 Household,hv140_03,member has a birth certificate
NFHS-4 Household,hv140_04,member has a birth certificate
NFHS-4 Household,hv140_05,member has a birth certificate
NFHS-4 Household,hv140_06,member has a birth certificate
NFHS-4 Household,hv140_07,member has a birth certificate
NFHS-4 Household,hv140_08,member has a birth certificate
NFHS-4 Household,hv140_09,member has a birth certificate
NFHS-4 Household,hv140_10,member has a birth certificate
NFHS-4 Household,hv140_11,member has a birth certificate
NFHS-4 Household,hv140_12,member has a birth certificate
NFHS-4 Household,hv140_13,member has a birth certificate
NFHS-4 Household,hv140_14,member has a birth certificate
NFHS-4 Household,hv140_15,member has a birth certificate
NFHS-4 Household,hv140_16,member has a birth certificate
NFHS-4 Household,hv140_17,member has a birth certificate
NFHS-4 Household,hv140_18,member has a birth certificate
NFHS-4 Household,hv140_19,member has a birth certificate
NFHS-4 Household,hv140_20,member has a birth certificate
NFHS-4 Household,hv140_21,member has a birth certificate
NFHS-4 Household,hv140_22,member has a birth certificate
NFHS-4 Household,hv140_23,member has a birth certificate
NFHS-4 Household,hv140_24,member has a birth certificate
NFHS-4 Household,hv140_25,member has a birth certificate
NFHS-4 Household,hv140_26,member has a birth certificate
NFHS-4 Household,hv140_27,member has a birth certificate
NFHS-4 Household,hv140_28,member has a birth certificate
NFHS-4 Household,hv140_29,member has a birth certificate
NFHS-4 Household,hv140_30,member has a birth certificate
NFHS-4 Household,hv140_31,member has a birth certificate
NFHS-4 Household,hv140_32,member has a birth certificate
NFHS-4 Household,hv140_33,member has a birth certificate
NFHS-4 Household,hv140_34,member has a birth certificate
NFHS-4 Household,hv140_35,member has a birth certificate
NFHS-4 Household,hv140_36,member has a birth certificate
NFHS-4 Household,hv140_37,member has a birth certificate
NFHS-4 Household,hv140_38,member has a birth certificate
NFHS-4 Household,hv140_39,member has a birth certificate
NFHS-4 Household,hv140_40,member has a birth certificate
NFHS-4 Household,hv140_41,member has a birth certificate
NFHS-4 Household,idxh4_01,index to household schedule
NFHS-4 Household,idxh4_02,index to household schedule
NFHS-4 Household,idxh4_03,index to household schedule
NFHS-4 Household,idxh4_04,index to household schedule
NFHS-4 Household,idxh4_05,index to household schedule
NFHS-4 Household,idxh4_06,index to household schedule
NFHS-4 Household,idxh4_07,index to household schedule
NFHS-4 Household,idxh4_08,index to household schedule
NFHS-4 Household,idxh4_09,index to household schedule
NFHS-4 Household,idxh4_10,index to household schedule
NFHS-4 Household,idxh4_11,index to household schedule
NFHS-4 Household,idxh4_12,index to household schedule
NFHS-4 Household,idxh4_13,index to household schedule
NFHS-4 Household,idxh4_14,index to household schedule
NFHS-4 Household,idxh4_15,index to household schedule
NFHS-4 Household,idxh4_16,index to household schedule
NFHS-4 Household,idxh4_17,index to household schedule
NFHS-4 Household,idxh4_18,index to household schedule
NFHS-4 Household,idxh4_19,index to household schedule
NFHS-4 Household,idxh4_20,index to household schedule
NFHS-4 Household,idxh4_21,index to household schedule
NFHS-4 Household,idxh4_22,index to household schedule
NFHS-4 Household,idxh4_23,index to household schedule
NFHS-4 Household,idxh4_24,index to household schedule
NFHS-4 Household,idxh4_25,index to household schedule
NFHS-4 Household,idxh4_26,index to household schedule
NFHS-4 Household,idxh4_27,index to household schedule
NFHS-4 Household,idxh4_28,index to household schedule
NFHS-4 Household,idxh4_29,index to household schedule
NFHS-4 Household,idxh4_30,index to household schedule
NFHS-4 Household,idxh4_31,index to household schedule
NFHS-4 Household,idxh4_32,index to household schedule
NFHS-4 Household,idxh4_33,index to household schedule
NFHS-4 Household,idxh4_34,index to household schedule
NFHS-4 Household,idxh4_35,index to household schedule
NFHS-4 Household,idxh4_36,index to household schedule
NFHS-4 Household,idxh4_37,index to household schedule
NFHS-4 Household,idxh4_38,index to household schedule
NFHS-4 Household,idxh4_39,index to household schedule
NFHS-4 Household,idxh4_40,index to household schedule
NFHS-4 Household,idxh4_41,index to household schedule
NFHS-4 Household,sh08_01,current marital status [age 13+]
NFHS-4 Household,sh08_02,current marital status [age 13+]
NFHS-4 Household,sh08_03,current marital status [age 13+]
NFHS-4 Household,sh08_04,current marital status [age 13+]
NFHS-4 Household,sh08_05,current marital status [age 13+]
NFHS-4 Household,sh08_06,current marital status [age 13+]
NFHS-4 Household,sh08_07,current marital status [age 13+]
NFHS-4 Household,sh08_08,current marital status [age 13+]
NFHS-4 Household,sh08_09,current marital status [age 13+]
NFHS-4 Household,sh08_10,current marital status [age 13+]
NFHS-4 Household,sh08_11,current marital status [age 13+]
NFHS-4 Household,sh08_12,current marital status [age 13+]
NFHS-4 Household,sh08_13,current marital status [age 13+]
NFHS-4 Household,sh08_14,current marital status [age 13+]
NFHS-4 Household,sh08_15,current marital status [age 13+]
NFHS-4 Household,sh08_16,current marital status [age 13+]
NFHS-4 Household,sh08_17,current marital status [age 13+]
NFHS-4 Household,sh08_18,current marital status [age 13+]
NFHS-4 Household,sh08_19,current marital status [age 13+]
NFHS-4 Household,sh08_20,current marital status [age 13+]
NFHS-4 Household,sh08_21,current marital status [age 13+]
NFHS-4 Household,sh08_22,current marital status [age 13+]
NFHS-4 Household,sh08_23,current marital status [age 13+]
NFHS-4 Household,sh08_24,current marital status [age 13+]
NFHS-4 Household,sh08_25,current marital status [age 13+]
NFHS-4 Household,sh08_26,current marital status [age 13+]
NFHS-4 Household,sh08_27,current marital status [age 13+]
NFHS-4 Household,sh08_28,current marital status [age 13+]
NFHS-4 Household,sh08_29,current marital status [age 13+]
NFHS-4 Household,sh08_30,current marital status [age 13+]
NFHS-4 Household,sh08_31,current marital status [age 13+]
NFHS-4 Household,sh08_32,current marital status [age 13+]
NFHS-4 Household,sh08_33,current marital status [age 13+]
NFHS-4 Household,sh08_34,current marital status [age 13+]
NFHS-4 Household,sh08_35,current marital status [age 13+]
NFHS-4 Household,sh08_36,current marital status [age 13+]
NFHS-4 Household,sh08_37,current marital status [age 13+]
NFHS-4 Household,sh08_38,current marital status [age 13+]
NFHS-4 Household,sh08_39,current marital status [age 13+]
NFHS-4 Household,sh08_40,current marital status [age 13+]
NFHS-4 Household,sh08_41,current marital status [age 13+]
NFHS-4 Household,sh21a_01,aadhaar/id card
NFHS-4 Household,sh21a_02,aadhaar/id card
NFHS-4 Household,sh21a_03,aadhaar/id card
NFHS-4 Household,sh21a_04,aadhaar/id card
NFHS-4 Household,sh21a_05,aadhaar/id card
NFHS-4 Household,sh21a_06,aadhaar/id card
NFHS-4 Household,sh21a_07,aadhaar/id card
NFHS-4 Household,sh21a_08,aadhaar/id card
NFHS-4 Household,sh21a_09,aadhaar/id card
NFHS-4 Household,sh21a_10,aadhaar/id card
NFHS-4 Household,sh21a_11,aadhaar/id card
NFHS-4 Household,sh21a_12,aadhaar/id card
NFHS-4 Household,sh21a_13,aadhaar/id card
NFHS-4 Household,sh21a_14,aadhaar/id card
NFHS-4 Household,sh21a_15,aadhaar/id card
NFHS-4 Household,sh21a_16,aadhaar/id card
NFHS-4 Household,sh21a_17,aadhaar/id card
NFHS-4 Household,sh21a_18,aadhaar/id card
NFHS-4 Household,sh21a_19,aadhaar/id card
NFHS-4 Household,sh21a_20,aadhaar/id card
NFHS-4 Household,sh21a_21,aadhaar/id card
NFHS-4 Household,sh21a_22,aadhaar/id card
NFHS-4 Household,sh21a_23,aadhaar/id card
NFHS-4 Household,sh21a_24,aadhaar/id card
NFHS-4 Household,sh21a_25,aadhaar/id card
NFHS-4 Household,sh21a_26,aadhaar/id card
NFHS-4 Household,sh21a_27,aadhaar/id card
NFHS-4 Household,sh21a_28,aadhaar/id card
NFHS-4 Household,sh21a_29,aadhaar/id card
NFHS-4 Household,sh21a_30,aadhaar/id card
NFHS-4 Household,sh21a_31,aadhaar/id card
NFHS-4 Household,sh21a_32,aadhaar/id card
NFHS-4 Household,sh21a_33,aadhaar/id card
NFHS-4 Household,sh21a_34,aadhaar/id card
NFHS-4 Household,sh21a_35,aadhaar/id card
NFHS-4 Household,sh21a_36,aadhaar/id card
NFHS-4 Household,sh21a_37,aadhaar/id card
NFHS-4 Household,sh21a_38,aadhaar/id card
NFHS-4 Household,sh21a_39,aadhaar/id card
NFHS-4 Household,sh21a_40,aadhaar/id card
NFHS-4 Household,sh21a_41,aadhaar/id card
NFHS-4 Household,sh24_01,suffers from tb
NFHS-4 Household,sh24_02,suffers from tb
NFHS-4 Household,sh24_03,suffers from tb
NFHS-4 Household,sh24_04,suffers from tb
NFHS-4 Household,sh24_05,suffers from tb
NFHS-4 Household,sh24_06,suffers from tb
NFHS-4 Household,sh24_07,suffers from tb
NFHS-4 Household,sh24_08,suffers from tb
NFHS-4 Household,sh24_09,suffers from tb
NFHS-4 Household,sh24_10,suffers from tb
NFHS-4 Household,sh24_11,suffers from tb
NFHS-4 Household,sh24_12,suffers from tb
NFHS-4 Household,sh24_13,suffers from tb
NFHS-4 Household,sh24_14,suffers from tb
NFHS-4 Household,sh24_15,suffers from tb
NFHS-4 Household,sh24_16,suffers from tb
NFHS-4 Household,sh24_17,suffers from tb
NFHS-4 Household,sh24_18,suffers from tb
NFHS-4 Household,sh24_19,suffers from tb
NFHS-4 Household,sh24_20,suffers from tb
NFHS-4 Household,sh24_21,suffers from tb
NFHS-4 Household,sh24_22,suffers from tb
NFHS-4 Household,sh24_23,suffers from tb
NFHS-4 Household,sh24_24,suffers from tb
NFHS-4 Household,sh24_25,suffers from tb
NFHS-4 Household,sh24_26,suffers from tb
NFHS-4 Household,sh24_27,suffers from tb
NFHS-4 Household,sh24_28,suffers from tb
NFHS-4 Household,sh24_29,suffers from tb
NFHS-4 Household,sh24_30,suffers from tb
NFHS-4 Household,sh24_31,suffers from tb
NFHS-4 Household,sh24_32,suffers from tb
NFHS-4 Household,sh24_33,suffers from tb
NFHS-4 Household,sh24_34,suffers from tb
NFHS-4 Household,sh24_35,suffers from tb
NFHS-4 Household,sh24_36,suffers from tb
NFHS-4 Household,sh24_37,suffers from tb
NFHS-4 Household,sh24_38,suffers from tb
NFHS-4 Household,sh24_39,suffers from tb
NFHS-4 Household,sh24_40,suffers from tb
NFHS-4 Household,sh24_41,suffers from tb
NFHS-4 Household,sh24a_01,location where treated for tb
NFHS-4 Household,sh24a_02,location where treated for tb
NFHS-4 Household,sh24a_03,location where treated for tb
NFHS-4 Household,sh24a_04,location where treated for tb
NFHS-4 Household,sh24a_05,location where treated for tb
NFHS-4 Household,sh24a_06,location where treated for tb
NFHS-4 Household,sh24a_07,location where treated for tb
NFHS-4 Household,sh24a_08,location where treated for tb
NFHS-4 Household,sh24a_09,location where treated for tb
NFHS-4 Household,sh24a_10,location where treated for tb
NFHS-4 Household,sh24a_11,location where treated for tb
NFHS-4 Household,sh24a_12,location where treated for tb
NFHS-4 Household,sh24a_13,location where treated for tb
NFHS-4 Household,sh24a_14,location where treated for tb
NFHS-4 Household,sh24a_15,location where treated for tb
NFHS-4 Household,sh24a_16,location where treated for tb
NFHS-4 Household,sh24a_17,location where treated for tb
NFHS-4 Household,sh24a_18,location where treated for tb
NFHS-4 Household,sh24a_19,location where treated for tb
NFHS-4 Household,sh24a_20,location where treated for tb
NFHS-4 Household,sh24a_21,location where treated for tb
NFHS-4 Household,sh24a_22,location where treated for tb
NFHS-4 Household,sh24a_23,location where treated for tb
NFHS-4 Household,sh24a_24,location where treated for tb
NFHS-4 Household,sh24a_25,location where treated for tb
NFHS-4 Household,sh24a_26,location where treated for tb
NFHS-4 Household,sh24a_27,location where treated for tb
NFHS-4 Household,sh24a_28,location where treated for tb
NFHS-4 Household,sh24a_29,location where treated for tb
NFHS-4 Household,sh24a_30,location where treated for tb
NFHS-4 Household,sh24a_31,location where treated for tb
NFHS-4 Household,sh24a_32,location where treated for tb
NFHS-4 Household,sh24a_33,location where treated for tb
NFHS-4 Household,sh24a_34,location where treated for tb
NFHS-4 Household,sh24a_35,location where treated for tb
NFHS-4 Household,sh24a_36,location where treated for tb
NFHS-4 Household,sh24a_37,location where treated for tb
NFHS-4 Household,sh24a_38,location where treated for tb
NFHS-4 Household,sh24a_39,location where treated for tb
NFHS-4 Household,sh24a_40,location where treated for tb
NFHS-4 Household,sh24a_41,location where treated for tb
NFHS-4 Household,shb12a_01,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_02,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_03,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_04,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_05,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_06,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_07,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_08,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_09,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_10,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_11,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_12,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_13,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_14,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_15,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_16,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_17,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_18,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_19,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_20,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_21,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_22,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_23,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_24,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_25,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_26,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_27,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_28,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_29,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_30,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_31,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_32,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_33,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_34,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_35,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_36,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_37,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_38,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_39,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_40,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12a_41,30 minutes prior to bp measure: eaten
NFHS-4 Household,shb12b_01,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_02,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_03,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_04,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_05,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_06,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_07,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_08,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_09,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_10,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_11,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_12,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_13,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_14,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_15,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_16,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_17,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_18,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_19,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_20,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_21,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_22,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_23,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_24,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_25,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_26,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_27,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_28,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_29,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_30,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_31,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_32,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_33,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_34,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_35,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_36,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_37,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_38,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_39,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_40,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12b_41,"30 minutes prior to bp measure: had coffee, tea"
NFHS-4 Household,shb12c_01,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_02,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_03,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_04,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_05,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_06,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_07,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_08,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_09,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_10,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_11,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_12,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_13,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_14,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_15,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_16,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_17,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_18,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_19,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_20,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_21,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_22,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_23,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_24,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_25,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_26,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_27,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_28,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_29,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_30,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_31,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_32,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_33,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_34,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_35,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_36,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_37,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_38,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_39,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_40,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12c_41,30 minutes prior to bp measure: smoked any tobacco product
NFHS-4 Household,shb12d_01,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_02,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_03,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_04,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_05,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_06,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_07,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_08,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_09,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_10,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_11,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_12,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_13,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_14,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_15,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_16,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_17,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_18,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_19,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_20,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_21,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_22,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_23,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_24,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_25,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_26,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_27,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_28,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_29,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_30,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_31,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_32,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_33,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_34,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_35,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_36,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_37,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_38,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_39,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_40,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb12d_41,30 minutes prior to bp measure: use any other type of tobacco
NFHS-4 Household,shb13_01,arm circumference
NFHS-4 Household,shb13_02,arm circumference
NFHS-4 Household,shb13_03,arm circumference
NFHS-4 Household,shb13_04,arm circumference
NFHS-4 Household,shb13_05,arm circumference
NFHS-4 Household,shb13_06,arm circumference
NFHS-4 Household,shb13_07,arm circumference
NFHS-4 Household,shb13_08,arm circumference
NFHS-4 Household,shb13_09,arm circumference
NFHS-4 Household,shb13_10,arm circumference
NFHS-4 Household,shb13_11,arm circumference
NFHS-4 Household,shb13_12,arm circumference
NFHS-4 Household,shb13_13,arm circumference
NFHS-4 Household,shb13_14,arm circumference
NFHS-4 Household,shb13_15,arm circumference
NFHS-4 Household,shb13_16,arm circumference
NFHS-4 Household,shb13_17,arm circumference
NFHS-4 Household,shb13_18,arm circumference
NFHS-4 Household,shb13_19,arm circumference
NFHS-4 Household,shb13_20,arm circumference
NFHS-4 Household,shb13_21,arm circumference
NFHS-4 Household,shb13_22,arm circumference
NFHS-4 Household,shb13_23,arm circumference
NFHS-4 Household,shb13_24,arm circumference
NFHS-4 Household,shb13_25,arm circumference
NFHS-4 Household,shb13_26,arm circumference
NFHS-4 Household,shb13_27,arm circumference
NFHS-4 Household,shb13_28,arm circumference
NFHS-4 Household,shb13_29,arm circumference
NFHS-4 Household,shb13_30,arm circumference
NFHS-4 Household,shb13_31,arm circumference
NFHS-4 Household,shb13_32,arm circumference
NFHS-4 Household,shb13_33,arm circumference
NFHS-4 Household,shb13_34,arm circumference
NFHS-4 Household,shb13_35,arm circumference
NFHS-4 Household,shb13_36,arm circumference
NFHS-4 Household,shb13_37,arm circumference
NFHS-4 Household,shb13_38,arm circumference
NFHS-4 Household,shb13_39,arm circumference
NFHS-4 Household,shb13_40,arm circumference
NFHS-4 Household,shb13_41,arm circumference
NFHS-4 Household,shb14_01,blood pressure monitor cuff size
NFHS-4 Household,shb14_02,blood pressure monitor cuff size
NFHS-4 Household,shb14_03,blood pressure monitor cuff size
NFHS-4 Household,shb14_04,blood pressure monitor cuff size
