dataset,variable,label
NFHS-5 Household,hv140_14,member has a birth certificate
NFHS-5 Household,hv140_15,member has a birth certificate
NFHS-5 Household,hv140_16,member has a birth certificate
NFHS-5 Household,hv140_17,member has a birth certificate
NFHS-5 Household,hv140_18,member has a birth certificate
NFHS-5 Household,hv140_19,member has a birth certificate
NFHS-5 Household,hv140_20,member has a birth certificate
NFHS-5 Household,hv140_21,member has a birth certificate
NFHS-5 Household,hv140_22,member has a birth certificate
NFHS-5 Household,hv140_23,member has a birth certificate
NFHS-5 Household,hv140_24,member has a birth certificate
NFHS-5 Household,hv140_25,member has a birth certificate
NFHS-5 Household,hv140_26,member has a birth certificate
NFHS-5 Household,hv140_27,member has a birth certificate
NFHS-5 Household,hv140_28,member has a birth certificate
NFHS-5 Household,hv140_29,member has a birth certificate
NFHS-5 Household,hv140_30,member has a birth certificate
NFHS-5 Household,hv140_31,member has a birth certificate
NFHS-5 Household,hv140_32,member has a birth certificate
NFHS-5 Household,hv140_33,member has a birth certificate
NFHS-5 Household,hv140_34,member has a birth certificate
NFHS-5 Household,hv140_35,member has a birth certificate
NFHS-5 Household,idxh4_01,index to household schedule
NFHS-5 Household,idxh4_02,index to household schedule
NFHS-5 Household,idxh4_03,index to household schedule
NFHS-5 Household,idxh4_04,index to household schedule
NFHS-5 Household,idxh4_05,index to household schedule
NFHS-5 Household,idxh4_06,index to household schedule
NFHS-5 Household,idxh4_07,index to household schedule
NFHS-5 Household,idxh4_08,index to household schedule
NFHS-5 Household,idxh4_09,index to household schedule
NFHS-5 Household,idxh4_10,index to household schedule
NFHS-5 Household,idxh4_11,index to household schedule
NFHS-5 Household,idxh4_12,index to household schedule
NFHS-5 Household,idxh4_13,index to household schedule
NFHS-5 Household,idxh4_14,index to household schedule
NFHS-5 Household,idxh4_15,index to household schedule
NFHS-5 Household,idxh4_16,index to household schedule
NFHS-5 Household,idxh4_17,index to household schedule
NFHS-5 Household,idxh4_18,index to household schedule
NFHS-5 Household,idxh4_19,index to household schedule
NFHS-5 Household,idxh4_20,index to household schedule
NFHS-5 Household,idxh4_21,index to household schedule
NFHS-5 Household,idxh4_22,index to household schedule
NFHS-5 Household,idxh4_23,index to household schedule
NFHS-5 Household,idxh4_24,index to household schedule
NFHS-5 Household,idxh4_25,index to household schedule
NFHS-5 Household,idxh4_26,index to household schedule
NFHS-5 Household,idxh4_27,index to household schedule
NFHS-5 Household,idxh4_28,index to household schedule
NFHS-5 Household,idxh4_29,index to household schedule
NFHS-5 Household,idxh4_30,index to household schedule
NFHS-5 Household,idxh4_31,index to household schedule
NFHS-5 Household,idxh4_32,index to household schedule
NFHS-5 Household,idxh4_33,index to household schedule
NFHS-5 Household,idxh4_34,index to household schedule
NFHS-5 Household,idxh4_35,index to household schedule
NFHS-5 Household,sh08_01,current marital status [age 13+]
NFHS-5 Household,sh08_02,current marital status [age 13+]
NFHS-5 Household,sh08_03,current marital status [age 13+]
NFHS-5 Household,sh08_04,current marital status [age 13+]
NFHS-5 Household,sh08_05,current marital status [age 13+]
NFHS-5 Household,sh08_06,current marital status [age 13+]
NFHS-5 Household,sh08_07,current marital status [age 13+]
NFHS-5 Household,sh08_08,current marital status [age 13+]
NFHS-5 Household,sh08_09,current marital status [age 13+]
NFHS-5 Household,sh08_10,current marital status [age 13+]
NFHS-5 Household,sh08_11,current marital status [age 13+]
NFHS-5 Household,sh08_12,current marital status [age 13+]
NFHS-5 Household,sh08_13,current marital status [age 13+]
NFHS-5 Household,sh08_14,current marital status [age 13+]
NFHS-5 Household,sh08_15,current marital status [age 13+]
NFHS-5 Household,sh08_16,current marital status [age 13+]
NFHS-5 Household,sh08_17,current marital status [age 13+]
NFHS-5 Household,sh08_18,current marital status [age 13+]
NFHS-5 Household,sh08_19,current marital status [age 13+]
NFHS-5 Household,sh08_20,current marital status [age 13+]
NFHS-5 Household,sh08_21,current marital status [age 13+]
NFHS-5 Household,sh08_22,current marital status [age 13+]
NFHS-5 Household,sh08_23,current marital status [age 13+]
NFHS-5 Household,sh08_24,current marital status [age 13+]
NFHS-5 Household,sh08_25,current marital status [age 13+]
NFHS-5 Household,sh08_26,current marital status [age 13+]
NFHS-5 Household,sh08_27,current marital status [age 13+]
NFHS-5 Household,sh08_28,current marital status [age 13+]
NFHS-5 Household,sh08_29,current marital status [age 13+]
NFHS-5 Household,sh08_30,current marital status [age 13+]
NFHS-5 Household,sh08_31,current marital status [age 13+]
NFHS-5 Household,sh08_32,current marital status [age 13+]
NFHS-5 Household,sh08_33,current marital status [age 13+]
NFHS-5 Household,sh08_34,current marital status [age 13+]
NFHS-5 Household,sh08_35,current marital status [age 13+]
NFHS-5 Household,sh09a_01,women age 15+
NFHS-5 Household,sh09a_02,women age 15+
NFHS-5 Household,sh09a_03,women age 15+
NFHS-5 Household,sh09a_04,women age 15+
NFHS-5 Household,sh09a_05,women age 15+
NFHS-5 Household,sh09a_06,women age 15+
NFHS-5 Household,sh09a_07,women age 15+
NFHS-5 Household,sh09a_08,women age 15+
NFHS-5 Household,sh09a_09,women age 15+
NFHS-5 Household,sh09a_10,women age 15+
NFHS-5 Household,sh09a_11,women age 15+
NFHS-5 Household,sh09a_12,women age 15+
NFHS-5 Household,sh09a_13,women age 15+
NFHS-5 Household,sh09a_14,women age 15+
NFHS-5 Household,sh09a_15,women age 15+
NFHS-5 Household,sh09a_16,women age 15+
NFHS-5 Household,sh09a_17,women age 15+
NFHS-5 Household,sh09a_18,women age 15+
NFHS-5 Household,sh09a_19,women age 15+
NFHS-5 Household,sh09a_20,women age 15+
NFHS-5 Household,sh09a_21,women age 15+
NFHS-5 Household,sh09a_22,women age 15+
NFHS-5 Household,sh09a_23,women age 15+
NFHS-5 Household,sh09a_24,women age 15+
NFHS-5 Household,sh09a_25,women age 15+
NFHS-5 Household,sh09a_26,women age 15+
NFHS-5 Household,sh09a_27,women age 15+
NFHS-5 Household,sh09a_28,women age 15+
NFHS-5 Household,sh09a_29,women age 15+
NFHS-5 Household,sh09a_30,women age 15+
NFHS-5 Household,sh09a_31,women age 15+
NFHS-5 Household,sh09a_32,women age 15+
NFHS-5 Household,sh09a_33,women age 15+
NFHS-5 Household,sh09a_34,women age 15+
NFHS-5 Household,sh09a_35,women age 15+
NFHS-5 Household,sh10a_01,men age 15+
NFHS-5 Household,sh10a_02,men age 15+
NFHS-5 Household,sh10a_03,men age 15+
NFHS-5 Household,sh10a_04,men age 15+
NFHS-5 Household,sh10a_05,men age 15+
NFHS-5 Household,sh10a_06,men age 15+
NFHS-5 Household,sh10a_07,men age 15+
NFHS-5 Household,sh10a_08,men age 15+
NFHS-5 Household,sh10a_09,men age 15+
NFHS-5 Household,sh10a_10,men age 15+
NFHS-5 Household,sh10a_11,men age 15+
NFHS-5 Household,sh10a_12,men age 15+
NFHS-5 Household,sh10a_13,men age 15+
NFHS-5 Household,sh10a_14,men age 15+
NFHS-5 Household,sh10a_15,men age 15+
NFHS-5 Household,sh10a_16,men age 15+
NFHS-5 Household,sh10a_17,men age 15+
NFHS-5 Household,sh10a_18,men age 15+
NFHS-5 Household,sh10a_19,men age 15+
NFHS-5 Household,sh10a_20,men age 15+
NFHS-5 Household,sh10a_21,men age 15+
NFHS-5 Household,sh10a_22,men age 15+
NFHS-5 Household,sh10a_23,men age 15+
NFHS-5 Household,sh10a_24,men age 15+
NFHS-5 Household,sh10a_25,men age 15+
NFHS-5 Household,sh10a_26,men age 15+
NFHS-5 Household,sh10a_27,men age 15+
NFHS-5 Household,sh10a_28,men age 15+
NFHS-5 Household,sh10a_29,men age 15+
NFHS-5 Household,sh10a_30,men age 15+
NFHS-5 Household,sh10a_31,men age 15+
NFHS-5 Household,sh10a_32,men age 15+
NFHS-5 Household,sh10a_33,men age 15+
NFHS-5 Household,sh10a_34,men age 15+
NFHS-5 Household,sh10a_35,men age 15+
NFHS-5 Household,sh17_01,currently attending preschool
NFHS-5 Household,sh17_02,currently attending preschool
NFHS-5 Household,sh17_03,currently attending preschool
NFHS-5 Household,sh17_04,currently attending preschool
NFHS-5 Household,sh17_05,currently attending preschool
NFHS-5 Household,sh17_06,currently attending preschool
NFHS-5 Household,sh17_07,currently attending preschool
NFHS-5 Household,sh17_08,currently attending preschool
NFHS-5 Household,sh17_09,currently attending preschool
NFHS-5 Household,sh17_10,currently attending preschool
NFHS-5 Household,sh17_11,currently attending preschool
NFHS-5 Household,sh17_12,currently attending preschool
NFHS-5 Household,sh17_13,currently attending preschool
NFHS-5 Household,sh17_14,currently attending preschool
NFHS-5 Household,sh17_15,currently attending preschool
NFHS-5 Household,sh17_16,currently attending preschool
NFHS-5 Household,sh17_17,currently attending preschool
NFHS-5 Household,sh17_18,currently attending preschool
NFHS-5 Household,sh17_19,currently attending preschool
NFHS-5 Household,sh17_20,currently attending preschool
NFHS-5 Household,sh17_21,currently attending preschool
NFHS-5 Household,sh17_22,currently attending preschool
NFHS-5 Household,sh17_23,currently attending preschool
NFHS-5 Household,sh17_24,currently attending preschool
NFHS-5 Household,sh17_25,currently attending preschool
NFHS-5 Household,sh17_26,currently attending preschool
NFHS-5 Household,sh17_27,currently attending preschool
NFHS-5 Household,sh17_28,currently attending preschool
NFHS-5 Household,sh17_29,currently attending preschool
NFHS-5 Household,sh17_30,currently attending preschool
NFHS-5 Household,sh17_31,currently attending preschool
NFHS-5 Household,sh17_32,currently attending preschool
NFHS-5 Household,sh17_33,currently attending preschool
NFHS-5 Household,sh17_34,currently attending preschool
NFHS-5 Household,sh17_35,currently attending preschool
NFHS-5 Household,sh18_01,type of preschool
NFHS-5 Household,sh18_02,type of preschool
NFHS-5 Household,sh18_03,type of preschool
NFHS-5 Household,sh18_04,type of preschool
NFHS-5 Household,sh18_05,type of preschool
NFHS-5 Household,sh18_06,type of preschool
NFHS-5 Household,sh18_07,type of preschool
NFHS-5 Household,sh18_08,type of preschool
NFHS-5 Household,sh18_09,type of preschool
NFHS-5 Household,sh18_10,type of preschool
NFHS-5 Household,sh18_11,type of preschool
NFHS-5 Household,sh18_12,type of preschool
NFHS-5 Household,sh18_13,type of preschool
NFHS-5 Household,sh18_14,type of preschool
NFHS-5 Household,sh18_15,type of preschool
NFHS-5 Household,sh18_16,type of preschool
NFHS-5 Household,sh18_17,type of preschool
NFHS-5 Household,sh18_18,type of preschool
NFHS-5 Household,sh18_19,type of preschool
NFHS-5 Household,sh18_20,type of preschool
NFHS-5 Household,sh18_21,type of preschool
NFHS-5 Household,sh18_22,type of preschool
NFHS-5 Household,sh18_23,type of preschool
NFHS-5 Household,sh18_24,type of preschool
NFHS-5 Household,sh18_25,type of preschool
NFHS-5 Household,sh18_26,type of preschool
NFHS-5 Household,sh18_27,type of preschool
NFHS-5 Household,sh18_28,type of preschool
NFHS-5 Household,sh18_29,type of preschool
NFHS-5 Household,sh18_30,type of preschool
NFHS-5 Household,sh18_31,type of preschool
NFHS-5 Household,sh18_32,type of preschool
NFHS-5 Household,sh18_33,type of preschool
NFHS-5 Household,sh18_34,type of preschool
NFHS-5 Household,sh18_35,type of preschool
NFHS-5 Household,sh20_01,highest grade completed
NFHS-5 Household,sh20_02,highest grade completed
NFHS-5 Household,sh20_03,highest grade completed
NFHS-5 Household,sh20_04,highest grade completed
NFHS-5 Household,sh20_05,highest grade completed
NFHS-5 Household,sh20_06,highest grade completed
NFHS-5 Household,sh20_07,highest grade completed
NFHS-5 Household,sh20_08,highest grade completed
NFHS-5 Household,sh20_09,highest grade completed
NFHS-5 Household,sh20_10,highest grade completed
NFHS-5 Household,sh20_11,highest grade completed
NFHS-5 Household,sh20_12,highest grade completed
NFHS-5 Household,sh20_13,highest grade completed
NFHS-5 Household,sh20_14,highest grade completed
NFHS-5 Household,sh20_15,highest grade completed
NFHS-5 Household,sh20_16,highest grade completed
NFHS-5 Household,sh20_17,highest grade completed
NFHS-5 Household,sh20_18,highest grade completed
NFHS-5 Household,sh20_19,highest grade completed
NFHS-5 Household,sh20_20,highest grade completed
NFHS-5 Household,sh20_21,highest grade completed
NFHS-5 Household,sh20_22,highest grade completed
NFHS-5 Household,sh20_23,highest grade completed
NFHS-5 Household,sh20_24,highest grade completed
NFHS-5 Household,sh20_25,highest grade completed
NFHS-5 Household,sh20_26,highest grade completed
NFHS-5 Household,sh20_27,highest grade completed
NFHS-5 Household,sh20_28,highest grade completed
NFHS-5 Household,sh20_29,highest grade completed
NFHS-5 Household,sh20_30,highest grade completed
NFHS-5 Household,sh20_31,highest grade completed
NFHS-5 Household,sh20_32,highest grade completed
NFHS-5 Household,sh20_33,highest grade completed
NFHS-5 Household,sh20_34,highest grade completed
NFHS-5 Household,sh20_35,highest grade completed
NFHS-5 Household,sh23_01,main reason is not attending school
NFHS-5 Household,sh23_02,main reason is not attending school
NFHS-5 Household,sh23_03,main reason is not attending school
NFHS-5 Household,sh23_04,main reason is not attending school
NFHS-5 Household,sh23_05,main reason is not attending school
NFHS-5 Household,sh23_06,main reason is not attending school
NFHS-5 Household,sh23_07,main reason is not attending school
NFHS-5 Household,sh23_08,main reason is not attending school
NFHS-5 Household,sh23_09,main reason is not attending school
NFHS-5 Household,sh23_10,main reason is not attending school
NFHS-5 Household,sh23_11,main reason is not attending school
NFHS-5 Household,sh23_12,main reason is not attending school
NFHS-5 Household,sh23_13,main reason is not attending school
NFHS-5 Household,sh23_14,main reason is not attending school
NFHS-5 Household,sh23_15,main reason is not attending school
NFHS-5 Household,sh23_16,main reason is not attending school
NFHS-5 Household,sh23_17,main reason is not attending school
NFHS-5 Household,sh23_18,main reason is not attending school
NFHS-5 Household,sh23_19,main reason is not attending school
NFHS-5 Household,sh23_20,main reason is not attending school
NFHS-5 Household,sh23_21,main reason is not attending school
NFHS-5 Household,sh23_22,main reason is not attending school
NFHS-5 Household,sh23_23,main reason is not attending school
NFHS-5 Household,sh23_24,main reason is not attending school
NFHS-5 Household,sh23_25,main reason is not attending school
NFHS-5 Household,sh23_26,main reason is not attending school
NFHS-5 Household,sh23_27,main reason is not attending school
NFHS-5 Household,sh23_28,main reason is not attending school
NFHS-5 Household,sh23_29,main reason is not attending school
NFHS-5 Household,sh23_30,main reason is not attending school
NFHS-5 Household,sh23_31,main reason is not attending school
NFHS-5 Household,sh23_32,main reason is not attending school
NFHS-5 Household,sh23_33,main reason is not attending school
NFHS-5 Household,sh23_34,main reason is not attending school
NFHS-5 Household,sh23_35,main reason is not attending school
NFHS-5 Household,sh24_01,aadhaar card or aadhaar number
NFHS-5 Household,sh24_02,aadhaar card or aadhaar number
NFHS-5 Household,sh24_03,aadhaar card or aadhaar number
NFHS-5 Household,sh24_04,aadhaar card or aadhaar number
NFHS-5 Household,sh24_05,aadhaar card or aadhaar number
NFHS-5 Household,sh24_06,aadhaar card or aadhaar number
NFHS-5 Household,sh24_07,aadhaar card or aadhaar number
NFHS-5 Household,sh24_08,aadhaar card or aadhaar number
NFHS-5 Household,sh24_09,aadhaar card or aadhaar number
NFHS-5 Household,sh24_10,aadhaar card or aadhaar number
NFHS-5 Household,sh24_11,aadhaar card or aadhaar number
NFHS-5 Household,sh24_12,aadhaar card or aadhaar number
NFHS-5 Household,sh24_13,aadhaar card or aadhaar number
NFHS-5 Household,sh24_14,aadhaar card or aadhaar number
NFHS-5 Household,sh24_15,aadhaar card or aadhaar number
NFHS-5 Household,sh24_16,aadhaar card or aadhaar number
NFHS-5 Household,sh24_17,aadhaar card or aadhaar number
NFHS-5 Household,sh24_18,aadhaar card or aadhaar number
NFHS-5 Household,sh24_19,aadhaar card or aadhaar number
NFHS-5 Household,sh24_20,aadhaar card or aadhaar number
NFHS-5 Household,sh24_21,aadhaar card or aadhaar number
NFHS-5 Household,sh24_22,aadhaar card or aadhaar number
NFHS-5 Household,sh24_23,aadhaar card or aadhaar number
NFHS-5 Household,sh24_24,aadhaar card or aadhaar number
NFHS-5 Household,sh24_25,aadhaar card or aadhaar number
NFHS-5 Household,sh24_26,aadhaar card or aadhaar number
NFHS-5 Household,sh24_27,aadhaar card or aadhaar number
NFHS-5 Household,sh24_28,aadhaar card or aadhaar number
NFHS-5 Household,sh24_29,aadhaar card or aadhaar number
NFHS-5 Household,sh24_30,aadhaar card or aadhaar number
NFHS-5 Household,sh24_31,aadhaar card or aadhaar number
NFHS-5 Household,sh24_32,aadhaar card or aadhaar number
NFHS-5 Household,sh24_33,aadhaar card or aadhaar number
NFHS-5 Household,sh24_34,aadhaar card or aadhaar number
NFHS-5 Household,sh24_35,aadhaar card or aadhaar number
NFHS-5 Household,sh25_01,smokes or uses tobacco
NFHS-5 Household,sh25_02,smokes or uses tobacco
NFHS-5 Household,sh25_03,smokes or uses tobacco
NFHS-5 Household,sh25_04,smokes or uses tobacco
NFHS-5 Household,sh25_05,smokes or uses tobacco
NFHS-5 Household,sh25_06,smokes or uses tobacco
NFHS-5 Household,sh25_07,smokes or uses tobacco
NFHS-5 Household,sh25_08,smokes or uses tobacco
NFHS-5 Household,sh25_09,smokes or uses tobacco
NFHS-5 Household,sh25_10,smokes or uses tobacco
NFHS-5 Household,sh25_11,smokes or uses tobacco
NFHS-5 Household,sh25_12,smokes or uses tobacco
NFHS-5 Household,sh25_13,smokes or uses tobacco
NFHS-5 Household,sh25_14,smokes or uses tobacco
NFHS-5 Household,sh25_15,smokes or uses tobacco
NFHS-5 Household,sh25_16,smokes or uses tobacco
NFHS-5 Household,sh25_17,smokes or uses tobacco
NFHS-5 Household,sh25_18,smokes or uses tobacco
NFHS-5 Household,sh25_19,smokes or uses tobacco
NFHS-5 Household,sh25_20,smokes or uses tobacco
NFHS-5 Household,sh25_21,smokes or uses tobacco
NFHS-5 Household,sh25_22,smokes or uses tobacco
NFHS-5 Household,sh25_23,smokes or uses tobacco
NFHS-5 Household,sh25_24,smokes or uses tobacco
NFHS-5 Household,sh25_25,smokes or uses tobacco
NFHS-5 Household,sh25_26,smokes or uses tobacco
NFHS-5 Household,sh25_27,smokes or uses tobacco
NFHS-5 Household,sh25_28,smokes or uses tobacco
NFHS-5 Household,sh25_29,smokes or uses tobacco
NFHS-5 Household,sh25_30,smokes or uses tobacco
NFHS-5 Household,sh25_31,smokes or uses tobacco
NFHS-5 Household,sh25_32,smokes or uses tobacco
NFHS-5 Household,sh25_33,smokes or uses tobacco
NFHS-5 Household,sh25_34,smokes or uses tobacco
NFHS-5 Household,sh25_35,smokes or uses tobacco
NFHS-5 Household,sh26_01,drinks alcohol
NFHS-5 Household,sh26_02,drinks alcohol
NFHS-5 Household,sh26_03,drinks alcohol
NFHS-5 Household,sh26_04,drinks alcohol
NFHS-5 Household,sh26_05,drinks alcohol
NFHS-5 Household,sh26_06,drinks alcohol
NFHS-5 Household,sh26_07,drinks alcohol
NFHS-5 Household,sh26_08,drinks alcohol
NFHS-5 Household,sh26_09,drinks alcohol
NFHS-5 Household,sh26_10,drinks alcohol
NFHS-5 Household,sh26_11,drinks alcohol
NFHS-5 Household,sh26_12,drinks alcohol
NFHS-5 Household,sh26_13,drinks alcohol
NFHS-5 Household,sh26_14,drinks alcohol
NFHS-5 Household,sh26_15,drinks alcohol
NFHS-5 Household,sh26_16,drinks alcohol
NFHS-5 Household,sh26_17,drinks alcohol
NFHS-5 Household,sh26_18,drinks alcohol
NFHS-5 Household,sh26_19,drinks alcohol
NFHS-5 Household,sh26_20,drinks alcohol
NFHS-5 Household,sh26_21,drinks alcohol
NFHS-5 Household,sh26_22,drinks alcohol
NFHS-5 Household,sh26_23,drinks alcohol
NFHS-5 Household,sh26_24,drinks alcohol
NFHS-5 Household,sh26_25,drinks alcohol
NFHS-5 Household,sh26_26,drinks alcohol
NFHS-5 Household,sh26_27,drinks alcohol
NFHS-5 Household,sh26_28,drinks alcohol
NFHS-5 Household,sh26_29,drinks alcohol
NFHS-5 Household,sh26_30,drinks alcohol
NFHS-5 Household,sh26_31,drinks alcohol
NFHS-5 Household,sh26_32,drinks alcohol
NFHS-5 Household,sh26_33,drinks alcohol
NFHS-5 Household,sh26_34,drinks alcohol
NFHS-5 Household,sh26_35,drinks alcohol
NFHS-5 Household,sh29_01,suffers from tb
NFHS-5 Household,sh29_02,suffers from tb
NFHS-5 Household,sh29_03,suffers from tb
NFHS-5 Household,sh29_04,suffers from tb
NFHS-5 Household,sh29_05,suffers from tb
NFHS-5 Household,sh29_06,suffers from tb
NFHS-5 Household,sh29_07,suffers from tb
NFHS-5 Household,sh29_08,suffers from tb
NFHS-5 Household,sh29_09,suffers from tb
NFHS-5 Household,sh29_10,suffers from tb
NFHS-5 Household,sh29_11,suffers from tb
NFHS-5 Household,sh29_12,suffers from tb
NFHS-5 Household,sh29_13,suffers from tb
NFHS-5 Household,sh29_14,suffers from tb
NFHS-5 Household,sh29_15,suffers from tb
NFHS-5 Household,sh29_16,suffers from tb
NFHS-5 Household,sh29_17,suffers from tb
NFHS-5 Household,sh29_18,suffers from tb
NFHS-5 Household,sh29_19,suffers from tb
NFHS-5 Household,sh29_20,suffers from tb
NFHS-5 Household,sh29_21,suffers from tb
NFHS-5 Household,sh29_22,suffers from tb
NFHS-5 Household,sh29_23,suffers from tb
NFHS-5 Household,sh29_24,suffers from tb
NFHS-5 Household,sh29_25,suffers from tb
NFHS-5 Household,sh29_26,suffers from tb
NFHS-5 Household,sh29_27,suffers from tb
NFHS-5 Household,sh29_28,suffers from tb
NFHS-5 Household,sh29_29,suffers from tb
NFHS-5 Household,sh29_30,suffers from tb
NFHS-5 Household,sh29_31,suffers from tb
NFHS-5 Household,sh29_32,suffers from tb
NFHS-5 Household,sh29_33,suffers from tb
NFHS-5 Household,sh29_34,suffers from tb
NFHS-5 Household,sh29_35,suffers from tb
NFHS-5 Household,sh29aa_01,location where treated for tb
NFHS-5 Household,sh29aa_02,location where treated for tb
NFHS-5 Household,sh29aa_03,location where treated for tb
NFHS-5 Household,sh29aa_04,location where treated for tb
NFHS-5 Household,sh29aa_05,location where treated for tb
NFHS-5 Household,sh29aa_06,location where treated for tb
NFHS-5 Household,sh29aa_07,location where treated for tb
NFHS-5 Household,sh29aa_08,location where treated for tb
NFHS-5 Household,sh29aa_09,location where treated for tb
NFHS-5 Household,sh29aa_10,location where treated for tb
NFHS-5 Household,sh29aa_11,location where treated for tb
NFHS-5 Household,sh29aa_12,location where treated for tb
NFHS-5 Household,sh29aa_13,location where treated for tb
NFHS-5 Household,sh29aa_14,location where treated for tb
NFHS-5 Household,sh29aa_15,location where treated for tb
NFHS-5 Household,sh29aa_16,location where treated for tb
NFHS-5 Household,sh29aa_17,location where treated for tb
NFHS-5 Household,sh29aa_18,location where treated for tb
NFHS-5 Household,sh29aa_19,location where treated for tb
NFHS-5 Household,sh29aa_20,location where treated for tb
NFHS-5 Household,sh29aa_21,location where treated for tb
NFHS-5 Household,sh29aa_22,location where treated for tb
NFHS-5 Household,sh29aa_23,location where treated for tb
NFHS-5 Household,sh29aa_24,location where treated for tb
NFHS-5 Household,sh29aa_25,location where treated for tb
NFHS-5 Household,sh29aa_26,location where treated for tb
NFHS-5 Household,sh29aa_27,location where treated for tb
NFHS-5 Household,sh29aa_28,location where treated for tb
NFHS-5 Household,sh29aa_29,location where treated for tb
NFHS-5 Household,sh29aa_30,location where treated for tb
NFHS-5 Household,sh29aa_31,location where treated for tb
NFHS-5 Household,sh29aa_32,location where treated for tb
NFHS-5 Household,sh29aa_33,location where treated for tb
NFHS-5 Household,sh29aa_34,location where treated for tb
NFHS-5 Household,sh29aa_35,location where treated for tb
NFHS-5 Household,shb14a_01,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_02,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_03,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_04,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_05,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_06,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_07,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_08,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_09,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_10,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_11,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_12,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_13,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_14,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_15,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_16,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_17,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_18,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_19,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_20,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_21,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_22,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_23,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_24,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_25,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_26,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_27,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_28,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_29,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_30,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_31,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_32,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_33,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_34,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14a_35,30 minutes prior to bp measure: eaten
NFHS-5 Household,shb14b_01,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_02,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_03,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_04,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_05,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_06,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_07,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_08,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_09,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_10,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_11,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_12,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_13,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_14,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_15,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_16,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_17,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_18,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_19,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_20,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_21,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_22,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_23,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_24,"30 minutes prior to bp measure: had coffee, tea"
NFHS-5 Household,shb14b_25,"30 minutes prior to bp measure: had coffee, tea"
