dataset,variable,label
NFHS-5 Household,ha12a_12,weight/height percent ref. median (fog)
NFHS-5 Household,ha12a_13,weight/height percent ref. median (fog)
NFHS-5 Household,ha12a_14,weight/height percent ref. median (fog)
NFHS-5 Household,ha12a_15,weight/height percent ref. median (fog)
NFHS-5 Household,ha12b_01,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_02,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_03,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_04,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_05,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_06,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_07,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_08,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_09,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_10,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_11,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_12,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_13,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_14,weight/height percent ref. median (who)
NFHS-5 Household,ha12b_15,weight/height percent ref. median (who)
NFHS-5 Household,ha13_01,result of measurement - height/weight
NFHS-5 Household,ha13_02,result of measurement - height/weight
NFHS-5 Household,ha13_03,result of measurement - height/weight
NFHS-5 Household,ha13_04,result of measurement - height/weight
NFHS-5 Household,ha13_05,result of measurement - height/weight
NFHS-5 Household,ha13_06,result of measurement - height/weight
NFHS-5 Household,ha13_07,result of measurement - height/weight
NFHS-5 Household,ha13_08,result of measurement - height/weight
NFHS-5 Household,ha13_09,result of measurement - height/weight
NFHS-5 Household,ha13_10,result of measurement - height/weight
NFHS-5 Household,ha13_11,result of measurement - height/weight
NFHS-5 Household,ha13_12,result of measurement - height/weight
NFHS-5 Household,ha13_13,result of measurement - height/weight
NFHS-5 Household,ha13_14,result of measurement - height/weight
NFHS-5 Household,ha13_15,result of measurement - height/weight
NFHS-5 Household,ha21_01,fieldworker measurer code
NFHS-5 Household,ha21_02,fieldworker measurer code
NFHS-5 Household,ha21_03,fieldworker measurer code
NFHS-5 Household,ha21_04,fieldworker measurer code
NFHS-5 Household,ha21_05,fieldworker measurer code
NFHS-5 Household,ha21_06,fieldworker measurer code
NFHS-5 Household,ha21_07,fieldworker measurer code
NFHS-5 Household,ha21_08,fieldworker measurer code
NFHS-5 Household,ha21_09,fieldworker measurer code
NFHS-5 Household,ha21_10,fieldworker measurer code
NFHS-5 Household,ha21_11,fieldworker measurer code
NFHS-5 Household,ha21_12,fieldworker measurer code
NFHS-5 Household,ha21_13,fieldworker measurer code
NFHS-5 Household,ha21_14,fieldworker measurer code
NFHS-5 Household,ha21_15,fieldworker measurer code
NFHS-5 Household,ha32_01,date of birth (cmc)
NFHS-5 Household,ha32_02,date of birth (cmc)
NFHS-5 Household,ha32_03,date of birth (cmc)
NFHS-5 Household,ha32_04,date of birth (cmc)
NFHS-5 Household,ha32_05,date of birth (cmc)
NFHS-5 Household,ha32_06,date of birth (cmc)
NFHS-5 Household,ha32_07,date of birth (cmc)
NFHS-5 Household,ha32_08,date of birth (cmc)
NFHS-5 Household,ha32_09,date of birth (cmc)
NFHS-5 Household,ha32_10,date of birth (cmc)
NFHS-5 Household,ha32_11,date of birth (cmc)
NFHS-5 Household,ha32_12,date of birth (cmc)
NFHS-5 Household,ha32_13,date of birth (cmc)
NFHS-5 Household,ha32_14,date of birth (cmc)
NFHS-5 Household,ha32_15,date of birth (cmc)
NFHS-5 Household,ha33_01,completeness of ha32 information
NFHS-5 Household,ha33_02,completeness of ha32 information
NFHS-5 Household,ha33_03,completeness of ha32 information
NFHS-5 Household,ha33_04,completeness of ha32 information
NFHS-5 Household,ha33_05,completeness of ha32 information
NFHS-5 Household,ha33_06,completeness of ha32 information
NFHS-5 Household,ha33_07,completeness of ha32 information
NFHS-5 Household,ha33_08,completeness of ha32 information
NFHS-5 Household,ha33_09,completeness of ha32 information
NFHS-5 Household,ha33_10,completeness of ha32 information
NFHS-5 Household,ha33_11,completeness of ha32 information
NFHS-5 Household,ha33_12,completeness of ha32 information
NFHS-5 Household,ha33_13,completeness of ha32 information
NFHS-5 Household,ha33_14,completeness of ha32 information
NFHS-5 Household,ha33_15,completeness of ha32 information
NFHS-5 Household,ha35_01,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_02,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_03,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_04,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_05,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_06,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_07,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_08,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_09,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_10,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_11,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_12,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_13,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_14,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha35_15,smoking (cigarettes in last 24 hours)
NFHS-5 Household,ha40_01,body mass index
NFHS-5 Household,ha40_02,body mass index
NFHS-5 Household,ha40_03,body mass index
NFHS-5 Household,ha40_04,body mass index
NFHS-5 Household,ha40_05,body mass index
NFHS-5 Household,ha40_06,body mass index
NFHS-5 Household,ha40_07,body mass index
NFHS-5 Household,ha40_08,body mass index
NFHS-5 Household,ha40_09,body mass index
NFHS-5 Household,ha40_10,body mass index
NFHS-5 Household,ha40_11,body mass index
NFHS-5 Household,ha40_12,body mass index
NFHS-5 Household,ha40_13,body mass index
NFHS-5 Household,ha40_14,body mass index
NFHS-5 Household,ha40_15,body mass index
NFHS-5 Household,ha41_01,rohrer's index
NFHS-5 Household,ha41_02,rohrer's index
NFHS-5 Household,ha41_03,rohrer's index
NFHS-5 Household,ha41_04,rohrer's index
NFHS-5 Household,ha41_05,rohrer's index
NFHS-5 Household,ha41_06,rohrer's index
NFHS-5 Household,ha41_07,rohrer's index
NFHS-5 Household,ha41_08,rohrer's index
NFHS-5 Household,ha41_09,rohrer's index
NFHS-5 Household,ha41_10,rohrer's index
NFHS-5 Household,ha41_11,rohrer's index
NFHS-5 Household,ha41_12,rohrer's index
NFHS-5 Household,ha41_13,rohrer's index
NFHS-5 Household,ha41_14,rohrer's index
NFHS-5 Household,ha41_15,rohrer's index
NFHS-5 Household,ha50_01,under age 18
NFHS-5 Household,ha50_02,under age 18
NFHS-5 Household,ha50_03,under age 18
NFHS-5 Household,ha50_04,under age 18
NFHS-5 Household,ha50_05,under age 18
NFHS-5 Household,ha50_06,under age 18
NFHS-5 Household,ha50_07,under age 18
NFHS-5 Household,ha50_08,under age 18
NFHS-5 Household,ha50_09,under age 18
NFHS-5 Household,ha50_10,under age 18
NFHS-5 Household,ha50_11,under age 18
NFHS-5 Household,ha50_12,under age 18
NFHS-5 Household,ha50_13,under age 18
NFHS-5 Household,ha50_14,under age 18
NFHS-5 Household,ha50_15,under age 18
NFHS-5 Household,ha51_01,line number of parent/caretaker
NFHS-5 Household,ha51_02,line number of parent/caretaker
NFHS-5 Household,ha51_03,line number of parent/caretaker
NFHS-5 Household,ha51_04,line number of parent/caretaker
NFHS-5 Household,ha51_05,line number of parent/caretaker
NFHS-5 Household,ha51_06,line number of parent/caretaker
NFHS-5 Household,ha51_07,line number of parent/caretaker
NFHS-5 Household,ha51_08,line number of parent/caretaker
NFHS-5 Household,ha51_09,line number of parent/caretaker
NFHS-5 Household,ha51_10,line number of parent/caretaker
NFHS-5 Household,ha51_11,line number of parent/caretaker
NFHS-5 Household,ha51_12,line number of parent/caretaker
NFHS-5 Household,ha51_13,line number of parent/caretaker
NFHS-5 Household,ha51_14,line number of parent/caretaker
NFHS-5 Household,ha51_15,line number of parent/caretaker
NFHS-5 Household,ha52_01,read consent statement - hemoglobin
NFHS-5 Household,ha52_02,read consent statement - hemoglobin
NFHS-5 Household,ha52_03,read consent statement - hemoglobin
NFHS-5 Household,ha52_04,read consent statement - hemoglobin
NFHS-5 Household,ha52_05,read consent statement - hemoglobin
NFHS-5 Household,ha52_06,read consent statement - hemoglobin
NFHS-5 Household,ha52_07,read consent statement - hemoglobin
NFHS-5 Household,ha52_08,read consent statement - hemoglobin
NFHS-5 Household,ha52_09,read consent statement - hemoglobin
NFHS-5 Household,ha52_10,read consent statement - hemoglobin
NFHS-5 Household,ha52_11,read consent statement - hemoglobin
NFHS-5 Household,ha52_12,read consent statement - hemoglobin
NFHS-5 Household,ha52_13,read consent statement - hemoglobin
NFHS-5 Household,ha52_14,read consent statement - hemoglobin
NFHS-5 Household,ha52_15,read consent statement - hemoglobin
NFHS-5 Household,ha53_01,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_02,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_03,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_04,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_05,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_06,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_07,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_08,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_09,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_10,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_11,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_12,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_13,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_14,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha53_15,hemoglobin level (g/dl - 1 decimal)
NFHS-5 Household,ha54_01,currently pregnant
NFHS-5 Household,ha54_02,currently pregnant
NFHS-5 Household,ha54_03,currently pregnant
NFHS-5 Household,ha54_04,currently pregnant
NFHS-5 Household,ha54_05,currently pregnant
NFHS-5 Household,ha54_06,currently pregnant
NFHS-5 Household,ha54_07,currently pregnant
NFHS-5 Household,ha54_08,currently pregnant
NFHS-5 Household,ha54_09,currently pregnant
NFHS-5 Household,ha54_10,currently pregnant
NFHS-5 Household,ha54_11,currently pregnant
NFHS-5 Household,ha54_12,currently pregnant
NFHS-5 Household,ha54_13,currently pregnant
NFHS-5 Household,ha54_14,currently pregnant
NFHS-5 Household,ha54_15,currently pregnant
NFHS-5 Household,ha55_01,result of measurement - hemoglobin
NFHS-5 Household,ha55_02,result of measurement - hemoglobin
NFHS-5 Household,ha55_03,result of measurement - hemoglobin
NFHS-5 Household,ha55_04,result of measurement - hemoglobin
NFHS-5 Household,ha55_05,result of measurement - hemoglobin
NFHS-5 Household,ha55_06,result of measurement - hemoglobin
NFHS-5 Household,ha55_07,result of measurement - hemoglobin
NFHS-5 Household,ha55_08,result of measurement - hemoglobin
NFHS-5 Household,ha55_09,result of measurement - hemoglobin
NFHS-5 Household,ha55_10,result of measurement - hemoglobin
NFHS-5 Household,ha55_11,result of measurement - hemoglobin
NFHS-5 Household,ha55_12,result of measurement - hemoglobin
NFHS-5 Household,ha55_13,result of measurement - hemoglobin
NFHS-5 Household,ha55_14,result of measurement - hemoglobin
NFHS-5 Household,ha55_15,result of measurement - hemoglobin
NFHS-5 Household,ha56_01,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_02,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_03,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_04,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_05,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_06,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_07,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_08,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_09,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_10,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_11,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_12,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_13,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_14,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha56_15,hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)
NFHS-5 Household,ha57_01,anemia level
NFHS-5 Household,ha57_02,anemia level
NFHS-5 Household,ha57_03,anemia level
NFHS-5 Household,ha57_04,anemia level
NFHS-5 Household,ha57_05,anemia level
NFHS-5 Household,ha57_06,anemia level
NFHS-5 Household,ha57_07,anemia level
NFHS-5 Household,ha57_08,anemia level
NFHS-5 Household,ha57_09,anemia level
NFHS-5 Household,ha57_10,anemia level
NFHS-5 Household,ha57_11,anemia level
NFHS-5 Household,ha57_12,anemia level
NFHS-5 Household,ha57_13,anemia level
NFHS-5 Household,ha57_14,anemia level
NFHS-5 Household,ha57_15,anemia level
NFHS-5 Household,ha58_01,na - agrees to referral - anemia
NFHS-5 Household,ha58_02,na - agrees to referral - anemia
NFHS-5 Household,ha58_03,na - agrees to referral - anemia
NFHS-5 Household,ha58_04,na - agrees to referral - anemia
NFHS-5 Household,ha58_05,na - agrees to referral - anemia
NFHS-5 Household,ha58_06,na - agrees to referral - anemia
NFHS-5 Household,ha58_07,na - agrees to referral - anemia
NFHS-5 Household,ha58_08,na - agrees to referral - anemia
NFHS-5 Household,ha58_09,na - agrees to referral - anemia
NFHS-5 Household,ha58_10,na - agrees to referral - anemia
NFHS-5 Household,ha58_11,na - agrees to referral - anemia
NFHS-5 Household,ha58_12,na - agrees to referral - anemia
NFHS-5 Household,ha58_13,na - agrees to referral - anemia
NFHS-5 Household,ha58_14,na - agrees to referral - anemia
NFHS-5 Household,ha58_15,na - agrees to referral - anemia
NFHS-5 Household,ha60_01,marital status
NFHS-5 Household,ha60_02,marital status
NFHS-5 Household,ha60_03,marital status
NFHS-5 Household,ha60_04,marital status
NFHS-5 Household,ha60_05,marital status
NFHS-5 Household,ha60_06,marital status
NFHS-5 Household,ha60_07,marital status
NFHS-5 Household,ha60_08,marital status
NFHS-5 Household,ha60_09,marital status
NFHS-5 Household,ha60_10,marital status
NFHS-5 Household,ha60_11,marital status
NFHS-5 Household,ha60_12,marital status
NFHS-5 Household,ha60_13,marital status
NFHS-5 Household,ha60_14,marital status
NFHS-5 Household,ha60_15,marital status
NFHS-5 Household,ha61_01,read consent statement - hiv
NFHS-5 Household,ha61_02,read consent statement - hiv
NFHS-5 Household,ha61_03,read consent statement - hiv
NFHS-5 Household,ha61_04,read consent statement - hiv
NFHS-5 Household,ha61_05,read consent statement - hiv
NFHS-5 Household,ha61_06,read consent statement - hiv
NFHS-5 Household,ha61_07,read consent statement - hiv
NFHS-5 Household,ha61_08,read consent statement - hiv
NFHS-5 Household,ha61_09,read consent statement - hiv
NFHS-5 Household,ha61_10,read consent statement - hiv
NFHS-5 Household,ha61_11,read consent statement - hiv
NFHS-5 Household,ha61_12,read consent statement - hiv
NFHS-5 Household,ha61_13,read consent statement - hiv
NFHS-5 Household,ha61_14,read consent statement - hiv
NFHS-5 Household,ha61_15,read consent statement - hiv
NFHS-5 Household,ha62_01,bar code for hiv blood sample
NFHS-5 Household,ha62_02,bar code for hiv blood sample
NFHS-5 Household,ha62_03,bar code for hiv blood sample
NFHS-5 Household,ha62_04,bar code for hiv blood sample
NFHS-5 Household,ha62_05,bar code for hiv blood sample
NFHS-5 Household,ha62_06,bar code for hiv blood sample
NFHS-5 Household,ha62_07,bar code for hiv blood sample
NFHS-5 Household,ha62_08,bar code for hiv blood sample
NFHS-5 Household,ha62_09,bar code for hiv blood sample
NFHS-5 Household,ha62_10,bar code for hiv blood sample
NFHS-5 Household,ha62_11,bar code for hiv blood sample
NFHS-5 Household,ha62_12,bar code for hiv blood sample
NFHS-5 Household,ha62_13,bar code for hiv blood sample
NFHS-5 Household,ha62_14,bar code for hiv blood sample
NFHS-5 Household,ha62_15,bar code for hiv blood sample
NFHS-5 Household,ha63_01,result of measurement - hiv
NFHS-5 Household,ha63_02,result of measurement - hiv
NFHS-5 Household,ha63_03,result of measurement - hiv
NFHS-5 Household,ha63_04,result of measurement - hiv
NFHS-5 Household,ha63_05,result of measurement - hiv
NFHS-5 Household,ha63_06,result of measurement - hiv
NFHS-5 Household,ha63_07,result of measurement - hiv
NFHS-5 Household,ha63_08,result of measurement - hiv
NFHS-5 Household,ha63_09,result of measurement - hiv
NFHS-5 Household,ha63_10,result of measurement - hiv
NFHS-5 Household,ha63_11,result of measurement - hiv
NFHS-5 Household,ha63_12,result of measurement - hiv
NFHS-5 Household,ha63_13,result of measurement - hiv
NFHS-5 Household,ha63_14,result of measurement - hiv
NFHS-5 Household,ha63_15,result of measurement - hiv
NFHS-5 Household,ha64_01,consent for additional tests
NFHS-5 Household,ha64_02,consent for additional tests
NFHS-5 Household,ha64_03,consent for additional tests
NFHS-5 Household,ha64_04,consent for additional tests
NFHS-5 Household,ha64_05,consent for additional tests
NFHS-5 Household,ha64_06,consent for additional tests
NFHS-5 Household,ha64_07,consent for additional tests
NFHS-5 Household,ha64_08,consent for additional tests
NFHS-5 Household,ha64_09,consent for additional tests
NFHS-5 Household,ha64_10,consent for additional tests
NFHS-5 Household,ha64_11,consent for additional tests
NFHS-5 Household,ha64_12,consent for additional tests
NFHS-5 Household,ha64_13,consent for additional tests
NFHS-5 Household,ha64_14,consent for additional tests
NFHS-5 Household,ha64_15,consent for additional tests
NFHS-5 Household,ha65_01,result of woman's individual interview
NFHS-5 Household,ha65_02,result of woman's individual interview
NFHS-5 Household,ha65_03,result of woman's individual interview
NFHS-5 Household,ha65_04,result of woman's individual interview
NFHS-5 Household,ha65_05,result of woman's individual interview
NFHS-5 Household,ha65_06,result of woman's individual interview
NFHS-5 Household,ha65_07,result of woman's individual interview
NFHS-5 Household,ha65_08,result of woman's individual interview
NFHS-5 Household,ha65_09,result of woman's individual interview
NFHS-5 Household,ha65_10,result of woman's individual interview
NFHS-5 Household,ha65_11,result of woman's individual interview
NFHS-5 Household,ha65_12,result of woman's individual interview
NFHS-5 Household,ha65_13,result of woman's individual interview
NFHS-5 Household,ha65_14,result of woman's individual interview
NFHS-5 Household,ha65_15,result of woman's individual interview
NFHS-5 Household,ha66_01,woman's highest educational level
NFHS-5 Household,ha66_02,woman's highest educational level
NFHS-5 Household,ha66_03,woman's highest educational level
NFHS-5 Household,ha66_04,woman's highest educational level
NFHS-5 Household,ha66_05,woman's highest educational level
NFHS-5 Household,ha66_06,woman's highest educational level
NFHS-5 Household,ha66_07,woman's highest educational level
NFHS-5 Household,ha66_08,woman's highest educational level
NFHS-5 Household,ha66_09,woman's highest educational level
NFHS-5 Household,ha66_10,woman's highest educational level
NFHS-5 Household,ha66_11,woman's highest educational level
NFHS-5 Household,ha66_12,woman's highest educational level
NFHS-5 Household,ha66_13,woman's highest educational level
NFHS-5 Household,ha66_14,woman's highest educational level
NFHS-5 Household,ha66_15,woman's highest educational level
NFHS-5 Household,ha67_01,woman's highest year of education
NFHS-5 Household,ha67_02,woman's highest year of education
NFHS-5 Household,ha67_03,woman's highest year of education
NFHS-5 Household,ha67_04,woman's highest year of education
NFHS-5 Household,ha67_05,woman's highest year of education
NFHS-5 Household,ha67_06,woman's highest year of education
NFHS-5 Household,ha67_07,woman's highest year of education
NFHS-5 Household,ha67_08,woman's highest year of education
NFHS-5 Household,ha67_09,woman's highest year of education
NFHS-5 Household,ha67_10,woman's highest year of education
NFHS-5 Household,ha67_11,woman's highest year of education
NFHS-5 Household,ha67_12,woman's highest year of education
NFHS-5 Household,ha67_13,woman's highest year of education
NFHS-5 Household,ha67_14,woman's highest year of education
NFHS-5 Household,ha67_15,woman's highest year of education
NFHS-5 Household,ha68_01,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_02,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_03,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_04,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_05,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_06,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_07,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_08,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_09,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_10,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_11,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_12,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_13,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_14,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha68_15,woman's highest educational level (for preliminary and final report)
NFHS-5 Household,ha69_01,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_02,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_03,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_04,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_05,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_06,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_07,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_08,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_09,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_10,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_11,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_12,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_13,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_14,na - hiv weight (6 decimals)
NFHS-5 Household,ha69_15,na - hiv weight (6 decimals)
NFHS-5 Household,ha70_01,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_02,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_03,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_04,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_05,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_06,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_07,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_08,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_09,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_10,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_11,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_12,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_13,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_14,na - interviewer that took blood for hiv testing
NFHS-5 Household,ha70_15,na - interviewer that took blood for hiv testing
NFHS-5 Household,hc0_1,index to household schedule
NFHS-5 Household,hc0_2,index to household schedule
NFHS-5 Household,hc0_3,index to household schedule
NFHS-5 Household,hc0_4,index to household schedule
NFHS-5 Household,hc0_5,index to household schedule
NFHS-5 Household,hc0_6,index to household schedule
NFHS-5 Household,hc0_7,index to household schedule
NFHS-5 Household,hc0_8,index to household schedule
NFHS-5 Household,hc0_9,index to household schedule
NFHS-5 Household,hc1_1,child's age in months
NFHS-5 Household,hc1_2,child's age in months
NFHS-5 Household,hc1_3,child's age in months
NFHS-5 Household,hc1_4,child's age in months
NFHS-5 Household,hc1_5,child's age in months
NFHS-5 Household,hc1_6,child's age in months
NFHS-5 Household,hc1_7,child's age in months
NFHS-5 Household,hc1_8,child's age in months
NFHS-5 Household,hc1_9,child's age in months
NFHS-5 Household,hc1a_1,child's age in days
NFHS-5 Household,hc1a_2,child's age in days
NFHS-5 Household,hc1a_3,child's age in days
NFHS-5 Household,hc1a_4,child's age in days
NFHS-5 Household,hc1a_5,child's age in days
NFHS-5 Household,hc1a_6,child's age in days
NFHS-5 Household,hc1a_7,child's age in days
NFHS-5 Household,hc1a_8,child's age in days
NFHS-5 Household,hc1a_9,child's age in days
NFHS-5 Household,hc2_1,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_2,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_3,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_4,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_5,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_6,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_7,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_8,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc2_9,child's weight in kilograms (1 decimal)
NFHS-5 Household,hc3_1,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_2,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_3,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_4,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_5,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_6,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_7,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_8,child's height in centimeters (1 decimal)
NFHS-5 Household,hc3_9,child's height in centimeters (1 decimal)
NFHS-5 Household,hc4_1,height/age percentile
NFHS-5 Household,hc4_2,height/age percentile
NFHS-5 Household,hc4_3,height/age percentile
NFHS-5 Household,hc4_4,height/age percentile
NFHS-5 Household,hc4_5,height/age percentile
NFHS-5 Household,hc4_6,height/age percentile
NFHS-5 Household,hc4_7,height/age percentile
NFHS-5 Household,hc4_8,height/age percentile
NFHS-5 Household,hc4_9,height/age percentile
NFHS-5 Household,hc5_1,height/age standard deviation
NFHS-5 Household,hc5_2,height/age standard deviation
NFHS-5 Household,hc5_3,height/age standard deviation
NFHS-5 Household,hc5_4,height/age standard deviation
NFHS-5 Household,hc5_5,height/age standard deviation
NFHS-5 Household,hc5_6,height/age standard deviation
NFHS-5 Household,hc5_7,height/age standard deviation
NFHS-5 Household,hc5_8,height/age standard deviation
NFHS-5 Household,hc5_9,height/age standard deviation
NFHS-5 Household,hc6_1,height/age percent of ref. median
NFHS-5 Household,hc6_2,height/age percent of ref. median
NFHS-5 Household,hc6_3,height/age percent of ref. median
NFHS-5 Household,hc6_4,height/age percent of ref. median
NFHS-5 Household,hc6_5,height/age percent of ref. median
NFHS-5 Household,hc6_6,height/age percent of ref. median
NFHS-5 Household,hc6_7,height/age percent of ref. median
NFHS-5 Household,hc6_8,height/age percent of ref. median
NFHS-5 Household,hc6_9,height/age percent of ref. median
NFHS-5 Household,hc7_1,weight/age percentile
NFHS-5 Household,hc7_2,weight/age percentile
NFHS-5 Household,hc7_3,weight/age percentile
NFHS-5 Household,hc7_4,weight/age percentile
NFHS-5 Household,hc7_5,weight/age percentile
NFHS-5 Household,hc7_6,weight/age percentile
NFHS-5 Household,hc7_7,weight/age percentile
NFHS-5 Household,hc7_8,weight/age percentile
NFHS-5 Household,hc7_9,weight/age percentile
NFHS-5 Household,hc8_1,weight/age standard deviation
NFHS-5 Household,hc8_2,weight/age standard deviation
NFHS-5 Household,hc8_3,weight/age standard deviation
NFHS-5 Household,hc8_4,weight/age standard deviation
