dataset,variable,label
NFHS-5 Individual,m46_3,days tablets or syrup taken
NFHS-5 Individual,m46_4,days tablets or syrup taken
NFHS-5 Individual,m46_5,days tablets or syrup taken
NFHS-5 Individual,m46_6,days tablets or syrup taken
NFHS-5 Individual,m47_1,"during pregnancy, had difficulty with daylight vision"
NFHS-5 Individual,m47_2,"during pregnancy, had difficulty with daylight vision"
NFHS-5 Individual,m47_3,"during pregnancy, had difficulty with daylight vision"
NFHS-5 Individual,m47_4,"during pregnancy, had difficulty with daylight vision"
NFHS-5 Individual,m47_5,"during pregnancy, had difficulty with daylight vision"
NFHS-5 Individual,m47_6,"during pregnancy, had difficulty with daylight vision"
NFHS-5 Individual,m48_1,"na - during pregnancy, had difficulty with night blindness"
NFHS-5 Individual,m48_2,"na - during pregnancy, had difficulty with night blindness"
NFHS-5 Individual,m48_3,"na - during pregnancy, had difficulty with night blindness"
NFHS-5 Individual,m48_4,"na - during pregnancy, had difficulty with night blindness"
NFHS-5 Individual,m48_5,"na - during pregnancy, had difficulty with night blindness"
NFHS-5 Individual,m48_6,"na - during pregnancy, had difficulty with night blindness"
NFHS-5 Individual,m49a_1,na - during pregnancy took: sp/fansidar for malaria
NFHS-5 Individual,m49a_2,na - during pregnancy took: sp/fansidar for malaria
NFHS-5 Individual,m49a_3,na - during pregnancy took: sp/fansidar for malaria
NFHS-5 Individual,m49a_4,na - during pregnancy took: sp/fansidar for malaria
NFHS-5 Individual,m49a_5,na - during pregnancy took: sp/fansidar for malaria
NFHS-5 Individual,m49a_6,na - during pregnancy took: sp/fansidar for malaria
NFHS-5 Individual,m49b_1,na - during pregnancy took: chloroquine for malaria
NFHS-5 Individual,m49b_2,na - during pregnancy took: chloroquine for malaria
NFHS-5 Individual,m49b_3,na - during pregnancy took: chloroquine for malaria
NFHS-5 Individual,m49b_4,na - during pregnancy took: chloroquine for malaria
NFHS-5 Individual,m49b_5,na - during pregnancy took: chloroquine for malaria
NFHS-5 Individual,m49b_6,na - during pregnancy took: chloroquine for malaria
NFHS-5 Individual,m49c_1,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49c_2,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49c_3,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49c_4,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49c_5,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49c_6,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49d_1,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49d_2,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49d_3,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49d_4,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49d_5,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49d_6,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49e_1,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49e_2,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49e_3,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49e_4,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49e_5,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49e_6,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49f_1,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49f_2,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49f_3,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49f_4,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49f_5,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49f_6,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49g_1,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49g_2,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49g_3,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49g_4,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49g_5,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49g_6,na - during pregnancy took: cs drug for malaria
NFHS-5 Individual,m49x_1,na - during pregnancy took: other drug for malaria
NFHS-5 Individual,m49x_2,na - during pregnancy took: other drug for malaria
NFHS-5 Individual,m49x_3,na - during pregnancy took: other drug for malaria
NFHS-5 Individual,m49x_4,na - during pregnancy took: other drug for malaria
NFHS-5 Individual,m49x_5,na - during pregnancy took: other drug for malaria
NFHS-5 Individual,m49x_6,na - during pregnancy took: other drug for malaria
NFHS-5 Individual,m49z_1,na - during pregnancy took: don't know
NFHS-5 Individual,m49z_2,na - during pregnancy took: don't know
NFHS-5 Individual,m49z_3,na - during pregnancy took: don't know
NFHS-5 Individual,m49z_4,na - during pregnancy took: don't know
NFHS-5 Individual,m49z_5,na - during pregnancy took: don't know
NFHS-5 Individual,m49z_6,na - during pregnancy took: don't know
NFHS-5 Individual,m49y_1,na - during pregnancy took: no drug for malaria
NFHS-5 Individual,m49y_2,na - during pregnancy took: no drug for malaria
NFHS-5 Individual,m49y_3,na - during pregnancy took: no drug for malaria
NFHS-5 Individual,m49y_4,na - during pregnancy took: no drug for malaria
NFHS-5 Individual,m49y_5,na - during pregnancy took: no drug for malaria
NFHS-5 Individual,m49y_6,na - during pregnancy took: no drug for malaria
NFHS-5 Individual,m54_1,na - received vitamin a dose in first 2 months after delivery
NFHS-5 Individual,m54_2,na - received vitamin a dose in first 2 months after delivery
NFHS-5 Individual,m54_3,na - received vitamin a dose in first 2 months after delivery
NFHS-5 Individual,m54_4,na - received vitamin a dose in first 2 months after delivery
NFHS-5 Individual,m54_5,na - received vitamin a dose in first 2 months after delivery
NFHS-5 Individual,m54_6,na - received vitamin a dose in first 2 months after delivery
NFHS-5 Individual,m55_1,given child anything other than breast milk
NFHS-5 Individual,m55_2,given child anything other than breast milk
NFHS-5 Individual,m55_3,given child anything other than breast milk
NFHS-5 Individual,m55_4,given child anything other than breast milk
NFHS-5 Individual,m55_5,given child anything other than breast milk
NFHS-5 Individual,m55_6,given child anything other than breast milk
NFHS-5 Individual,m55a_1,"first 3 days, given milk (other than breast milk)"
NFHS-5 Individual,m55a_2,"first 3 days, given milk (other than breast milk)"
NFHS-5 Individual,m55a_3,"first 3 days, given milk (other than breast milk)"
NFHS-5 Individual,m55a_4,"first 3 days, given milk (other than breast milk)"
NFHS-5 Individual,m55a_5,"first 3 days, given milk (other than breast milk)"
NFHS-5 Individual,m55a_6,"first 3 days, given milk (other than breast milk)"
NFHS-5 Individual,m55b_1,"first 3 days, given plain water"
NFHS-5 Individual,m55b_2,"first 3 days, given plain water"
NFHS-5 Individual,m55b_3,"first 3 days, given plain water"
NFHS-5 Individual,m55b_4,"first 3 days, given plain water"
NFHS-5 Individual,m55b_5,"first 3 days, given plain water"
NFHS-5 Individual,m55b_6,"first 3 days, given plain water"
NFHS-5 Individual,m55c_1,"first 3 days, given sugar/glucose water"
NFHS-5 Individual,m55c_2,"first 3 days, given sugar/glucose water"
NFHS-5 Individual,m55c_3,"first 3 days, given sugar/glucose water"
NFHS-5 Individual,m55c_4,"first 3 days, given sugar/glucose water"
NFHS-5 Individual,m55c_5,"first 3 days, given sugar/glucose water"
NFHS-5 Individual,m55c_6,"first 3 days, given sugar/glucose water"
NFHS-5 Individual,m55d_1,"first 3 days, given gripe water"
NFHS-5 Individual,m55d_2,"first 3 days, given gripe water"
NFHS-5 Individual,m55d_3,"first 3 days, given gripe water"
NFHS-5 Individual,m55d_4,"first 3 days, given gripe water"
NFHS-5 Individual,m55d_5,"first 3 days, given gripe water"
NFHS-5 Individual,m55d_6,"first 3 days, given gripe water"
NFHS-5 Individual,m55e_1,"first 3 days, given sugar/salt solution"
NFHS-5 Individual,m55e_2,"first 3 days, given sugar/salt solution"
NFHS-5 Individual,m55e_3,"first 3 days, given sugar/salt solution"
NFHS-5 Individual,m55e_4,"first 3 days, given sugar/salt solution"
NFHS-5 Individual,m55e_5,"first 3 days, given sugar/salt solution"
NFHS-5 Individual,m55e_6,"first 3 days, given sugar/salt solution"
NFHS-5 Individual,m55f_1,"first 3 days, given fruit juice"
NFHS-5 Individual,m55f_2,"first 3 days, given fruit juice"
NFHS-5 Individual,m55f_3,"first 3 days, given fruit juice"
NFHS-5 Individual,m55f_4,"first 3 days, given fruit juice"
NFHS-5 Individual,m55f_5,"first 3 days, given fruit juice"
NFHS-5 Individual,m55f_6,"first 3 days, given fruit juice"
NFHS-5 Individual,m55g_1,"first 3 days, given infant formula"
NFHS-5 Individual,m55g_2,"first 3 days, given infant formula"
NFHS-5 Individual,m55g_3,"first 3 days, given infant formula"
NFHS-5 Individual,m55g_4,"first 3 days, given infant formula"
NFHS-5 Individual,m55g_5,"first 3 days, given infant formula"
NFHS-5 Individual,m55g_6,"first 3 days, given infant formula"
NFHS-5 Individual,m55h_1,"first 3 days, given tea/infusions"
NFHS-5 Individual,m55h_2,"first 3 days, given tea/infusions"
NFHS-5 Individual,m55h_3,"first 3 days, given tea/infusions"
NFHS-5 Individual,m55h_4,"first 3 days, given tea/infusions"
NFHS-5 Individual,m55h_5,"first 3 days, given tea/infusions"
NFHS-5 Individual,m55h_6,"first 3 days, given tea/infusions"
NFHS-5 Individual,m55i_1,"first 3 days, given honey"
NFHS-5 Individual,m55i_2,"first 3 days, given honey"
NFHS-5 Individual,m55i_3,"first 3 days, given honey"
NFHS-5 Individual,m55i_4,"first 3 days, given honey"
NFHS-5 Individual,m55i_5,"first 3 days, given honey"
NFHS-5 Individual,m55i_6,"first 3 days, given honey"
NFHS-5 Individual,m55j_1,"na - first 3 days, given coffee"
NFHS-5 Individual,m55j_2,"na - first 3 days, given coffee"
NFHS-5 Individual,m55j_3,"na - first 3 days, given coffee"
NFHS-5 Individual,m55j_4,"na - first 3 days, given coffee"
NFHS-5 Individual,m55j_5,"na - first 3 days, given coffee"
NFHS-5 Individual,m55j_6,"na - first 3 days, given coffee"
NFHS-5 Individual,m55k_1,"first 3 days, given janam ghutti"
NFHS-5 Individual,m55k_2,"first 3 days, given janam ghutti"
NFHS-5 Individual,m55k_3,"first 3 days, given janam ghutti"
NFHS-5 Individual,m55k_4,"first 3 days, given janam ghutti"
NFHS-5 Individual,m55k_5,"first 3 days, given janam ghutti"
NFHS-5 Individual,m55k_6,"first 3 days, given janam ghutti"
NFHS-5 Individual,m55l_1,"na - first 3 days, given country specific"
NFHS-5 Individual,m55l_2,"na - first 3 days, given country specific"
NFHS-5 Individual,m55l_3,"na - first 3 days, given country specific"
NFHS-5 Individual,m55l_4,"na - first 3 days, given country specific"
NFHS-5 Individual,m55l_5,"na - first 3 days, given country specific"
NFHS-5 Individual,m55l_6,"na - first 3 days, given country specific"
NFHS-5 Individual,m55m_1,"na - first 3 days, given country specific"
NFHS-5 Individual,m55m_2,"na - first 3 days, given country specific"
NFHS-5 Individual,m55m_3,"na - first 3 days, given country specific"
NFHS-5 Individual,m55m_4,"na - first 3 days, given country specific"
NFHS-5 Individual,m55m_5,"na - first 3 days, given country specific"
NFHS-5 Individual,m55m_6,"na - first 3 days, given country specific"
NFHS-5 Individual,m55n_1,"na - first 3 days, given country specific"
NFHS-5 Individual,m55n_2,"na - first 3 days, given country specific"
NFHS-5 Individual,m55n_3,"na - first 3 days, given country specific"
NFHS-5 Individual,m55n_4,"na - first 3 days, given country specific"
NFHS-5 Individual,m55n_5,"na - first 3 days, given country specific"
NFHS-5 Individual,m55n_6,"na - first 3 days, given country specific"
NFHS-5 Individual,m55o_1,"na - first 3 days, given country specific"
NFHS-5 Individual,m55o_2,"na - first 3 days, given country specific"
NFHS-5 Individual,m55o_3,"na - first 3 days, given country specific"
NFHS-5 Individual,m55o_4,"na - first 3 days, given country specific"
NFHS-5 Individual,m55o_5,"na - first 3 days, given country specific"
NFHS-5 Individual,m55o_6,"na - first 3 days, given country specific"
NFHS-5 Individual,m55x_1,"first 3 days, given other"
NFHS-5 Individual,m55x_2,"first 3 days, given other"
NFHS-5 Individual,m55x_3,"first 3 days, given other"
NFHS-5 Individual,m55x_4,"first 3 days, given other"
NFHS-5 Individual,m55x_5,"first 3 days, given other"
NFHS-5 Individual,m55x_6,"first 3 days, given other"
NFHS-5 Individual,m55z_1,"first 3 days, given nothing"
NFHS-5 Individual,m55z_2,"first 3 days, given nothing"
NFHS-5 Individual,m55z_3,"first 3 days, given nothing"
NFHS-5 Individual,m55z_4,"first 3 days, given nothing"
NFHS-5 Individual,m55z_5,"first 3 days, given nothing"
NFHS-5 Individual,m55z_6,"first 3 days, given nothing"
NFHS-5 Individual,m57a_1,antenatal care: respondent's home
NFHS-5 Individual,m57a_2,antenatal care: respondent's home
NFHS-5 Individual,m57a_3,antenatal care: respondent's home
NFHS-5 Individual,m57a_4,antenatal care: respondent's home
NFHS-5 Individual,m57a_5,antenatal care: respondent's home
NFHS-5 Individual,m57a_6,antenatal care: respondent's home
NFHS-5 Individual,m57b_1,antenatal care: other home
NFHS-5 Individual,m57b_2,antenatal care: other home
NFHS-5 Individual,m57b_3,antenatal care: other home
NFHS-5 Individual,m57b_4,antenatal care: other home
NFHS-5 Individual,m57b_5,antenatal care: other home
NFHS-5 Individual,m57b_6,antenatal care: other home
NFHS-5 Individual,m57c_1,antenatal care: parents' home
NFHS-5 Individual,m57c_2,antenatal care: parents' home
NFHS-5 Individual,m57c_3,antenatal care: parents' home
NFHS-5 Individual,m57c_4,antenatal care: parents' home
NFHS-5 Individual,m57c_5,antenatal care: parents' home
NFHS-5 Individual,m57c_6,antenatal care: parents' home
NFHS-5 Individual,m57d_1,na - na - antenatal care: cs home
NFHS-5 Individual,m57d_2,na - na - antenatal care: cs home
NFHS-5 Individual,m57d_3,na - na - antenatal care: cs home
NFHS-5 Individual,m57d_4,na - na - antenatal care: cs home
NFHS-5 Individual,m57d_5,na - na - antenatal care: cs home
NFHS-5 Individual,m57d_6,na - na - antenatal care: cs home
NFHS-5 Individual,m57e_1,antenatal care: public: govt./munic. hospital
NFHS-5 Individual,m57e_2,antenatal care: public: govt./munic. hospital
NFHS-5 Individual,m57e_3,antenatal care: public: govt./munic. hospital
NFHS-5 Individual,m57e_4,antenatal care: public: govt./munic. hospital
NFHS-5 Individual,m57e_5,antenatal care: public: govt./munic. hospital
NFHS-5 Individual,m57e_6,antenatal care: public: govt./munic. hospital
NFHS-5 Individual,m57f_1,antenatal care: public: govt. dispensary
NFHS-5 Individual,m57f_2,antenatal care: public: govt. dispensary
NFHS-5 Individual,m57f_3,antenatal care: public: govt. dispensary
NFHS-5 Individual,m57f_4,antenatal care: public: govt. dispensary
NFHS-5 Individual,m57f_5,antenatal care: public: govt. dispensary
NFHS-5 Individual,m57f_6,antenatal care: public: govt. dispensary
NFHS-5 Individual,m57g_1,antenatal care: public: uhc/uhp/ufwc
NFHS-5 Individual,m57g_2,antenatal care: public: uhc/uhp/ufwc
NFHS-5 Individual,m57g_3,antenatal care: public: uhc/uhp/ufwc
NFHS-5 Individual,m57g_4,antenatal care: public: uhc/uhp/ufwc
NFHS-5 Individual,m57g_5,antenatal care: public: uhc/uhp/ufwc
NFHS-5 Individual,m57g_6,antenatal care: public: uhc/uhp/ufwc
NFHS-5 Individual,m57h_1,antenatal care: public: chc/rural hospital/block phc
NFHS-5 Individual,m57h_2,antenatal care: public: chc/rural hospital/block phc
NFHS-5 Individual,m57h_3,antenatal care: public: chc/rural hospital/block phc
NFHS-5 Individual,m57h_4,antenatal care: public: chc/rural hospital/block phc
NFHS-5 Individual,m57h_5,antenatal care: public: chc/rural hospital/block phc
NFHS-5 Individual,m57h_6,antenatal care: public: chc/rural hospital/block phc
NFHS-5 Individual,m57i_1,antenatal care: public: phc/additional phc
NFHS-5 Individual,m57i_2,antenatal care: public: phc/additional phc
NFHS-5 Individual,m57i_3,antenatal care: public: phc/additional phc
NFHS-5 Individual,m57i_4,antenatal care: public: phc/additional phc
NFHS-5 Individual,m57i_5,antenatal care: public: phc/additional phc
NFHS-5 Individual,m57i_6,antenatal care: public: phc/additional phc
NFHS-5 Individual,m57j_1,antenatal care: public: sub-centre
NFHS-5 Individual,m57j_2,antenatal care: public: sub-centre
NFHS-5 Individual,m57j_3,antenatal care: public: sub-centre
NFHS-5 Individual,m57j_4,antenatal care: public: sub-centre
NFHS-5 Individual,m57j_5,antenatal care: public: sub-centre
NFHS-5 Individual,m57j_6,antenatal care: public: sub-centre
NFHS-5 Individual,m57k_1,antenatal care: public: anganwadi/icds centre
NFHS-5 Individual,m57k_2,antenatal care: public: anganwadi/icds centre
NFHS-5 Individual,m57k_3,antenatal care: public: anganwadi/icds centre
NFHS-5 Individual,m57k_4,antenatal care: public: anganwadi/icds centre
NFHS-5 Individual,m57k_5,antenatal care: public: anganwadi/icds centre
NFHS-5 Individual,m57k_6,antenatal care: public: anganwadi/icds centre
NFHS-5 Individual,m57l_1,antenatal care: public: village clinic by anm
NFHS-5 Individual,m57l_2,antenatal care: public: village clinic by anm
NFHS-5 Individual,m57l_3,antenatal care: public: village clinic by anm
NFHS-5 Individual,m57l_4,antenatal care: public: village clinic by anm
NFHS-5 Individual,m57l_5,antenatal care: public: village clinic by anm
NFHS-5 Individual,m57l_6,antenatal care: public: village clinic by anm
NFHS-5 Individual,m57m_1,antenatal care: private: hospital/maternity home/clinic
NFHS-5 Individual,m57m_2,antenatal care: private: hospital/maternity home/clinic
NFHS-5 Individual,m57m_3,antenatal care: private: hospital/maternity home/clinic
NFHS-5 Individual,m57m_4,antenatal care: private: hospital/maternity home/clinic
NFHS-5 Individual,m57m_5,antenatal care: private: hospital/maternity home/clinic
NFHS-5 Individual,m57m_6,antenatal care: private: hospital/maternity home/clinic
NFHS-5 Individual,m57n_1,antenatal care: other private sect. health facility
NFHS-5 Individual,m57n_2,antenatal care: other private sect. health facility
NFHS-5 Individual,m57n_3,antenatal care: other private sect. health facility
NFHS-5 Individual,m57n_4,antenatal care: other private sect. health facility
NFHS-5 Individual,m57n_5,antenatal care: other private sect. health facility
NFHS-5 Individual,m57n_6,antenatal care: other private sect. health facility
NFHS-5 Individual,m57o_1,na - antenatal care: cs private medical
NFHS-5 Individual,m57o_2,na - antenatal care: cs private medical
NFHS-5 Individual,m57o_3,na - antenatal care: cs private medical
NFHS-5 Individual,m57o_4,na - antenatal care: cs private medical
NFHS-5 Individual,m57o_5,na - antenatal care: cs private medical
NFHS-5 Individual,m57o_6,na - antenatal care: cs private medical
NFHS-5 Individual,m57p_1,na - antenatal care: cs private medical
NFHS-5 Individual,m57p_2,na - antenatal care: cs private medical
NFHS-5 Individual,m57p_3,na - antenatal care: cs private medical
NFHS-5 Individual,m57p_4,na - antenatal care: cs private medical
NFHS-5 Individual,m57p_5,na - antenatal care: cs private medical
NFHS-5 Individual,m57p_6,na - antenatal care: cs private medical
NFHS-5 Individual,m57q_1,na - antenatal care: cs private medical
NFHS-5 Individual,m57q_2,na - antenatal care: cs private medical
NFHS-5 Individual,m57q_3,na - antenatal care: cs private medical
NFHS-5 Individual,m57q_4,na - antenatal care: cs private medical
NFHS-5 Individual,m57q_5,na - antenatal care: cs private medical
NFHS-5 Individual,m57q_6,na - antenatal care: cs private medical
NFHS-5 Individual,m57r_1,na - antenatal care: cs private medical
NFHS-5 Individual,m57r_2,na - antenatal care: cs private medical
NFHS-5 Individual,m57r_3,na - antenatal care: cs private medical
NFHS-5 Individual,m57r_4,na - antenatal care: cs private medical
NFHS-5 Individual,m57r_5,na - antenatal care: cs private medical
NFHS-5 Individual,m57r_6,na - antenatal care: cs private medical
NFHS-5 Individual,m57s_1,antenatal care: other public sect. health facility
NFHS-5 Individual,m57s_2,antenatal care: other public sect. health facility
NFHS-5 Individual,m57s_3,antenatal care: other public sect. health facility
NFHS-5 Individual,m57s_4,antenatal care: other public sect. health facility
NFHS-5 Individual,m57s_5,antenatal care: other public sect. health facility
NFHS-5 Individual,m57s_6,antenatal care: other public sect. health facility
NFHS-5 Individual,m57t_1,antenatal care: ngo or trust hospital/clinic
NFHS-5 Individual,m57t_2,antenatal care: ngo or trust hospital/clinic
NFHS-5 Individual,m57t_3,antenatal care: ngo or trust hospital/clinic
NFHS-5 Individual,m57t_4,antenatal care: ngo or trust hospital/clinic
NFHS-5 Individual,m57t_5,antenatal care: ngo or trust hospital/clinic
NFHS-5 Individual,m57t_6,antenatal care: ngo or trust hospital/clinic
NFHS-5 Individual,m57u_1,na - antenatal care: cs other
NFHS-5 Individual,m57u_2,na - antenatal care: cs other
NFHS-5 Individual,m57u_3,na - antenatal care: cs other
NFHS-5 Individual,m57u_4,na - antenatal care: cs other
NFHS-5 Individual,m57u_5,na - antenatal care: cs other
NFHS-5 Individual,m57u_6,na - antenatal care: cs other
NFHS-5 Individual,m57v_1,na - antenatal care: cs other
NFHS-5 Individual,m57v_2,na - antenatal care: cs other
NFHS-5 Individual,m57v_3,na - antenatal care: cs other
NFHS-5 Individual,m57v_4,na - antenatal care: cs other
NFHS-5 Individual,m57v_5,na - antenatal care: cs other
NFHS-5 Individual,m57v_6,na - antenatal care: cs other
NFHS-5 Individual,m57x_1,antenatal care: other
NFHS-5 Individual,m57x_2,antenatal care: other
NFHS-5 Individual,m57x_3,antenatal care: other
NFHS-5 Individual,m57x_4,antenatal care: other
NFHS-5 Individual,m57x_5,antenatal care: other
NFHS-5 Individual,m57x_6,antenatal care: other
NFHS-5 Individual,m60_1,drugs for intestinal parasites during pregnancy
NFHS-5 Individual,m60_2,drugs for intestinal parasites during pregnancy
NFHS-5 Individual,m60_3,drugs for intestinal parasites during pregnancy
NFHS-5 Individual,m60_4,drugs for intestinal parasites during pregnancy
NFHS-5 Individual,m60_5,drugs for intestinal parasites during pregnancy
NFHS-5 Individual,m60_6,drugs for intestinal parasites during pregnancy
NFHS-5 Individual,m61_1,time spent at place of delivery
NFHS-5 Individual,m61_2,time spent at place of delivery
NFHS-5 Individual,m61_3,time spent at place of delivery
NFHS-5 Individual,m61_4,time spent at place of delivery
NFHS-5 Individual,m61_5,time spent at place of delivery
NFHS-5 Individual,m61_6,time spent at place of delivery
NFHS-5 Individual,m62_1,respondent's health checked before discharge
NFHS-5 Individual,m62_2,respondent's health checked before discharge
NFHS-5 Individual,m62_3,respondent's health checked before discharge
NFHS-5 Individual,m62_4,respondent's health checked before discharge
NFHS-5 Individual,m62_5,respondent's health checked before discharge
NFHS-5 Individual,m62_6,respondent's health checked before discharge
NFHS-5 Individual,m63_1,how long before discharging respondent health check took place
NFHS-5 Individual,m63_2,how long before discharging respondent health check took place
NFHS-5 Individual,m63_3,how long before discharging respondent health check took place
NFHS-5 Individual,m63_4,how long before discharging respondent health check took place
NFHS-5 Individual,m63_5,how long before discharging respondent health check took place
NFHS-5 Individual,m63_6,how long before discharging respondent health check took place
NFHS-5 Individual,m64_1,who checked respondent health before discharge
NFHS-5 Individual,m64_2,who checked respondent health before discharge
NFHS-5 Individual,m64_3,who checked respondent health before discharge
NFHS-5 Individual,m64_4,who checked respondent health before discharge
NFHS-5 Individual,m64_5,who checked respondent health before discharge
NFHS-5 Individual,m64_6,who checked respondent health before discharge
NFHS-5 Individual,m65a_1,reason didn't deliver at health facility: cost too much
NFHS-5 Individual,m65a_2,reason didn't deliver at health facility: cost too much
NFHS-5 Individual,m65a_3,reason didn't deliver at health facility: cost too much
NFHS-5 Individual,m65a_4,reason didn't deliver at health facility: cost too much
NFHS-5 Individual,m65a_5,reason didn't deliver at health facility: cost too much
NFHS-5 Individual,m65a_6,reason didn't deliver at health facility: cost too much
NFHS-5 Individual,m65b_1,reason didn't deliver at health facility: facility not open
NFHS-5 Individual,m65b_2,reason didn't deliver at health facility: facility not open
NFHS-5 Individual,m65b_3,reason didn't deliver at health facility: facility not open
NFHS-5 Individual,m65b_4,reason didn't deliver at health facility: facility not open
NFHS-5 Individual,m65b_5,reason didn't deliver at health facility: facility not open
NFHS-5 Individual,m65b_6,reason didn't deliver at health facility: facility not open
NFHS-5 Individual,m65c_1,reason didn't deliver at health facility: too far/no transport
NFHS-5 Individual,m65c_2,reason didn't deliver at health facility: too far/no transport
NFHS-5 Individual,m65c_3,reason didn't deliver at health facility: too far/no transport
NFHS-5 Individual,m65c_4,reason didn't deliver at health facility: too far/no transport
NFHS-5 Individual,m65c_5,reason didn't deliver at health facility: too far/no transport
NFHS-5 Individual,m65c_6,reason didn't deliver at health facility: too far/no transport
NFHS-5 Individual,m65d_1,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-5 Individual,m65d_2,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-5 Individual,m65d_3,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-5 Individual,m65d_4,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-5 Individual,m65d_5,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-5 Individual,m65d_6,reason didn't deliver at health facility: don't trust facility/poor service
NFHS-5 Individual,m65e_1,reason didn't deliver at health facility: no female provider
NFHS-5 Individual,m65e_2,reason didn't deliver at health facility: no female provider
NFHS-5 Individual,m65e_3,reason didn't deliver at health facility: no female provider
NFHS-5 Individual,m65e_4,reason didn't deliver at health facility: no female provider
NFHS-5 Individual,m65e_5,reason didn't deliver at health facility: no female provider
NFHS-5 Individual,m65e_6,reason didn't deliver at health facility: no female provider
NFHS-5 Individual,m65f_1,reason didn't deliver at health facility: husband/family didn't allow
NFHS-5 Individual,m65f_2,reason didn't deliver at health facility: husband/family didn't allow
NFHS-5 Individual,m65f_3,reason didn't deliver at health facility: husband/family didn't allow
NFHS-5 Individual,m65f_4,reason didn't deliver at health facility: husband/family didn't allow
NFHS-5 Individual,m65f_5,reason didn't deliver at health facility: husband/family didn't allow
NFHS-5 Individual,m65f_6,reason didn't deliver at health facility: husband/family didn't allow
NFHS-5 Individual,m65g_1,reason didn't deliver at health facility: not necessary
NFHS-5 Individual,m65g_2,reason didn't deliver at health facility: not necessary
NFHS-5 Individual,m65g_3,reason didn't deliver at health facility: not necessary
NFHS-5 Individual,m65g_4,reason didn't deliver at health facility: not necessary
NFHS-5 Individual,m65g_5,reason didn't deliver at health facility: not necessary
NFHS-5 Individual,m65g_6,reason didn't deliver at health facility: not necessary
NFHS-5 Individual,m65h_1,reason didn't deliver at health facility: not customary
NFHS-5 Individual,m65h_2,reason didn't deliver at health facility: not customary
NFHS-5 Individual,m65h_3,reason didn't deliver at health facility: not customary
NFHS-5 Individual,m65h_4,reason didn't deliver at health facility: not customary
NFHS-5 Individual,m65h_5,reason didn't deliver at health facility: not customary
NFHS-5 Individual,m65h_6,reason didn't deliver at health facility: not customary
NFHS-5 Individual,m65i_1,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65i_2,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65i_3,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65i_4,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65i_5,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65i_6,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65j_1,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65j_2,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65j_3,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65j_4,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65j_5,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65j_6,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65k_1,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65k_2,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65k_3,na - reason didn't deliver at health facility: cs
NFHS-5 Individual,m65k_4,na - reason didn't deliver at health facility: cs
