state,volume_mn,value_cr,ym,state_norm,pop_2011,vol_pc,val_pc,log_vol_pc,log_val_pc,period,t,treated,treat_date,treat_period,post,did,rel_t,state_code,month_code
GOA,32.62,4518.59,2025-03,GOA,1458545,22.364753915717372,30980.12059963868,3.107486233726462,10.341101006785706,2025-03-01,23,0,,2099-01-01,0,0,-99,9,22
CHANDIGARH,24.74,3054.21,2025-03,CHANDIGARH,1055450,23.440238760718177,28937.51480411199,3.1544541506943995,10.272894122417643,2025-03-01,23,0,,2099-01-01,0,0,-99,5,22
ARUNACHAL PRADESH,17.7,2450.07,2025-03,ARUNACHAL PRADESH,1383727,12.791540527864239,17706.31056559567,2.548784056176761,9.781676384150211,2025-03-01,23,0,,2099-01-01,0,0,-99,2,22
PUDUCHERRY,16.94,2340.69,2025-03,PUDUCHERRY,1247953,13.574229157668599,18756.235210781175,2.608173080242248,9.839281520692861,2025-03-01,23,0,,2099-01-01,0,0,-99,26,22
TRIPURA,13.16,1871.46,2025-03,TRIPURA,3673917,3.582007976772475,5093.909307150923,1.2759235305406957,8.535800851523614,2025-03-01,23,0,,2099-01-01,0,0,-99,32,22
MEGHALAYA,13.07,1880.92,2025-03,MEGHALAYA,2966889,4.405287828429038,6339.704653595062,1.4828055985540691,8.754587461739717,2025-03-01,23,0,,2099-01-01,0,0,-99,22,22
MANIPUR,12.02,2655.73,2025-03,MANIPUR,2855794,4.208987062792344,9299.445268111076,1.437222016082675,9.137710028772092,2025-03-01,23,0,,2099-01-01,0,0,-99,21,22
DADRA & NAGAR HAVELI & DAMAN & DIU,10.57,1095.97,2025-03,DADRA AND NAGAR HAVELI & DAMAN AND DIU,586956,18.008164155405176,18672.098078901996,2.8908252192561963,9.834785607238656,2025-03-01,23,0,,2099-01-01,0,0,-99,7,22
MIZORAM,10.02,1681.13,2025-03,MIZORAM,1097206,9.13228691786228,15321.917670884048,2.2118161471251754,9.637039609800619,2025-03-01,23,0,,2099-01-01,0,0,-99,23,22
NAGALAND,9.97,1726.32,2025-03,NAGALAND,1978502,5.0391659952833,8725.389208603277,1.6172405912640977,9.073992354511606,2025-03-01,23,0,,2099-01-01,0,0,-99,24,22
SIKKIM,7.77,1063.13,2025-03,SIKKIM,610577,12.725667688104858,17411.890719761803,2.5436210316380388,9.76490862650741,2025-03-01,23,0,,2099-01-01,0,0,-99,29,22
ANDAMAN & NICOBAR,3.66,597.85,2025-03,ANDAMAN AND NICOBAR ISLANDS,380581,9.616875251260574,15708.8766911643,2.263519393956555,9.661981225902915,2025-03-01,23,0,,2099-01-01,0,0,-99,0,22
LADAKH,2.55,419.6,2025-03,LADAKH,274289,9.296763632518985,15297.733412568496,2.229666343091041,9.635459953436895,2025-03-01,23,0,,2099-01-01,0,0,-99,17,22
LAKSHADWEEP,0.52,64.59,2025-03,LAKSHADWEEP,64473,8.06539171436105,10018.147131357313,2.0875822800642942,9.212153440509386,2025-03-01,23,0,,2099-01-01,0,0,-99,18,22
MAHARASHTRA,2463.88,297260.99,2025-05,MAHARASHTRA,112374333,21.925647380705698,26452.74788861261,3.087657064878464,10.183115321818903,2025-05-01,25,1,2024-08,2024-08-01,1,1,9,20,24
KARNATAKA,1443.05,200378.42,2025-05,KARNATAKA,61095297,23.619657663665993,32797.683265211075,3.162079317169942,10.398113159719468,2025-05-01,25,0,,2099-01-01,0,0,-99,15,24
UTTAR PRADESH,1401.43,182118.99,2025-05,UTTAR PRADESH,199812341,7.013730948680492,9114.501591270582,1.947869791797836,9.117622005559673,2025-05-01,25,0,,2099-01-01,0,0,-99,33,24
TELANGANA,1088.58,174971.59,2025-05,TELANGANA,35003674,31.09902120560259,49986.63568858515,3.4371763462012566,10.819510962454656,2025-05-01,25,0,,2099-01-01,0,0,-99,31,24
TAMIL NADU,859.85,130583.67,2025-05,TAMIL NADU,72147030,11.918023513927047,18099.65981967657,2.4780518352987637,9.803648422584292,2025-05-01,25,0,,2099-01-01,0,0,-99,30,24
RAJASTHAN,763.44,112439.7,2025-05,RAJASTHAN,68548437,11.137234245034646,16402.95605864799,2.410293931235892,9.7052168450482,2025-05-01,25,0,,2099-01-01,0,0,-99,28,24
MADHYA PRADESH,688.25,92795.08,2025-05,MADHYA PRADESH,72626809,9.476528150920137,12776.973307473829,2.248818020382891,9.455399869481669,2025-05-01,25,0,,2099-01-01,0,0,-99,19,24
ANDHRA PRADESH,681.45,119081.99,2025-05,ANDHRA PRADESH,84580777,8.056795221921407,14079.084423639191,2.086515862302447,9.552445600867532,2025-05-01,25,0,,2099-01-01,0,0,-99,1,24
BIHAR,677.1,98286.45,2025-05,BIHAR,104099452,6.504357006605568,9441.591488877386,1.8724722610536007,9.152879834853314,2025-05-01,25,0,,2099-01-01,0,0,-99,4,24
DELHI,605.31,72520.26,2025-05,DELHI,16787941,36.05623822480672,43197.828727179825,3.5850798924445857,10.673545512024166,2025-05-01,25,0,,2099-01-01,0,0,-99,8,24
GUJARAT,585.79,85134.34,2025-05,GUJARAT,60439692,9.692140721034779,14085.832866256169,2.271315322146727,9.552924809996867,2025-05-01,25,0,,2099-01-01,0,0,-99,10,24
WEST BENGAL,579.06,87037.14,2025-05,WEST BENGAL,91276115,6.344047399475755,9535.587705502146,1.8475169558487325,9.162786152789716,2025-05-01,25,0,,2099-01-01,0,0,-99,35,24
HARYANA,462.67,65952.89,2025-05,HARYANA,25351462,18.25022951339059,26015.41875573093,2.904177656025619,10.166444670297945,2025-05-01,25,0,,2099-01-01,0,0,-99,11,24
ODISHA,416.5,52003.42,2025-05,ODISHA,41974218,9.922757822432809,12389.37197114667,2.2948308889538223,9.424594284972603,2025-05-01,25,0,,2099-01-01,0,0,-99,25,24
KERALA,397.08,56646.28,2025-05,KERALA,33406061,11.886465752427382,16956.886955334245,2.4754004211361544,9.73842934033624,2025-05-01,25,0,,2099-01-01,0,0,-99,16,24
ASSAM,251.67,28542.68,2025-05,ASSAM,31205576,8.064904810601798,9146.660199446407,2.0875219087303085,9.121144086113853,2025-05-01,25,0,,2099-01-01,0,0,-99,3,24
JHARKHAND,229.1,30563.83,2025-05,JHARKHAND,32988134,6.944921467822339,9265.098171360647,1.9380106684134093,9.134009734600792,2025-05-01,25,1,2024-11,2024-11-01,1,1,6,14,24
PUNJAB,224.47,38466.52,2025-05,PUNJAB,27743338,8.09095142048156,13865.137641332125,2.0907463286649954,9.537132885251388,2025-05-01,25,0,,2099-01-01,0,0,-99,27,24
CHHATTISGARH,170.88,21544.12,2025-05,CHHATTISGARH,25545198,6.68931984790253,8433.725978557692,1.9005122019915095,9.039993943685934,2025-05-01,25,1,2024-02,2024-02-01,1,1,15,6,24
UTTARAKHAND,141.43,17646.59,2025-05,UTTARAKHAND,10086292,14.022001345985224,17495.616823308308,2.64062762077573,9.769705661299923,2025-05-01,25,0,,2099-01-01,0,0,-99,34,24
JAMMU AND KASHMIR,94.39,11815.9,2025-05,JAMMU AND KASHMIR,12541302,7.526331795534467,9421.589560637325,2.01840777777061,9.150759096502327,2025-05-01,25,0,,2099-01-01,0,0,-99,13,24
HIMACHAL PRADESH,68.39,8430.37,2025-05,HIMACHAL PRADESH,6864602,9.962704319929983,12280.930489487959,2.2988485528074074,9.415802971590129,2025-05-01,25,0,,2099-01-01,0,0,-99,12,24
GOA,40.1,5659.28,2025-05,GOA,1458545,27.4931524224484,38800.85976092613,3.313936970846118,10.566197684152618,2025-05-01,25,0,,2099-01-01,0,0,-99,9,24
CHANDIGARH,32.69,4158.48,2025-05,CHANDIGARH,1055450,30.972570941304653,39400.066322421706,3.4331020044661766,10.581522778594804,2025-05-01,25,0,,2099-01-01,0,0,-99,5,24
ARUNACHAL PRADESH,21.01,2768.13,2025-05,ARUNACHAL PRADESH,1383727,15.183630875165404,20004.885356721377,2.7202179314538864,9.903731790543667,2025-05-01,25,0,,2099-01-01,0,0,-99,2,24
PUDUCHERRY,18.93,2644.69,2025-05,PUDUCHERRY,1247953,15.16884049319165,21192.224386655587,2.7192433562395713,9.961389619167631,2025-05-01,25,0,,2099-01-01,0,0,-99,26,24
MEGHALAYA,16.86,2289.9,2025-05,MEGHALAYA,2966889,5.682720182655974,7718.185614628656,1.737430023491648,8.95133459138452,2025-05-01,25,0,,2099-01-01,0,0,-99,22,24
MANIPUR,15.37,3092.24,2025-05,MANIPUR,2855794,5.38204086149071,10827.951876080697,1.683067644526118,9.289886206328369,2025-05-01,25,0,,2099-01-01,0,0,-99,21,24
TRIPURA,14.82,1968.89,2025-05,TRIPURA,3673917,4.033841809708821,5359.10310439784,1.3947192245114655,8.58655190879435,2025-05-01,25,0,,2099-01-01,0,0,-99,32,24
NAGALAND,12.5,1943.79,2025-05,NAGALAND,1978502,6.317911227787488,9824.554132368832,1.8433886515986062,9.192640054778336,2025-05-01,25,0,,2099-01-01,0,0,-99,24,24
DADRA & NAGAR HAVELI & DAMAN & DIU,12.48,1306.18,2025-05,DADRA AND NAGAR HAVELI & DAMAN AND DIU,586956,21.26224112199211,22253.45681788754,3.0569327823153314,10.010252638128554,2025-05-01,25,0,,2099-01-01,0,0,-99,7,24
MIZORAM,10.92,1750.44,2025-05,MIZORAM,1097206,9.952552209885837,15953.613086330188,2.297829021785216,9.677440608348626,2025-05-01,25,0,,2099-01-01,0,0,-99,23,24
SIKKIM,9.76,1358.66,2025-05,SIKKIM,610577,15.984879875920646,22252.06648792863,2.771643267683484,10.01019015914365,2025-05-01,25,0,,2099-01-01,0,0,-99,29,24
LADAKH,4.33,724.92,2025-05,LADAKH,274289,15.786269226983219,26429.05840190456,2.7591405259351047,10.182219380853402,2025-05-01,25,0,,2099-01-01,0,0,-99,17,24
ANDAMAN & NICOBAR,3.95,630.83,2025-05,ANDAMAN AND NICOBAR ISLANDS,380581,10.37886809903805,16575.446488395373,2.3397718254563107,9.715677752151008,2025-05-01,25,0,,2099-01-01,0,0,-99,0,24
LAKSHADWEEP,0.52,59.61,2025-05,LAKSHADWEEP,64473,8.06539171436105,9245.730771020428,2.0875822800642942,9.131917185696839,2025-05-01,25,0,,2099-01-01,0,0,-99,18,24
MAHARASHTRA,2152.82,250787.01,2025-11,MAHARASHTRA,112374333,19.157577558213404,22317.10776872865,2.9526983323059253,10.013108827844908,2025-11-01,31,1,2024-08,2024-08-01,1,1,15,20,30
UTTAR PRADESH,1118.9,152420.82,2025-11,UTTAR PRADESH,199812341,5.5997542213871565,7628.198500512038,1.7227227077399438,8.939606988997358,2025-11-01,31,0,,2099-01-01,0,0,-99,33,30
KARNATAKA,1105.63,150262.03,2025-11,KARNATAKA,61095297,18.09681029948999,24594.696707997016,2.895735696194543,10.110286117703804,2025-11-01,31,0,,2099-01-01,0,0,-99,15,30
TELANGANA,851.25,131369.55,2025-11,TELANGANA,35003674,24.318875784296242,37530.21754230713,3.191252830054852,10.532901688603264,2025-11-01,31,0,,2099-01-01,0,0,-99,31,30
TAMIL NADU,813.85,123549.07,2025-11,TAMIL NADU,72147030,11.280436630586179,17124.623148035338,2.423069953706062,9.74827265693415,2025-11-01,31,0,,2099-01-01,0,0,-99,30,30
ANDHRA PRADESH,563.45,93846.52,2025-11,ANDHRA PRADESH,84580777,6.66167916617744,11095.490409126887,1.8963715798272833,9.314294035302606,2025-11-01,31,0,,2099-01-01,0,0,-99,1,30
RAJASTHAN,530.23,81243.65,2025-11,RAJASTHAN,68548437,7.735114368836739,11852.006195268901,2.045770269802822,9.380252431412599,2025-11-01,31,0,,2099-01-01,0,0,-99,28,30
GUJARAT,510.56,76129.09,2025-11,GUJARAT,60439692,8.447428884978434,12595.87656403014,2.1338621211013176,9.441124782556365,2025-11-01,31,0,,2099-01-01,0,0,-99,10,30
DELHI,491.14,64440.35,2025-11,DELHI,16787941,29.255523354531686,38384.903783019014,3.3760683884847897,10.555419530629159,2025-11-01,31,0,,2099-01-01,0,0,-99,8,30
BIHAR,456.53,66454.52,2025-11,BIHAR,104099452,4.3855178027258015,6383.753105635945,1.4783077038528443,8.761511464452582,2025-11-01,31,0,,2099-01-01,0,0,-99,4,30
WEST BENGAL,449.67,65964.8,2025-11,WEST BENGAL,91276115,4.926480492733504,7226.950884138748,1.5946248371122471,8.885572495098097,2025-11-01,31,0,,2099-01-01,0,0,-99,35,30
MADHYA PRADESH,444.92,59792.96,2025-11,MADHYA PRADESH,72626809,6.126112466265728,8232.904739075071,1.8125603670840027,9.015894176610214,2025-11-01,31,0,,2099-01-01,0,0,-99,19,30
KERALA,416.28,57144.28,2025-11,KERALA,33406061,12.46121175435799,17105.961699584994,2.5226207601842923,9.747182319133485,2025-11-01,31,0,,2099-01-01,0,0,-99,16,30
HARYANA,402.11,58994.49,2025-11,HARYANA,25351462,15.86141264752305,23270.646087393303,2.7638892820714336,10.054948020732272,2025-11-01,31,0,,2099-01-01,0,0,-99,11,30
ODISHA,288.64,36149.1,2025-11,ODISHA,41974218,6.876602203762319,8612.215241270249,1.9281246642211838,9.060936851352404,2025-11-01,31,0,,2099-01-01,0,0,-99,25,30
PUNJAB,221.74,39570.9,2025-11,PUNJAB,27743338,7.992549418530675,14263.20798167834,2.078509785045747,9.565438632319816,2025-11-01,31,0,,2099-01-01,0,0,-99,27,30
ASSAM,212.71,23038.37,2025-11,ASSAM,31205576,6.816409990317115,7382.773514579574,1.9193329388795546,8.906904661977437,2025-11-01,31,0,,2099-01-01,0,0,-99,3,30
JHARKHAND,178.47,23547.39,2025-11,JHARKHAND,32988134,5.410127168757105,7138.139429165651,1.6882725988218834,8.873207437225211,2025-11-01,31,1,2024-11,2024-11-01,1,1,12,14,30
CHHATTISGARH,136.64,17074.67,2025-11,CHHATTISGARH,25545198,5.348950515083109,6684.101646031476,1.6769003762599393,8.807487096965225,2025-11-01,31,1,2024-02,2024-02-01,1,1,21,6,30
UTTARAKHAND,114.89,14826.57,2025-11,UTTARAKHAND,10086292,11.390707308493548,14699.723149002626,2.432797874608595,9.595583939188295,2025-11-01,31,0,,2099-01-01,0,0,-99,34,30
JAMMU AND KASHMIR,83.52,11668.35,2025-11,JAMMU AND KASHMIR,12541302,6.6595956305015225,9303.93829922922,1.8960587665680857,9.138193062537347,2025-11-01,31,0,,2099-01-01,0,0,-99,13,30
HIMACHAL PRADESH,58.58,7825.51,2025-11,HIMACHAL PRADESH,6864602,8.533633850877298,11399.801474287948,2.14401527909699,9.341351219694808,2025-11-01,31,0,,2099-01-01,0,0,-99,12,30
GOA,36.33,5222.28,2025-11,GOA,1458545,24.908384725874072,35804.72320017552,3.215204482766705,10.4858350966522,2025-11-01,31,0,,2099-01-01,0,0,-99,9,30
CHANDIGARH,27.17,3431.5,2025-11,CHANDIGARH,1055450,25.742574257425744,32512.19858827988,3.248146207168314,10.389370639072792,2025-11-01,31,0,,2099-01-01,0,0,-99,5,30
ARUNACHAL PRADESH,21.79,2852.69,2025-11,ARUNACHAL PRADESH,1383727,15.747325881478066,20615.988558436744,2.756670565553506,9.93382219734741,2025-11-01,31,0,,2099-01-01,0,0,-99,2,30
PUDUCHERRY,18.57,2562.42,2025-11,PUDUCHERRY,1247953,14.88036809078547,20532.984815934575,2.700042766382954,9.929787887459515,2025-11-01,31,0,,2099-01-01,0,0,-99,26,30
MEGHALAYA,16.85,2294.28,2025-11,MEGHALAYA,2966889,5.679349648739808,7732.948553181465,1.7368367277163093,8.953245511694297,2025-11-01,31,0,,2099-01-01,0,0,-99,22,30
MANIPUR,15.77,3133.61,2025-11,MANIPUR,2855794,5.522106986708425,10972.81526608712,1.7087594879505603,9.303176153533958,2025-11-01,31,0,,2099-01-01,0,0,-99,21,30
TRIPURA,15.36,2067.22,2025-11,TRIPURA,3673917,4.180823899941125,5626.746603148627,1.4305083323630505,8.63528668610165,2025-11-01,31,0,,2099-01-01,0,0,-99,32,30
MIZORAM,13.33,2021.97,2025-11,MIZORAM,1097206,12.14904038074892,18428.353472365263,2.497250185659074,9.8216457071376,2025-11-01,31,0,,2099-01-01,0,0,-99,23,30
NAGALAND,12.99,2000.56,2025-11,NAGALAND,1978502,6.565573347916757,10111.48838869003,1.881839837972859,9.221427520633794,2025-11-01,31,0,,2099-01-01,0,0,-99,24,30
DADRA & NAGAR HAVELI & DAMAN & DIU,10.44,1140.73,2025-11,DADRA AND NAGAR HAVELI & DAMAN AND DIU,586956,17.78668247705109,19434.67653452729,2.8784500018285426,9.87481419969669,2025-11-01,31,0,,2099-01-01,0,0,-99,7,30
SIKKIM,8.71,1125.59,2025-11,SIKKIM,610577,14.265195053203772,18434.85752001795,2.657822658122894,9.821998581862568,2025-11-01,31,0,,2099-01-01,0,0,-99,29,30
ANDAMAN & NICOBAR,4.22,662.1,2025-11,ANDAMAN AND NICOBAR ISLANDS,380581,11.088309715934322,17397.08498322302,2.4058913745912007,9.764057941468126,2025-11-01,31,0,,2099-01-01,0,0,-99,0,30
LADAKH,3.3,607.85,2025-11,LADAKH,274289,12.031105877377511,22160.93244716339,2.4874954523931407,10.006086217916554,2025-11-01,31,0,,2099-01-01,0,0,-99,17,30
LAKSHADWEEP,0.64,68.1,2025-11,LAKSHADWEEP,64473,9.926635956136677,10562.561072076684,2.2952216448425387,9.26507105362047,2025-11-01,31,0,,2099-01-01,0,0,-99,18,30
MAHARASHTRA,2146.3,267656.87,2025-10,MAHARASHTRA,112374333,19.099557191587515,23818.327802666467,2.949665151097321,10.078210639045665,2025-10-01,30,1,2024-08,2024-08-01,1,1,14,20,29
UTTAR PRADESH,1136.16,153595.1,2025-10,UTTAR PRADESH,199812341,5.686135272295318,7686.967643304874,1.7380308033600518,8.947281660065507,2025-10-01,30,0,,2099-01-01,0,0,-99,33,29
KARNATAKA,1086.64,150900.53,2025-10,KARNATAKA,61095297,17.785984410551272,24699.205570602266,2.878410754475955,10.114526358965312,2025-10-01,30,0,,2099-01-01,0,0,-99,15,29
TELANGANA,836.27,130835.09,2025-10,TELANGANA,35003674,23.890920707352034,37377.53071291888,3.1734985000405525,10.52882501978312,2025-10-01,30,0,,2099-01-01,0,0,-99,31,29
TAMIL NADU,812.02,128292.11,2025-10,TAMIL NADU,72147030,11.25507176109675,17782.036211331222,2.420818850268778,9.785944025082745,2025-10-01,30,0,,2099-01-01,0,0,-99,30,29
ANDHRA PRADESH,559.76,96804.61,2025-10,ANDHRA PRADESH,84580777,6.6180522318918875,11445.225905172283,1.8898011018665664,9.345327970520596,2025-10-01,30,0,,2099-01-01,0,0,-99,1,29
RAJASTHAN,549.28,84940.47,2025-10,RAJASTHAN,68548437,8.013020048874345,12391.306602658206,2.081067724836276,9.42475042529053,2025-10-01,30,0,,2099-01-01,0,0,-99,28,29
GUJARAT,534.08,85444.71,2025-10,GUJARAT,60439692,8.83657712881793,14137.184881749565,2.1788995990448545,9.556563830644542,2025-10-01,30,0,,2099-01-01,0,0,-99,10,29
DELHI,509.59,67595.24,2025-10,DELHI,16787941,30.35452650208861,40264.1634254016,3.412945649781396,10.603217107294611,2025-10-01,30,0,,2099-01-01,0,0,-99,8,29
MADHYA PRADESH,451.87,61257.18,2025-10,MADHYA PRADESH,72626809,6.22180715663826,8434.51348661071,1.8280604042050699,9.040087315380736,2025-10-01,30,0,,2099-01-01,0,0,-99,19,29
BIHAR,450.63,66192.56,2025-10,BIHAR,104099452,4.328841231556147,6358.588708036618,1.4652998922400737,8.757561730458338,2025-10-01,30,0,,2099-01-01,0,0,-99,4,29
WEST BENGAL,447.84,65188.51,2025-10,WEST BENGAL,91276115,4.906431436088181,7141.902347618542,1.5905468824687763,8.873734455086757,2025-10-01,30,0,,2099-01-01,0,0,-99,35,29
HARYANA,420.32,62164.88,2025-10,HARYANA,25351462,16.57971441647034,24521.220906313018,2.8081799249792105,10.107294181074543,2025-10-01,30,0,,2099-01-01,0,0,-99,11,29
KERALA,418.45,58242.07,2025-10,KERALA,33406061,12.526170026451188,17434.5817065951,2.5278200578935164,9.766210967230041,2025-10-01,30,0,,2099-01-01,0,0,-99,16,29
ODISHA,283.56,36507.19,2025-10,ODISHA,41974218,6.755575529721602,8697.527134394737,1.9103681683337417,9.070794026813669,2025-10-01,30,0,,2099-01-01,0,0,-99,25,29
PUNJAB,230.69,40156.23,2025-10,PUNJAB,27743338,8.31514938829639,14474.18836190512,2.118079078604535,9.58012222915272,2025-10-01,30,0,,2099-01-01,0,0,-99,27,29
ASSAM,205.38,22054.63,2025-10,ASSAM,31205576,6.581516072640351,7067.528572457692,1.8842651249741444,8.863266132355143,2025-10-01,30,0,,2099-01-01,0,0,-99,3,29
JHARKHAND,182.17,24168.3,2025-10,JHARKHAND,32988134,5.522288711450002,7326.36165476956,1.708792395996697,8.899234308045713,2025-10-01,30,1,2024-11,2024-11-01,1,1,11,14,29
CHHATTISGARH,140.51,18674.41,2025-10,CHHATTISGARH,25545198,5.500446698436239,7310.340675378598,1.7048293068379283,8.897045155676851,2025-10-01,30,1,2024-02,2024-02-01,1,1,20,6,29
UTTARAKHAND,119.77,15792.93,2025-10,UTTARAKHAND,10086292,11.874532285997669,15657.81557781591,2.474395962702737,9.658725469254156,2025-10-01,30,0,,2099-01-01,0,0,-99,34,29
JAMMU AND KASHMIR,87.23,12529.98,2025-10,JAMMU AND KASHMIR,12541302,6.9554181854483685,9990.97222919917,1.9395209508788842,9.209437187147449,2025-10-01,30,0,,2099-01-01,0,0,-99,13,29
HIMACHAL PRADESH,61.96,8658.35,2025-10,HIMACHAL PRADESH,6864602,9.026014909531536,12613.040056801545,2.2001109532460705,9.44248648291673,2025-10-01,30,0,,2099-01-01,0,0,-99,12,29
GOA,35.89,5282.52,2025-10,GOA,1458545,24.606714225478132,36217.73753980851,3.2030193416931105,10.497304265096819,2025-10-01,30,0,,2099-01-01,0,0,-99,9,29
CHANDIGARH,27.9,3639.56,2025-10,CHANDIGARH,1055450,26.434222369605383,34483.49045430859,3.2746594725573774,10.448235950927542,2025-10-01,30,0,,2099-01-01,0,0,-99,5,29
ARUNACHAL PRADESH,21.57,2796.38,2025-10,ARUNACHAL PRADESH,1383727,15.588334982261674,20209.044125033335,2.7465228769980423,9.913885512150639,2025-10-01,30,0,,2099-01-01,0,0,-99,2,29
PUDUCHERRY,19.35,2750.37,2025-10,PUDUCHERRY,1247953,15.505391629332195,22039.05115016351,2.7411878104941305,10.00057121107712,2025-10-01,30,0,,2099-01-01,0,0,-99,26,29
MEGHALAYA,16.36,2185.06,2025-10,MEGHALAYA,2966889,5.514193486847671,7364.818838857807,1.7073254020925397,8.90446973101889,2025-10-01,30,0,,2099-01-01,0,0,-99,22,29
MANIPUR,16.17,3286.9,2025-10,MANIPUR,2855794,5.662173111926141,11509.58367445271,1.733807760564629,9.350935330293089,2025-10-01,30,0,,2099-01-01,0,0,-99,21,29
TRIPURA,15.1,1955.12,2025-10,TRIPURA,3673917,4.11005474538483,5321.622671388603,1.413436348464403,8.579533549247465,2025-10-01,30,0,,2099-01-01,0,0,-99,32,29
MIZORAM,13.7,1971.75,2025-10,MIZORAM,1097206,12.486260556358605,17970.645439416116,2.524628884302536,9.796494896740603,2025-10-01,30,0,,2099-01-01,0,0,-99,23,29
NAGALAND,12.84,1907.98,2025-10,NAGALAND,1978502,6.489758413183307,9643.558611515176,1.8702253055521658,9.174045470057397,2025-10-01,30,0,,2099-01-01,0,0,-99,24,29
DADRA & NAGAR HAVELI & DAMAN & DIU,11.45,1285.07,2025-10,DADRA AND NAGAR HAVELI & DAMAN AND DIU,586956,19.507424747340515,21893.80464634487,2.9707951493742986,9.993958982921894,2025-10-01,30,0,,2099-01-01,0,0,-99,7,29
SIKKIM,7.59,1014.3,2025-10,SIKKIM,610577,12.43086457563911,16612.15538744499,2.5201824586660213,9.717889958634478,2025-10-01,30,0,,2099-01-01,0,0,-99,29,29
ANDAMAN & NICOBAR,4.11,658.62,2025-10,ANDAMAN AND NICOBAR ISLANDS,380581,10.799277946087694,17305.64584148972,2.3794792750514233,9.758788076464606,2025-10-01,30,0,,2099-01-01,0,0,-99,0,29
LADAKH,3.0,663.27,2025-10,LADAKH,274289,10.937368979434101,24181.42907663085,2.392185272588816,10.09334022401999,2025-10-01,30,0,,2099-01-01,0,0,-99,17,29
LAKSHADWEEP,0.6,64.14,2025-10,LAKSHADWEEP,64473,9.306221208878135,9948.350472290726,2.2306831237049676,9.205162034730012,2025-10-01,30,0,,2099-01-01,0,0,-99,18,29
MAHARASHTRA,1973.44,236052.07,2025-09,MAHARASHTRA,112374333,17.561305569662423,21005.87061993952,2.8656979345128297,9.952557230968262,2025-09-01,29,1,2024-08,2024-08-01,1,1,13,20,28
KARNATAKA,1060.37,143932.39,2025-09,KARNATAKA,61095297,17.356000413583388,23558.66933587376,2.8539382917655227,10.067249156368856,2025-09-01,29,0,,2099-01-01,0,0,-99,15,28
UTTAR PRADESH,1036.09,132034.73,2025-09,UTTAR PRADESH,199812341,5.185315355471461,6607.93669396026,1.6458306605593644,8.796026734943098,2025-09-01,29,0,,2099-01-01,0,0,-99,33,28
TELANGANA,795.5,123214.19,2025-09,TELANGANA,35003674,22.726185828379045,35200.35925371719,3.1235178203689715,10.468811567605618,2025-09-01,29,0,,2099-01-01,0,0,-99,31,28
TAMIL NADU,780.35,118940.73,2025-09,TAMIL NADU,72147030,10.816107052500984,16485.880291953807,2.3810364168571176,9.710259553652694,2025-09-01,29,0,,2099-01-01,0,0,-99,30,28
ANDHRA PRADESH,537.17,90881.68,2025-09,ANDHRA PRADESH,84580777,6.350970268338869,10744.956859405534,1.8486075993957511,9.282191794122578,2025-09-01,29,0,,2099-01-01,0,0,-99,1,28
RAJASTHAN,519.12,73664.21,2025-09,RAJASTHAN,68548437,7.573039192709821,10746.30045904621,2.024594465439807,9.28231683098036,2025-09-01,29,0,,2099-01-01,0,0,-99,28,28
GUJARAT,515.11,75403.93,2025-09,GUJARAT,60439692,8.522710539292623,12475.895807013707,2.1427344286605567,9.431553726219088,2025-09-01,29,0,,2099-01-01,0,0,-99,10,28
DELHI,491.29,61354.33,2025-09,DELHI,16787941,29.264458339471172,36546.667634821926,3.376373753754917,10.506345288239544,2025-09-01,29,0,,2099-01-01,0,0,-99,8,28
WEST BENGAL,446.23,66198.25,2025-09,WEST BENGAL,91276115,4.888792648547761,7252.5271260723575,1.5869453708639576,8.889105256226049,2025-09-01,29,0,,2099-01-01,0,0,-99,35,28
MADHYA PRADESH,420.54,54092.94,2025-09,MADHYA PRADESH,72626809,5.790423753851005,7448.067834014296,1.7562054761004624,8.915709926597263,2025-09-01,29,0,,2099-01-01,0,0,-99,19,28
HARYANA,402.1,55079.83,2025-09,HARYANA,25351462,15.86101819295471,21726.490566895118,2.763864412945209,9.986287558454102,2025-09-01,29,0,,2099-01-01,0,0,-99,11,28
BIHAR,396.78,57313.62,2025-09,BIHAR,104099452,3.811547442151761,5505.660106644942,1.338035259476627,8.613531952348659,2025-09-01,29,0,,2099-01-01,0,0,-99,4,28
KERALA,396.26,55742.0,2025-09,KERALA,33406061,11.861919308594928,16686.193562299966,2.473333210880746,9.722336923676409,2025-09-01,29,0,,2099-01-01,0,0,-99,16,28
ODISHA,269.19,34741.86,2025-09,ODISHA,41974218,6.4132225167363455,8276.952294858715,1.858361877325001,9.02123009929004,2025-09-01,29,0,,2099-01-01,0,0,-99,25,28
PUNJAB,212.73,34593.51,2025-09,PUNJAB,27743338,7.6677867674034035,12469.12321797759,2.0370280166855563,9.431010724893191,2025-09-01,29,0,,2099-01-01,0,0,-99,27,28
ASSAM,198.7,21541.07,2025-09,ASSAM,31205576,6.367451765671622,6902.955420531253,1.8511993527617665,8.839704920697871,2025-09-01,29,0,,2099-01-01,0,0,-99,3,28
JHARKHAND,169.52,22201.63,2025-09,JHARKHAND,32988134,5.138817491162125,6730.186678640265,1.636822992914003,8.814358160536433,2025-09-01,29,1,2024-11,2024-11-01,1,1,10,14,28
