state_orig_n,dist_raw_n,branch_density,deposits_pc,child_marriage,teen_pregnancy,literacy,schooling_10plus
UTTAR PRADESH,SITAPUR,4.973247053072352,8818.70440446816,20.76,3.43,59.16,23.9
UTTAR PRADESH,HARDOI,4.837710687797852,9743.100459460351,19.32,2.75,59.3,26.47
UTTAR PRADESH,UNNAO,5.340424731056532,15659.99124299029,18.94,2.24,68.18,36.99
UTTAR PRADESH,LUCKNOW,16.64546766138587,179941.64499923526,9.9,2.08,79.8,51.87
UTTAR PRADESH,FARRUKHABAD,5.5696890097835565,15261.478333379306,18.78,4.07,65.09,33.33
UTTAR PRADESH,ETAWAH,6.258653061998597,19077.512469892084,16.26,2.17,79.66,45.68
UTTAR PRADESH,AURAIYA,5.8715011108735125,12414.962904435883,18.09,4.86,79.26,46.2
UTTAR PRADESH,KANPUR DEHAT,8.629405450666525,16282.852981654441,12.66,1.92,75.56,45.41
UTTAR PRADESH,KANPUR NAGAR,11.023149049564443,102309.8845123228,10.92,3.41,82.7,58.51
UTTAR PRADESH,JALAUN,6.449803369755984,14874.785055864764,16.86,2.2,70.98,38.9
UTTAR PRADESH,JHANSI,8.105661804770632,34500.0983186756,25.05,3.47,72.45,43.26
UTTAR PRADESH,LALITPUR,5.484646264874033,12311.80295876201,42.5,9.41,61.33,23.78
UTTAR PRADESH,HAMIRPUR,7.425619292121146,14118.63785164156,10.48,1.39,73.23,37.61
UTTAR PRADESH,MAHOBA,5.593875505446609,13735.818383986447,20.75,3.95,69.65,30.69
UTTAR PRADESH,BANDA,6.557705025536148,13461.634646912044,18.98,2.52,62.61,27.08
UTTAR PRADESH,CHITRAKOOT,5.949199883032681,11104.837002006594,21.82,3.54,62.11,30.17
UTTAR PRADESH,FATEHPUR,6.001368160007111,13602.21488468447,10.4,3.28,66.45,37.27
UTTAR PRADESH,PRATAPGARH,5.827104511768102,15626.611607280578,10.98,0.74,77.73,49.69
UTTAR PRADESH,KAUSHAMBI,5.626420671219483,9972.518060810355,17.55,2.9,61.99,31.93
UTTAR PRADESH,ALLAHABAD,7.003235091548405,38402.08007838249,13.81,1.98,70.84,47.56
UTTAR PRADESH,BARA BANKI,6.563009955840756,12378.940834465247,20.4,3.4,61.13,29.5
UTTAR PRADESH,FAIZABAD,6.394182750599354,20633.380224006836,7.61,1.97,77.7,48.99
UTTAR PRADESH,AMBEDKAR NAGAR,5.12951397229562,12120.666186243894,5.48,0.0,78.51,52.95
UTTAR PRADESH,BAHRAICH,4.071414911299065,7956.175519270265,37.48,8.37,41.64,14.43
UTTAR PRADESH,BALRAMPUR,4.3282689483935375,9972.703981309325,35.03,4.12,44.94,16.8
UTTAR PRADESH,GONDA,4.426429394519789,11730.329107937607,25.38,4.15,60.39,31.46
UTTAR PRADESH,BASTI,5.518441332476352,13835.057034714242,15.94,1.04,65.27,40.92
UTTAR PRADESH,SANT KABIR NAGAR,5.888584483404978,11282.761081470608,16.78,1.85,62.7,34.77
UTTAR PRADESH,GORAKHPUR,6.93553889474982,35640.56344498125,14.56,2.4,70.14,42.81
UTTAR PRADESH,DEORIA,5.449949789515844,17169.92169486344,13.7,2.07,73.7,50.37
UTTAR PRADESH,AZAMGARH,5.721824403711123,17551.262886838136,11.97,0.33,78.9,52.6
UTTAR PRADESH,MAU,5.711778230690563,17996.634584001218,11.03,0.32,74.44,53.13
UTTAR PRADESH,BALLIA,5.494210398626571,17571.904706933263,9.92,1.7,73.3,50.11
UTTAR PRADESH,JAUNPUR,5.851981796998979,17909.95691339334,11.77,0.59,77.28,52.67
UTTAR PRADESH,GHAZIPUR,5.911164587815046,18070.485389479454,13.52,1.85,75.84,51.43
UTTAR PRADESH,CHANDAULI,5.889112618268744,15271.237164294977,17.23,2.13,73.85,47.16
UTTAR PRADESH,VARANASI,9.872605315269276,61755.186041495945,10.36,0.0,80.61,55.02
UTTAR PRADESH,MIRZAPUR,5.967232285530063,16210.44706183895,16.61,2.43,73.39,43.79
UTTAR PRADESH,SONBHADRA,6.6575072252744745,22236.074132416747,17.68,6.93,64.8,35.69
UTTAR PRADESH,ETAH,5.466390153735178,12620.598710608177,20.08,4.29,70.8,38.77
UTTAR PRADESH,KANSHIRAM NAGAR,5.0810214105889875,9178.551964580409,23.16,7.55,60.6,29.66
UTTAR PRADESH,BUDAUN,3.8567086088254534,6744.622879081864,22.85,6.95,52.39,21.56
UTTAR PRADESH,GHAZIABAD,7.775044882728186,57525.29292588396,8.03,0.61,81.78,55.23
UTTAR PRADESH,HAPUR,7.775044882728186,57525.29292588396,7.12,0.81,75.29,43.53
UTTAR PRADESH,MORADABAD,4.840731549792687,16549.01523594061,9.6,1.53,69.41,42.58
UTTAR PRADESH,MUZAFFARNAGAR,5.18883497863648,13462.734028524595,7.28,0.95,73.41,41.83
UTTAR PRADESH,SAMBHAL,4.840731549792687,16549.01523594061,21.13,4.32,52.57,24.14
UTTAR PRADESH,SHAMLI,5.18883497863648,13462.734028524595,10.84,2.33,65.82,32.6
UTTAR PRADESH,SULTANPUR,3.6870078009184337,9760.036364431226,7.94,1.11,74.94,46.58
UTTARAKHAND,CHAMOLI,15.066201912641565,33186.50170452369,3.38,2.95,90.45,58.95
UTTARAKHAND,RUDRAPRAYAG,16.509482634087956,30715.89244072064,8.58,1.76,87.17,56.36
UTTARAKHAND,TEHRI GARHWAL,13.57178748519625,29759.375439265445,6.27,1.74,75.54,50.79
UTTARAKHAND,GARHWAL,22.116457700092106,53625.13477216411,8.62,1.32,85.83,56.18
UTTARAKHAND,PITHORAGARH,15.927552390270542,35071.64295805676,16.16,3.65,89.1,55.48
UTTARAKHAND,BAGESHWAR,14.621120593463589,27268.389906809596,12.85,1.66,87.78,52.22
UTTARAKHAND,ALMORA,16.706666281128214,38957.05422919618,1.48,1.66,88.02,48.03
UTTARAKHAND,CHAMPAWAT,14.250061621888094,28319.108947498153,11.68,1.85,84.73,50.99
UTTARAKHAND,NAINITAL,17.179880683633545,59685.419623823465,11.26,2.03,85.4,55.2
UTTARAKHAND,UDHAM SINGH NAGAR,13.40285838697509,32707.219713482064,14.59,5.15,72.26,41.11
WEST BENGAL,DARJILING,9.692320271081744,72516.96562150244,21.15,6.33,76.99,41.28
WEST BENGAL,JALPAIGURI,5.13834012506565,17084.593603773556,18.69,11.77,73.6,33.92
WEST BENGAL,KOCH BIHAR,5.24992852293261,12089.734048553326,46.74,27.26,79.18,26.67
WEST BENGAL,UTTAR DINAJPUR,3.6912222734337745,9243.020098206465,30.34,12.71,65.35,29.32
WEST BENGAL,DAKSHIN DINAJPUR,5.190076097253674,11509.441166013234,45.6,18.15,74.31,30.47
WEST BENGAL,MALDAH,4.587794211106223,12488.828219697682,49.08,18.92,72.25,30.02
WEST BENGAL,MURSHIDABAD,4.617242557406191,12835.93430958921,55.44,20.63,67.55,24.16
WEST BENGAL,BIRBHUM,6.681125307074798,20517.621610756498,49.89,24.97,70.79,25.76
WEST BENGAL,NADIA,5.457078721263255,22644.941558944192,39.94,15.13,76.15,28.25
WEST BENGAL,HUGLI,6.649580686863636,37863.65460592175,40.78,13.17,77.4,36.96
WEST BENGAL,BANKURA,6.00554845949341,19493.565444074164,45.72,16.04,68.3,27.93
WEST BENGAL,PURULIYA,4.812097818686297,17073.05003387239,37.01,12.0,60.95,26.87
WEST BENGAL,HAORA,6.98964892787239,40492.9537534724,30.4,9.4,80.48,40.07
WEST BENGAL,KOLKATA,30.35563460622404,474987.4018556744,16.66,4.86,87.6,55.35
WEST BENGAL,PASCHIM MEDINIPUR,6.020167221981998,22428.335912478946,55.69,24.99,70.85,26.19
WEST BENGAL,PURBA MEDINIPUR,5.200284543871268,19870.385360708417,57.61,22.04,77.0,30.87
