state_canon,round,bank_account_use,mobile_use,decisions,child_marriage,literacy,pop_2011,deposits_cr_2013,offices_2013,deposits_cr_2016,offices_2020,deposits_cr_2020,deposits_pc,log_deposits_pc,branch_density,log_branch,deposits_pc_std,log_deposits_pc_std,branch_density_std,log_branch_std,t,state_code
DELHI,NFHS-4,64.4,66.6,73.8,13.0,81.8,16787941.0,785733.5,2969.0,967058.69,7286.0,2435300.6402,576043.6553833493,13.26393872740216,17.685313523558367,2.8727345507196036,1.7174622099888213,1.7950333945731543,-0.13049263916945747,0.18705406969777688,1,9
DELHI,NFHS-5,72.45,73.81,92.0,9.87,85.02,16787941.0,785733.5,2969.0,967058.69,7286.0,2435300.6402,1450624.9695540385,14.18750503502267,43.40020017940258,3.770464053524353,5.430622872407605,2.7537877280857583,1.5781783304442802,1.5316835289915165,2,9
GOA,NFHS-3,42.4,,91.1,11.7,83.6,1458545.0,43424.5,581.0,55948.1882,1356.0,149749.9962,297724.78737371834,12.60392480646588,39.83421834773696,3.68472630039146,0.5358194564133735,1.109872836359814,1.341230382141646,1.4032645472426055,0,10
GOA,NFHS-4,82.8,80.9,93.8,9.8,89.0,1458545.0,43424.5,581.0,55948.1882,1356.0,149749.9962,383589.04387591744,12.857327060259026,39.83421834773696,3.68472630039146,0.9003684976356027,1.3729297570610253,1.341230382141646,1.4032645472426055,1,10
GOA,NFHS-5,88.34,91.18,93.13,5.83,92.96,1458545.0,43424.5,581.0,55948.1882,1356.0,149749.9962,1026708.097453284,13.84186822012971,92.96936330384047,4.5322700120398896,3.6308228674043765,2.394982094569423,4.871888746217226,2.672725157772969,2,10
GUJARAT,NFHS-3,19.9,,83.8,38.7,63.8,60439692.0,390172.3,6223.0,518453.2643,16706.0,1526349.3607,64555.640025432294,11.075282766980434,10.29621395158665,2.3317762501465564,-0.45413366926524157,-0.4770107123939159,-0.6214743844591637,-0.6231994252886736,0,11
GUJARAT,NFHS-4,48.6,47.9,85.4,24.9,72.9,60439692.0,390172.3,6223.0,518453.2643,16706.0,1526349.3607,85780.26246394505,11.359544217799753,10.29621395158665,2.3317762501465564,-0.36402148434152454,-0.18191885426218152,-0.6214743844591637,-0.6231994252886736,1,11
GUJARAT,NFHS-5,70.03,48.82,92.22,21.78,76.45,60439692.0,390172.3,6223.0,518453.2643,16706.0,1526349.3607,252540.88996681187,12.439328455049232,27.640776197204975,3.31929208089319,0.3439847262314444,0.939005337297779,0.5310156259531938,0.8559130171478443,2,11
HARYANA,NFHS-3,12.4,,83.8,39.8,60.4,25351462.0,185116.2,3647.0,252602.4404,10078.0,951525.9516,73019.93076375635,11.19848770702726,14.385758107362802,2.6662386968566154,-0.41819730646446196,-0.3491116441782412,-0.34973741468565916,-0.12223776872203974,0,12
HARYANA,NFHS-4,45.6,50.5,76.7,18.5,75.4,25351462.0,185116.2,3647.0,252602.4404,10078.0,951525.9516,99640.18658963338,11.509320842012194,14.385758107362802,2.6662386968566154,-0.30517718454486686,-0.02643571641089183,-0.34973741468565916,-0.12223776872203974,1,12
