rbi_state,rbi_district,census_state,census_district,population_2011,reporting_offices_dec2013,deposits_crore_dec2013,credit_crore_dec2013,deposits_crore_2015_16,accounts_thousands_2015_16,branch_density_2013,deposits_per_capita_2013_rs,credit_per_capita_2013_rs,deposits_per_capita_2015_16_rs,accounts_per_capita_2015_16
NCT OF DELHI,NCT OF DELHI,DELHI,DELHI,16787941,2969.0,785733.5,749144.3,967058.6900000001,45466.73099999999,17.685313523558367,468034.4659300387,446239.53586684633,576043.6553833493,2.708297044884777
GOA,NORTH GOA,GOA,NORTH GOA,818008,344.0,24369.0,7723.2,31550.2678,3045.3950000000004,42.05337845106649,297906.62194012775,94414.72455037115,385696.32326334214,3.722940362441444
GOA,SOUTH GOA,GOA,SOUTH GOA,640537,237.0,19055.5,4432.7,24397.920400000003,2441.883,37.00020451589838,297492.5726382707,69202.87196524166,380897.90909814736,3.8122434769576152
GUJARAT,AHMEDABAD,GUJARAT,AHMADABAD,7214225,978.0,108478.0,120698.3,144066.36169999998,13783.379,13.556549733339338,150366.81001770808,167305.98227806867,199697.62753448912,1.9105834653063911
GUJARAT,AMRELI,GUJARAT,AMRELI,1514190,144.0,3470.7,1960.3,4455.3285,1515.895,9.510035068254314,22921.165771798784,12946.195655763147,29423.84046916173,1.0011260145688454
GUJARAT,ANAND,GUJARAT,ANAND,2092745,268.0,18820.1,3635.4,24206.138600000002,3682.9380000000006,12.806146950536258,89930.21127753262,17371.44277014161,115666.9283644209,1.7598598969296309
GUJARAT,BANAS KANTHA,GUJARAT,BANAS KANTHA,3120506,157.0,3987.9,3352.4,5112.804,2460.416,5.0312353188873855,12779.658170822297,10743.129479642084,16384.535072196624,0.7884669986213775
GUJARAT,BHARUCH,GUJARAT,BHARUCH,1551019,207.0,9668.1,3840.0,13018.2144,2453.5150000000003,13.346064748400892,62333.859224161664,24757.91721442484,83933.30062365452,1.58187294933202
GUJARAT,BHAVNAGAR,GUJARAT,BHAVNAGAR,2880365,241.0,11187.800000000001,5440.5,13404.585599999999,3258.8730000000005,8.36699515512791,38841.60514379255,18888.231179034603,46537.801979957396,1.1314097345301726
GUJARAT,DANGS,GUJARAT,DANG,228291,12.0,353.4,68.2,546.4201999999999,240.661,5.2564490058740825,15480.242322299171,2987.415185005103,23935.24930899597,1.0541852285022186
GUJARAT,DOHAD,GUJARAT,DOHAD,2127086,88.0,2291.2,736.4,,,4.137115283538137,10771.543792775656,3462.013289542595,,
GUJARAT,GANDHINAGAR,GUJARAT,GANDHINAGAR,1391753,195.0,17093.3,8490.4,23860.9629,2266.6479999999997,14.011106855886066,122818.48862549604,61005.07776882823,171445.3850647349,1.6286280683425862
GUJARAT,JAMNAGAR,GUJARAT,JAMNAGAR,2160119,245.0,11436.1,3908.9,11952.9142,2027.2449999999997,11.341967734185015,52941.99069588296,18095.76231679829,55334.5172187273,0.9384876481341999
GUJARAT,JUNAGADH,GUJARAT,JUNAGADH,2743082,235.0,8676.1,3742.3,8356.9606,1879.7810000000002,8.567006017319205,31629.02166249496,13642.683667495176,30465.587977318944,0.685280644180524
GUJARAT,KACHCHH,GUJARAT,KACHCHH,2092371,322.0,21504.5,5942.9,28322.020899999996,3271.636,15.389240244679362,102775.7505719588,28402.706785746886,135358.50429966766,1.5636022483584413
GUJARAT,KHEDA,GUJARAT,KHEDA,2299885,191.0,8732.5,2051.5,11188.929999999997,2615.8329999999996,8.304763064240168,37969.289768836265,8920.011217952202,48649.95423684226,1.1373755644303953
GUJARAT,MAHESANA,GUJARAT,MAHESANA,2035064,234.0,7125.7,5026.0,10051.5528,2926.4879999999994,11.498409878018578,35014.62361871666,24697.011985863835,49391.82649783987,1.438032415688155
GUJARAT,NARMADA,GUJARAT,NARMADA,590297,42.0,890.8,361.1,1247.9208,747.1109999999999,7.115062417732091,15090.708575513681,6117.259616769185,21140.5580580623,1.2656527138033904
GUJARAT,NAVSARI,GUJARAT,NAVSARI,1329672,208.0,12827.2,2063.3,16481.679000000004,2547.247,15.642955555956656,96468.90360931116,15517.360672406428,123952.96734833856,1.915695750530958
GUJARAT,MAHISAGAR,GUJARAT,PANCH MAHALS,2390776,154.0,4878.4,1847.6,6586.890399999999,2549.593,6.441423203177546,20405.090230117752,7728.034746877164,27551.26536321261,1.0664290590168213
GUJARAT,PATAN,GUJARAT,PATAN,1343734,106.0,2944.5,1438.6,3934.2109000000005,1482.8380000000004,7.888466020804713,21912.819054961772,10705.987941065718,29278.19717295239,1.103520488430002
GUJARAT,PORBANDAR,GUJARAT,PORBANDAR,585449,69.0,4675.2,1061.4,6252.5967,909.235,11.785825921643045,79856.65702734141,18129.674830770913,106800.02357165184,1.5530558596905963
GUJARAT,RAJKOT,GUJARAT,RAJKOT,3804558,437.0,23333.5,21195.9,29151.5504,4116.591,11.48622257828636,61330.3831877448,55711.85930139585,76622.6994042409,1.0820155718482938
GUJARAT,ARAVALLI,GUJARAT,SABAR KANTHA,2428589,200.0,4639.8,3522.8,6347.0939,2907.1060000000007,8.235234533303082,19104.92059380982,14505.542106960049,26134.90343569867,1.1970349861586298
GUJARAT,SURAT,GUJARAT,SURAT,6081322,545.0,36833.1,31702.6,48355.9728,7589.199999999999,8.961867172960089,60567.58711345987,52131.099126143956,79515.56059685707,1.2479523366794258
GUJARAT,SURENDRANAGAR,GUJARAT,SURENDRANAGAR,1756268,160.0,4320.8,2423.8,5550.0576,1682.528,9.110226912976835,24602.167778493942,13800.854994795784,31601.427572557262,0.958013241714818
GUJARAT,TAPI,GUJARAT,TAPI,807022,45.0,1390.1,462.0,1924.0017,790.6099999999999,5.576056166994208,17225.05706164144,5724.750998114054,23840.75898798298,0.9796635035971757
GUJARAT,VADODARA,GUJARAT,VADODARA,4165626,567.0,51991.3,43984.1,67927.86349999999,7362.508,13.611399583159889,124810.29261868444,105588.21171175713,163067.60016381688,1.7674433566527576
GUJARAT,VALSAD,GUJARAT,VALSAD,1705678,173.0,8622.2,4281.5,11668.6188,2633.869,10.14259432319582,50549.98657425376,25101.455257088382,68410.4432372347,1.5441771541873672
HARYANA,AMBALA,HARYANA,AMBALA,1128350,222.0,8909.1,3942.3,12167.7653,2400.457,19.674746310985068,78956.88394558425,34938.6271990074,107836.79975185003,2.127404617361634
HARYANA,BHIWANI,HARYANA,BHIWANI,1634445,168.0,4103.2,2761.9,5781.1653,2006.5769999999998,10.278718464065784,25104.54619152067,16898.090789228147,35370.815781503814,1.227680955920817
HARYANA,FARIDABAD,HARYANA,FARIDABAD,1809733,251.0,20368.8,13244.7,29278.523800000006,3607.5510000000004,13.869449250248516,112551.40951731554,73185.93405767591,161783.6653252165,1.9934161558638763
HARYANA,FATEHABAD,HARYANA,FATEHABAD,942011,121.0,1995.9,2383.1,3060.0818,1250.1299999999999,12.844860622646657,21187.650674992117,25298.00607423905,32484.565466857606,1.3270864140652283
HARYANA,GURGAON,HARYANA,GURGAON,1514432,487.0,61488.5,30643.0,90184.0468,6415.565,32.15727084477877,406016.9093098931,202339.8871656172,595497.4987321979,4.236284626843595
HARYANA,HISAR,HARYANA,HISAR,1743931,207.0,6101.2,11676.1,9210.916900000002,2545.3650000000002,11.869735671881514,34985.32912139299,66952.76361278055,52816.98014428324,1.4595560260124973
HARYANA,JHAJJAR,HARYANA,JHAJJAR,958405,123.0,4355.6,3545.0,5805.043999999999,1327.013,12.8338228619425,45446.34053453394,36988.53824844403,60569.842603074896,1.384605672967065
HARYANA,JIND,HARYANA,JIND,1334152,133.0,2675.2,3434.9,3829.202399999999,1688.1470000000002,9.968879108227547,20051.688263406268,25745.941991617146,28701.39534325923,1.2653333353321063
HARYANA,KAITHAL,HARYANA,KAITHAL,1074304,122.0,2177.8,3439.6,3106.7041999999997,1526.2689999999998,11.356189681877757,20271.72941737162,32017.00822113666,28918.296869414986,1.4207049401286784
HARYANA,KARNAL,HARYANA,KARNAL,1505324,233.0,6986.9,11935.9,9604.0966,2437.946,15.478395348775413,46414.59247311542,79291.235640965,63800.8601470514,1.6195490140328594
HARYANA,KURUKSHETRA,HARYANA,KURUKSHETRA,964655,160.0,4711.4,3263.7,6532.6393,1693.4309999999996,16.58624067671862,48840.25895268257,33832.8210603791,67719.95480249416,1.7554783834635175
HARYANA,MAHENDRAGARH,HARYANA,MAHENDRAGARH,922088,100.0,2564.6,2810.0,3492.3078000000005,1289.8370000000002,10.844951891793409,27812.963621693376,30474.314815939477,37873.910082334885,1.3988220213255136
HARYANA,MEWAT,HARYANA,MEWAT,1089263,58.0,1204.8,557.0,1508.2826,683.1100000000001,5.324701197047912,11060.689658971249,5113.549253027047,13846.817527080237,0.6271304542612759
HARYANA,PALWAL,HARYANA,PALWAL,1042708,87.0,2165.1,1430.2,2932.4919,1201.654,8.343659010959923,20764.20244210268,13716.208181005612,28123.807432186193,1.152435773006441
HARYANA,PANCHKULA,HARYANA,PANCHKULA,561293,171.0,18771.7,15290.0,16674.0829,1662.8629999999998,30.465371918053496,334436.73803165194,272406.74656551925,297065.57715845376,2.962557879752642
HARYANA,PANIPAT,HARYANA,PANIPAT,1205437,173.0,5710.2,7203.8,7898.37,1887.632,14.351641769748232,47370.372736194426,59760.89998896666,65522.876765853376,1.565931691162624
HARYANA,REWARI,HARYANA,REWARI,900332,126.0,5083.5,2163.9,6686.8094,1598.8829999999998,13.994837459959216,56462.50494262117,24034.467285401384,74270.48466565667,1.7758815636898386
HARYANA,ROHTAK,HARYANA,ROHTAK,1061204,166.0,8313.2,3928.5,11486.519999999999,1934.9629999999997,15.64260971500296,78337.43559202566,37019.272449029595,108240.45141179263,1.8233657242151367
HARYANA,SIRSA,HARYANA,SIRSA,1295189,158.0,3137.0,3595.0,4616.783,1851.552,12.198991807373286,24220.403354259495,27756.5668022196,35645.631641405234,1.4295612455016218
HARYANA,SONIPAT,HARYANA,SONIPAT,1450001,217.0,8342.7,11992.4,10816.648500000001,2152.152,14.965506920340056,57535.82238908801,82706.14985782768,74597.52441550042,1.4842417350057
HARYANA,YAMUNANAGAR,HARYANA,YAMUNANAGAR,1214205,164.0,5949.8,3549.9,7929.957899999999,2093.006,13.506780156563348,49001.61010702476,29236.41394986843,65309.87683298949,1.723766579778538
HIMACHAL PRADESH,BILASPUR,HIMACHAL PRADESH,BILASPUR,381956,70.0,2055.6,494.0,2912.2872,586.311,18.326718260742076,53817.71722397344,12933.42688686655,76246.66715537917,1.5350223585962781
HIMACHAL PRADESH,CHAMBA,HIMACHAL PRADESH,CHAMBA,519080,74.0,1772.9,530.5,2432.4875,585.023,14.255991369345764,34154.6582415042,10220.004623564768,46861.514602758725,1.1270382214687524
HIMACHAL PRADESH,HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,454768,88.0,3518.6,591.6,5017.5987000000005,1049.19,19.350525982478977,77371.31900221652,13008.830876402913,110333.1522886395,2.307088449495127
HIMACHAL PRADESH,KANGRA,HIMACHAL PRADESH,KANGRA,1510075,247.0,10055.8,2069.5,13792.246799999999,2539.732,16.35680347002632,66591.39446716223,13704.617320331772,91334.84628246941,1.681858185851696
HIMACHAL PRADESH,KINNAUR,HIMACHAL PRADESH,KINNAUR,84121,27.0,521.7,205.2,689.2958000000001,115.21100000000001,32.096622722031356,62017.8076817917,24393.433268743833,81940.98976474366,1.3695866668251686
HIMACHAL PRADESH,KULU,HIMACHAL PRADESH,KULLU,437903,85.0,2538.3,1123.8,3749.3353999999995,743.3930000000001,19.410691408827983,57964.89176826832,25663.217653224572,85620.22639717013,1.697620249233278
HIMACHAL PRADESH,LAHUL AND SPITI,HIMACHAL PRADESH,LAHUL AND SPITI,31564,13.0,231.3,52.7,304.0005,54.996,41.18616144975288,73279.68571790648,16696.236218476744,96312.4128754277,1.742364719300469
HIMACHAL PRADESH,MANDI,HIMACHAL PRADESH,MANDI,999777,162.0,5001.4,1450.0,7614.1044999999995,1566.92,16.203613405789493,50025.15560970096,14503.234221231334,76158.02824029759,1.567269501098745
HIMACHAL PRADESH,SIMLA,HIMACHAL PRADESH,SHIMLA,814010,199.0,13722.8,3673.1,15965.5449,1370.616,24.446874117025587,168582.69554428078,45123.52428102849,196134.50571860297,1.6837827545116153
HIMACHAL PRADESH,SIRMAUR,HIMACHAL PRADESH,SIRMAUR,529855,82.0,1720.9,1363.0,2422.4314,620.122,15.475932094629664,32478.697002009983,25724.018835341743,45718.76079304716,1.1703617027299922
HIMACHAL PRADESH,SOLAN,HIMACHAL PRADESH,SOLAN,580320,165.0,4970.1,4060.6,6893.5149,1317.083,28.43258891645989,85644.12737799835,69971.73972980425,118788.16687344912,2.269580576233802
HIMACHAL PRADESH,UNA,HIMACHAL PRADESH,UNA,521173,96.0,3305.3,902.4,4557.0913,1009.4430000000001,18.419987221133866,63420.39975209767,17314.787987865835,87439.1286578545,1.9368674125482328
JAMMU AND KASHMIR,ANANTNAG,JAMMU AND KASHMIR,ANANTNAG,1078692,86.0,2358.5,1149.5,3210.8579999999997,1132.582,7.972618690043126,21864.44323310083,10656.424632796015,29766.216862644756,1.049958653628654
JAMMU AND KASHMIR,BADGAM,JAMMU AND KASHMIR,BADGAM,753745,65.0,1150.8,767.7,2105.1564000000003,821.412,8.623606126740476,15267.762970235292,10185.142189997943,27929.291736595274,1.0897743931966382
JAMMU AND KASHMIR,BANDIPORA,JAMMU AND KASHMIR,BANDIPORE,392232,20.0,589.1,357.9,,,5.099023027187991,15019.172326582227,9124.70170715291,,
JAMMU AND KASHMIR,BARAMULLA,JAMMU AND KASHMIR,BARAMULA,1008039,117.0,2475.5,1769.7,3288.0824000000002,1211.156,11.606693788633176,24557.5816015055,17555.868374140286,32618.603050080408,1.2014971642962227
JAMMU AND KASHMIR,DODA,JAMMU AND KASHMIR,DODA,409936,35.0,958.3,229.2,1316.9430000000002,492.411,8.53791811404707,23376.81979626088,5591.116662113111,32125.575699621408,1.2011899418445806
JAMMU AND KASHMIR,GANDERBAL,JAMMU AND KASHMIR,GANDERBAL,297446,30.0,637.9,422.0,799.4715,373.02299999999997,10.085864324953102,21445.909509625275,14187.449150434028,26877.870268889143,1.2540864560289933
JAMMU AND KASHMIR,JAMMU,JAMMU AND KASHMIR,JAMMU,1529958,295.0,19315.9,5849.9,26052.316400000003,3568.346,19.281575049772606,126251.17813691618,38235.69013005586,170281.25216509213,2.332316311951047
JAMMU AND KASHMIR,KARGIL,JAMMU AND KASHMIR,KARGIL,140802,17.0,608.5,153.6,895.5139,174.35999999999999,12.0736921350549,43216.71567165239,10908.935952614309,63600.93606624906,1.2383346827459836
JAMMU AND KASHMIR,KATHUA,JAMMU AND KASHMIR,KATHUA,616435,72.0,2457.2,899.0,3405.2018999999996,924.606,11.680063591457332,39861.461467956884,14583.857178777973,55240.24268576573,1.499924566255972
JAMMU AND KASHMIR,KISHTWAR,JAMMU AND KASHMIR,KISHTWAR,230696,20.0,691.3,144.6,914.2632,306.196,8.66941776190311,29965.842494018103,6267.989041855949,39630.64812567188,1.3272705205118425
JAMMU AND KASHMIR,KULGAM,JAMMU AND KASHMIR,KULGAM,424483,36.0,792.2,482.3,1098.385,505.975,8.480905006796503,18662.70262884497,11362.05690216098,25875.830127472713,1.191979419670517
JAMMU AND KASHMIR,KUPWARA,JAMMU AND KASHMIR,KUPWARA,870354,63.0,1091.9,692.8,1524.83,810.605,7.238434016503629,12545.470004159228,7959.979502593198,17519.6529228337,0.9313509215790357
JAMMU AND KASHMIR,LEH LADAKH,JAMMU AND KASHMIR,LEH,133487,29.0,1353.3,290.4,1929.6697,266.323,21.724961981316532,101380.65879074366,21754.92744611835,144558.62368620167,1.9951231206035045
JAMMU AND KASHMIR,PULWAMA,JAMMU AND KASHMIR,PULWAMA,560440,50.0,1331.9,879.4,1856.1019,601.3289999999998,8.92156163014774,23765.25587038755,15691.242595103848,33118.65498536864,1.072958746699022
JAMMU AND KASHMIR,POONCH,JAMMU AND KASHMIR,PUNCH,476835,27.0,1142.6,224.9,1666.0940000000003,536.063,5.66233602818585,23962.16720668575,4716.516195329621,34940.68178720103,1.1242106808434784
JAMMU AND KASHMIR,RAJOURI,JAMMU AND KASHMIR,RAJOURI,642415,54.0,1758.2,418.0,2438.8013,826.922,8.405781309589594,27368.601293556345,6506.6973840897235,37963.01923211631,1.2872084244608235
JAMMU AND KASHMIR,RAMBAN,JAMMU AND KASHMIR,RAMBAN,283713,20.0,598.5,145.2,906.7988,316.94599999999997,7.049377363744347,21095.26176100496,5117.847966078396,31961.83467095269,1.1171359789646578
JAMMU AND KASHMIR,REASI,JAMMU AND KASHMIR,REASI,314667,34.0,1206.5,307.6,1585.5013999999999,413.471,10.805073299710488,38342.12040029619,9775.413373502783,50386.64365821646,1.3139954300895869
JAMMU AND KASHMIR,SAMBA,JAMMU AND KASHMIR,SAMBA,318898,58.0,1754.2,1007.1,2397.7654,574.856,18.187633663428432,55008.18443514854,31580.63079730823,75189.10121731715,1.8026328167627266
JAMMU AND KASHMIR,SHOPIAN,JAMMU AND KASHMIR,SHUPIYAN,266215,24.0,510.0,625.7,764.2598,308.40799999999996,9.015269612906861,19157.447927427078,23503.559153315928,28708.36729710948,1.1584921961572412
JAMMU AND KASHMIR,SRINAGAR,JAMMU AND KASHMIR,SRINAGAR,1236829,188.0,16254.3,7002.4,18606.026,2014.222,15.200161057025667,131419.13716447464,56615.74882218965,150433.29352723784,1.6285371704576785
JAMMU AND KASHMIR,UDHAMPUR,JAMMU AND KASHMIR,UDHAMPUR,554985,60.0,2141.6,578.8,2799.5325,735.762,10.81110300278386,38588.43031793652,10429.110696685497,50443.390361901664,1.3257331279223763
JHARKHAND,BOKARO,JHARKHAND,BOKARO,2062330,178.0,10411.7,3049.3,14442.589999999998,2819.557,8.631014435129197,50485.130895637456,14785.703548898577,70030.45099474864,1.3671706273971673
JHARKHAND,CHATRA,JHARKHAND,CHATRA,1042886,46.0,1188.9,275.1,1881.5625,828.5809999999999,4.410836850815909,11400.095504206596,2637.872212303166,18041.880895898496,0.794507741018673
JHARKHAND,DEOGHAR,JHARKHAND,DEOGHAR,1492073,107.0,3015.9,902.3,4419.8325,1497.39,7.171230898220127,20212.81800555335,6047.291251835533,29622.092886876184,1.0035634985687698
JHARKHAND,DHANBAD,JHARKHAND,DHANBAD,2684487,218.0,15228.5,3497.1,19218.397999999997,3327.5980000000004,8.1207321920352,56727.784489178004,13027.069976498304,71590.57950364445,1.2395656972821998
JHARKHAND,DUMKA,JHARKHAND,DUMKA,1321442,95.0,1915.3,491.2,2958.4158999999995,1187.1680000000001,7.189116132225251,14494.014871632657,3717.15141489373,22387.78470791756,0.8983882758380619
JHARKHAND,GARHWA,JHARKHAND,GARHWA,1322784,49.0,1184.2,404.0,1587.434,997.5780000000001,3.7043084887630937,8952.330841618888,3054.164549918959,12000.704574594189,0.7541503374700632
JHARKHAND,GIRIDIH,JHARKHAND,GIRIDIH,2445474,127.0,3511.9,1498.6,5223.2432,2251.727,5.193267235717902,14360.81512213992,6128.055338147124,21358.817145469548,0.9207732325103436
JHARKHAND,GODDA,JHARKHAND,GODDA,1313551,78.0,1532.0,461.2,2277.9486,1121.769,5.938102136879345,11663.041632947636,3511.093212216351,17341.912114565785,0.853997294357052
JHARKHAND,GUMLA,JHARKHAND,GUMLA,1025213,58.0,1304.8,326.8,1702.6024000000002,899.405,5.657360958161865,12727.111341740692,3187.630277805685,16607.304043159813,0.8772859883750986
JHARKHAND,HAZARIBAG,JHARKHAND,HAZARIBAGH,1734495,126.0,4811.0,1312.8,6196.355999999999,1951.3739999999998,7.264362249530843,27737.179986105464,7568.773619987373,35724.26556432852,1.1250387000250792
JHARKHAND,JAMTARA,JHARKHAND,JAMTARA,791042,53.0,1019.2,267.9,1441.3145,706.807,6.700023513290066,12884.271631594782,3386.672262661148,18220.45479253946,0.8935138715769833
JHARKHAND,KHUNTI,JHARKHAND,KHUNTI,531885,41.0,694.9,179.8,1078.0491,580.558,7.708433213946623,13064.854244808559,3380.4299801648854,20268.462167573816,1.091510382883518
JHARKHAND,KODERMA,JHARKHAND,KODARMA,716259,51.0,1533.5,492.1,2221.3266000000003,772.6959999999999,7.120329378060171,21409.85313971622,6870.419778320412,31012.896173032386,1.0787941233548197
JHARKHAND,LATEHAR,JHARKHAND,LATEHAR,726978,34.0,826.6,250.1,1224.9328,625.7479999999999,4.676895311825117,11370.357837513653,3440.26916908077,16849.654322414157,0.8607523198776302
JHARKHAND,LOHARDAGGA,JHARKHAND,LOHARDAGA,461790,35.0,633.6,236.9,956.8702000000001,507.1170000000001,7.579202667879339,13720.522315338141,5130.037462916044,20720.894779012106,1.0981550055219906
JHARKHAND,PAKUR,JHARKHAND,PAKUR,900422,48.0,611.2,194.6,1011.1151,619.567,5.330833764612593,6787.928326940035,2161.2088554033553,11229.346906228413,0.6880851422999438
JHARKHAND,PALAMAU,JHARKHAND,PALAMU,1939869,100.0,2977.9,870.0,4010.4985,1801.167,5.154987269758937,15351.03659061514,4484.838924690275,20674.068712887314,0.9284992955709895
JHARKHAND,PASCHIMI SINGHBHUM,JHARKHAND,PASHCHIMI SINGHBHUM,1502338,116.0,12227.0,1551.9,16605.5949,1339.2229999999997,7.721298402889363,81386.47894148987,10329.899130555175,110531.68394861875,0.8914258975010948
JHARKHAND,PURBI SINGHBHUM,JHARKHAND,PURBI SINGHBHUM,2293919,265.0,15225.0,7487.8,20872.8711,3632.879,11.552282360449519,66371.13167465809,32641.954663612796,90992.18891338361,1.583699773182924
JHARKHAND,RAMGARH,JHARKHAND,RAMGARH,949443,84.0,3208.5,1061.5,4410.1170999999995,1192.096,8.847292570486065,33793.497871910164,11180.239361393997,46449.51934976612,1.2555740576316852
JHARKHAND,RANCHI,JHARKHAND,RANCHI,2914253,346.0,25954.4,7776.7,40258.481,4579.8460000000005,11.87268229628656,89060.21543084968,26685.05445477795,138143.39729597946,1.5715334255467868
JHARKHAND,SAHEBGANJ,JHARKHAND,SAHIBGANJ,1150567,62.0,1130.2,490.7,1673.5040000000001,1009.3029999999999,5.38864751031448,9822.982929286169,4264.853763405347,14545.037359840846,0.8772222738875701
JHARKHAND,SERAIKELA KHARSAWAN,JHARKHAND,SARAIKELA KHARSAWAN,1065056,86.0,2076.9,1094.0,2944.6839,1099.1159999999998,8.074692786107022,19500.383078448456,10271.760358140793,27648.16028452964,1.031979539104047
JHARKHAND,SIMDEGA,JHARKHAND,SIMDEGA,599578,38.0,748.4,166.2,1004.6657999999999,551.9909999999999,6.337790912942102,12482.112419068078,2771.9496045552037,16756.215204693966,0.9206325115331114
KARNATAKA,BAGALKOTE,KARNATAKA,BAGALKOT,1889752,206.0,4312.9,4994.3,6206.4378,2582.158,10.900901282284659,22822.571427361898,26428.335569958384,32842.604743902906,1.3664004588961938
KARNATAKA,BELLARY,KARNATAKA,BALLARI,2452595,261.0,7900.7,8134.0,11218.932499999999,3193.682,10.641789614673439,32213.634945843078,33164.87230871791,45743.110868284406,1.302164442152088
KARNATAKA,BELGAUM,KARNATAKA,BELGAUM,4779661,490.0,14193.8,10325.8,18715.2972,6845.864999999999,10.251773085999195,29696.2483322562,21603.624190083774,39156.11839417063,1.4322909093343648
KARNATAKA,BANGALORE URBAN,KARNATAKA,BENGALURU,9621551,1848.0,329260.6,229846.8,451912.51190000004,26972.614000000005,19.206882549393544,342211.56235621474,238887.4725083305,469687.79971129395,2.8033540538318618
KARNATAKA,BANGALORE RURAL,KARNATAKA,BENGALURU RURAL,990923,163.0,3874.0,2764.0,7882.9999,1661.5439999999999,16.449310390413785,39094.864081265645,27893.186453437855,79552.09335135021,1.6767639867073423
KARNATAKA,BIDAR,KARNATAKA,BIDAR,1703300,143.0,2336.7,1957.4,3361.0013,1613.5609999999997,8.39546762167557,13718.663770328187,11491.810015851583,19732.292021370282,0.9473146245523394
KARNATAKA,BIJAPUR,KARNATAKA,BIJAPUR,2177331,185.0,3962.7,4032.8,5752.223,2690.474,8.496641071109536,18199.80517431663,18521.75897922732,26418.688752422117,1.235675237251479
KARNATAKA,CHAMARAJANAGAR,KARNATAKA,CHAMARAJANAGAR,1020791,98.0,1284.7,1435.1,1981.1797000000001,1486.73,9.60039812263235,12585.338232801818,14058.705454887435,19408.279461711554,1.4564489694756322
KARNATAKA,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,1255104,126.0,2015.5,2208.8,3313.6993,1420.1330000000003,10.039008719596145,16058.430217734945,17598.5416347968,26401.79060858702,1.1314863150782726
KARNATAKA,CHIKMAGALUR,KARNATAKA,CHIKKAMAGALURU,1137961,195.0,4225.0,3126.7,6043.4918,1908.7000000000003,17.135912390670683,37127.81017978648,27476.33706251796,53108.074881300854,1.677298255388366
KARNATAKA,CHITRADURGA,KARNATAKA,CHITRADURGA,1659456,177.0,2807.8,2583.6,4205.5083,2048.7039999999997,10.66614601411547,16920.002699679895,15568.957537891936,25342.692424505385,1.234563616028385
KARNATAKA,DAKSHIN KANNAD,KARNATAKA,DAKSHINA KANNADA,2089649,494.0,25808.9,12308.5,33263.5861,5220.389000000001,23.640333855111553,123508.30211198148,58902.23669142521,159182.6478992405,2.49821333630672
KARNATAKA,DAVANGERE,KARNATAKA,DAVANAGERE,1945497,184.0,4147.6,4178.9,5925.383900000001,2502.735,9.457737534419225,21318.974020520207,21479.858360100272,30456.916150474663,1.286424497185038
KARNATAKA,DHARWAD,KARNATAKA,DHARWAD,1847023,307.0,11548.5,7757.9,16544.9335,3821.9709999999995,16.621341477610187,62524.938779863594,42002.18405509839,89576.218054675,2.0692601012548297
KARNATAKA,GADAG,KARNATAKA,GADAG,1064570,132.0,2288.8,1927.3,3301.3055000000004,1642.9129999999998,12.399372516602947,21499.760466667292,18104.023220643077,31010.694458795573,1.5432644166189164
KARNATAKA,GULBARGA,KARNATAKA,GULBARGA,2566326,212.0,5647.4,4447.7,8240.9684,2624.6420000000003,8.26083669806564,22005.777909743345,17331.001595276673,32111.931219961923,1.022723535513415
KARNATAKA,HASSAN,KARNATAKA,HASSAN,1776421,249.0,4529.3,3937.4,6774.0124000000005,2840.9509999999996,14.01694755916531,25496.771317159615,22164.79089134839,38132.92231965283,1.5992554692834635
KARNATAKA,HAVERI,KARNATAKA,HAVERI,1597668,163.0,2423.6,2443.8,3533.9328,2273.5609999999997,10.202369954208258,15169.609706146708,15296.043984106836,22119.3189073074,1.4230497199668515
KARNATAKA,KODAGU,KARNATAKA,KODAGU,554519,138.0,3077.6,1876.8,4291.567800000001,1054.5629999999999,24.886433106890834,55500.35255780235,33845.54902537154,77392.61954955557,1.901761706992907
KARNATAKA,KOLAR,KARNATAKA,KOLAR,1536401,134.0,2974.1,2284.8,4496.320699999999,1735.1440000000005,8.72168138396161,19357.57657017927,14871.117631399615,29265.281004112854,1.1293562032307976
KARNATAKA,KOPPAL,KARNATAKA,KOPPAL,1389920,128.0,2148.6,2530.2,3202.2893,1496.087,9.209163117301715,15458.443651433176,18203.92540577875,23039.378525382755,1.076383532865201
KARNATAKA,MANDYA,KARNATAKA,MANDYA,1805769,178.0,2830.0,2743.1,4247.944799999999,2653.4659999999994,9.857296254393558,15671.993483108858,15190.758064846612,23524.29795837673,1.4694382282562164
KARNATAKA,MYSORE,KARNATAKA,MYSORE,3001127,387.0,18181.2,11087.3,25382.140799999997,5422.173,12.895155719834582,60581.24164688799,36943.78811693074,84575.36385497847,1.80671227842074
KARNATAKA,RAICHUR,KARNATAKA,RAICHUR,1928812,176.0,3366.8,3996.9,4914.762,2003.743,9.12478769314998,17455.304093918952,20722.081778835884,25480.772620659765,1.03884826514974
KARNATAKA,RAMANAGARA,KARNATAKA,RAMANAGARA,1082636,136.0,3596.5,2309.0,4877.5469,1653.1059999999998,12.561932172955638,33219.84489708452,21327.574549525416,45052.50980015444,1.5269268710813235
