rbi_state,rbi_district,census_state,census_district,population_2011,reporting_offices_dec2013,deposits_crore_dec2013,credit_crore_dec2013,deposits_crore_2015_16,accounts_thousands_2015_16,branch_density_2013,deposits_per_capita_2013_rs,credit_per_capita_2013_rs,deposits_per_capita_2015_16_rs,accounts_per_capita_2015_16
KARNATAKA,SHIMOGA,KARNATAKA,SHIVAMOGGA,1752753,240.0,7153.6,4245.2,10205.8064,3008.5029999999997,13.692745070183877,40813.508805861406,24220.183904976915,58227.2938628546,1.7164443592451415
KARNATAKA,TUMKUR,KARNATAKA,TUMKUR,2678980,238.0,5113.1,5042.5,7556.7612,3840.4570000000003,8.883978230520572,19085.995416165853,18822.46228042016,28207.605879849794,1.4335519488760649
KARNATAKA,UDIPI,KARNATAKA,UDUPI,1177361,305.0,12939.3,5865.2,17342.8986,3400.7659999999996,25.90539350292731,109900.87152538601,49816.49638471123,147303.15170962855,2.888464965291019
KARNATAKA,UTTAR KANNAD,KARNATAKA,UTTARA KANNADA,1437169,239.0,6680.1,1880.7,9420.9665,3009.817,16.629916175481103,46480.96361666582,13086.143661601385,65552.25237950443,2.09426796709364
KARNATAKA,YADGIR,KARNATAKA,YADGIR,1174271,91.0,1183.4,1377.6,1947.0661,959.3190000000001,7.749488831794364,10077.741850049946,11731.533862285622,16581.062633753198,0.816948557871224
KERALA,ALAPUZHA,KERALA,ALAPPUZHA,2127789,335.0,15427.3,8456.5,21888.9527,3993.198,15.744042289907503,72503.89958778808,39743.132425254575,102871.81999718958,1.8766889010141512
KERALA,ERNAKULAM,KERALA,ERNAKULAM,3282388,851.0,54190.3,46718.9,74142.4702,7979.497000000001,25.92624637916054,165094.1326863247,142332.0460591496,225879.6650487389,2.431003586413307
KERALA,IDUKKI,KERALA,IDUKKI,1108974,154.0,2954.7,3741.0,4067.9419999999996,1659.073,13.88670969743204,26643.54619675484,33733.883752008616,36682.03222077343,1.4960431894706279
KERALA,KANNUR,KERALA,KANNUR,2523003,336.0,13470.0,7554.5,19245.5603,4539.2919999999995,13.317463356167234,53388.75934749186,29942.493132192074,76280.37025718954,1.7991623474090197
KERALA,KASARAGOD,KERALA,KASARAGOD,1307375,191.0,4252.2,3645.3,6175.1146,2271.672,14.609427287503584,32524.715555980496,27882.589157663257,47232.925518692035,1.7375825604742328
KERALA,KOLLAM,KERALA,KOLLAM,2635375,345.0,18492.7,11283.1,24205.105100000004,4476.465,13.091116065076127,70171.03827728501,42814.02077503202,91846.91021201917,1.6986064601811885
KERALA,KOTTAYAM,KERALA,KOTTAYAM,1974551,447.0,19764.9,11648.7,27537.1095,4053.723,22.638057968621727,100098.19954004734,58994.17133312839,139460.10763966086,2.0529847038643214
KERALA,KOZHIKODE,KERALA,KOZHIKODE,3086293,382.0,14900.9,10864.0,20731.973299999998,4973.632,12.377308311297728,48280.898799951916,35200.80562668548,67174.35220829648,1.6115229500245116
KERALA,MALAPPURAM,KERALA,MALAPPURAM,4112920,386.0,11878.9,7331.5,17077.1053,5209.522,9.385059762893516,28881.913579646578,17825.535142915494,41520.63570407399,1.2666237125934858
KERALA,PALAKKAD,KERALA,PALAKKAD,2809934,358.0,11996.4,8490.9,16794.6472,4419.326999999999,12.740512766492024,42692.817696074,30217.435712013164,59768.831581097635,1.572751174938628
KERALA,PATHANAMTHITTA,KERALA,PATHANAMTHITTA,1197412,353.0,22352.4,6476.5,30776.0668,3195.455,29.480245729957606,186672.59055362732,54087.48200285282,257021.53310639947,2.668634521785317
KERALA,THIRUVANANTHAPURAM,KERALA,THIRUVANANTHAPURAM,3301427,615.0,44076.8,27910.7,59415.89839999999,7177.436,18.628308304257523,133508.3283683086,84541.32107116104,179970.3534259579,2.174040498245153
KERALA,THRISSUR,KERALA,THRISSUR,3121200,606.0,29510.4,17155.7,41639.8996,6600.102000000002,19.415609381007307,94548.25067281815,54965.077534281685,133409.90516468024,2.1146039984621305
KERALA,WAYANAD,KERALA,WAYANAD,817420,105.0,1656.1,2103.0,2438.8308999999995,1292.636,12.845293729049937,20260.086613980573,25727.288297325733,29835.713586650676,1.5813608671184949
LAKSHADWEEP,LAKSHADWEEP,LAKSHADWEEP,LAKSHADWEEP,64473,12.0,670.2,61.1,754.8396,90.69200000000001,18.61244241775627,103950.49090316877,9476.835264374235,117078.4049136848,1.406666356459293
MADHYA PRADESH,ALIRAJPUR,MADHYA PRADESH,ALIRAJPUR,728999,24.0,535.1,131.4,682.2511999999999,489.318,3.292185585988458,7340.2021127601,1802.4716083286808,9358.739861097201,0.6712190277352919
MADHYA PRADESH,ANUPPUR,MADHYA PRADESH,ANUPPUR,749237,45.0,1640.9,368.0,2292.9387,938.734,6.006110216126539,21900.94723031564,4911.66346563237,30603.650113382013,1.2529199705834069
MADHYA PRADESH,ASHOKNAGAR,MADHYA PRADESH,ASHOKNAGAR,845071,54.0,1044.1,714.3,1278.731,739.1439999999999,6.389995633502983,12355.174890630491,8452.54422409478,15131.639826712784,0.8746531356536905
MADHYA PRADESH,BALAGHAT,MADHYA PRADESH,BALAGHAT,1701698,97.0,2094.4,760.2,2628.0262000000002,1945.554,5.7001888701755545,12307.706772882144,4467.302658873667,15443.552263680162,1.1433015728995393
MADHYA PRADESH,BARWANI,MADHYA PRADESH,BARWANI,1385881,79.0,1320.1,1453.6,1753.4786,1239.135,5.700345123426903,9525.34885751374,10488.635027105502,12652.447071573966,0.8941135638629868
MADHYA PRADESH,BETUL,MADHYA PRADESH,BETUL,1575362,101.0,2864.1,1030.9,3719.976,1890.6939999999997,6.411224848637964,18180.583256419795,6543.892768773146,23613.467888650353,1.200164787521852
MADHYA PRADESH,BHIND,MADHYA PRADESH,BHIND,1703005,74.0,1780.3,592.3,2311.54,1207.8709999999999,4.345260289899326,10453.874181226714,3477.9698239288787,13573.30131150525,0.7092586340028361
MADHYA PRADESH,BHOPAL,MADHYA PRADESH,BHOPAL,2371061,395.0,58910.0,25072.2,71636.3424,5320.275,16.659208683370018,248454.17304742476,105742.53467118728,302127.79173542984,2.2438372526054793
MADHYA PRADESH,BURHANPUR,MADHYA PRADESH,BURHANPUR,757847,45.0,1388.7,977.9,1817.0948000000003,756.103,5.937874003591754,18324.279175084153,12903.659973583059,23977.06661107058,0.9976987439417191
MADHYA PRADESH,CHHATARPUR,MADHYA PRADESH,CHHATARPUR,1762375,90.0,2836.6,888.9,3572.9031999999997,1836.75,5.106745159231151,16095.325909638981,5043.761968933967,20273.22902333499,1.0422015745797575
MADHYA PRADESH,CHHINDWARA,MADHYA PRADESH,CHHINDWARA,2090922,147.0,4232.3,1870.3,5701.517599999999,2634.5699999999997,7.030391377583669,20241.309814522014,8944.857818703902,27267.959302164305,1.2600039599755513
MADHYA PRADESH,DAMOH,MADHYA PRADESH,DAMOH,1264219,69.0,1562.9,727.5,2024.1386000000002,1343.5739999999998,5.457915123882808,12362.573256690494,5754.5409458329605,16010.980692427502,1.0627699789356115
MADHYA PRADESH,DATIA,MADHYA PRADESH,DATIA,786754,51.0,1065.8,653.7,1358.3492999999999,741.846,6.482331198824538,13546.80116021018,8308.823342493333,17265.235384885236,0.9429198961810172
MADHYA PRADESH,DEWAS,MADHYA PRADESH,DEWAS,1563715,114.0,2529.5,2454.0,3388.4940999999994,1779.9270000000001,7.290331038584397,16176.221370262483,15693.396814636939,21669.512027447454,1.1382681626767028
MADHYA PRADESH,DHAR,MADHYA PRADESH,DHAR,2185793,171.0,3216.5,2412.2,4358.6402,2483.0919999999996,7.823247672583817,14715.48312214377,11035.811716846014,19940.772982620038,1.13601425203576
MADHYA PRADESH,DINDORI,MADHYA PRADESH,DINDORI,704524,32.0,644.6,145.4,780.302,678.883,4.542073797344022,9149.439905524865,2063.80478166819,11075.591463172297,0.9636052143007193
MADHYA PRADESH,GUNA,MADHYA PRADESH,GUNA,1241519,79.0,1859.9,1426.0,2358.8718,1275.3049999999998,6.363172855187879,14980.842016916375,11485.92973607331,18999.88481851667,1.027213437732326
MADHYA PRADESH,GWALIOR,MADHYA PRADESH,GWALIOR,2032036,202.0,11088.9,4008.7,16245.5003,3128.71,9.94076876590769,54570.39146944247,19727.504827670375,79946.91186573466,1.5396922101773787
MADHYA PRADESH,HARDA,MADHYA PRADESH,HARDA,570465,53.0,1154.7,1937.0,1227.9886999999999,633.1899999999999,9.290666386193719,20241.382030448844,33954.75620765516,21526.100637199474,1.1099541602026415
MADHYA PRADESH,HOSHANGABAD,MADHYA PRADESH,HOSHANGABAD,1241350,138.0,3136.7,2602.6,4260.733700000001,1832.338,11.116929149716034,25268.45772747412,20965.883916703588,34323.38744109237,1.4760849075603173
MADHYA PRADESH,INDORE,MADHYA PRADESH,INDORE,3276697,462.0,30613.8,34076.1,41336.37589999999,6273.6320000000005,14.099564286841293,93428.84007889652,103995.27328892479,126152.57346040843,1.9146207293503186
MADHYA PRADESH,JABALPUR,MADHYA PRADESH,JABALPUR,2463289,251.0,13923.3,5229.5,19407.988999999998,3913.102,10.189628581948767,56523.2094163535,21229.746083386886,78788.92407671206,1.58856796746139
MADHYA PRADESH,JHABUA,MADHYA PRADESH,JHABUA,1025048,45.0,990.7,407.6,1219.8791999999999,858.0989999999999,4.390038320156715,9664.913252842794,3976.3991539908375,11900.70318658248,0.8371305538862569
MADHYA PRADESH,KATNI,MADHYA PRADESH,KATNI,1292042,84.0,2751.8,1153.2,3603.4473,1497.1470000000002,6.501336643855231,21298.069257810504,8925.406449635539,27889.552352013325,1.1587448395640392
MADHYA PRADESH,EAST NIMAR,MADHYA PRADESH,KHANDWA,1310061,83.0,2021.5,1489.3,2558.9024,1474.0719999999997,6.335582846905602,15430.579186770692,11368.172932405438,19532.69656909106,1.1251934070245582
MADHYA PRADESH,WEST NIMAR,MADHYA PRADESH,KHARGONE,1873046,106.0,2272.4,1957.9,2943.8030000000003,2002.1770000000001,5.659231006606351,12132.109942841767,10453.026780976015,15716.661523529056,1.0689417131239705
MADHYA PRADESH,MANDLA,MADHYA PRADESH,MANDLA,1054905,58.0,1495.8,437.2,1848.2851999999998,998.9990000000001,5.498125423616345,14179.475876974704,4144.4490262156305,17520.868703816926,0.947003758632294
MADHYA PRADESH,MANDSAUR,MADHYA PRADESH,MANDSAUR,1340411,83.0,1936.9,1043.8,2583.4714,1472.839,6.192130622622464,14450.04554573187,7787.163787823287,19273.725745312444,1.0987965631436925
MADHYA PRADESH,MORENA,MADHYA PRADESH,MORENA,1965970,83.0,1977.7,1564.1,2710.156,1608.3190000000002,4.221834514260136,10059.665203436472,7955.869112956962,13785.3375178665,0.8180791161614879
MADHYA PRADESH,NARSIMHAPUR,MADHYA PRADESH,NARSIMHAPUR,1091854,93.0,1785.4,1504.3,2506.3900000000003,1343.043,8.517622319467621,16352.003106642464,13777.483070080798,22955.358500312315,1.2300573153553498
MADHYA PRADESH,NEEMUCH,MADHYA PRADESH,NEEMUCH,826067,66.0,1536.7,771.8,2072.8786,1029.683,7.989666697737593,18602.607294565696,9343.06781411193,25093.34714980746,1.2464884809585663
MADHYA PRADESH,PANNA,MADHYA PRADESH,PANNA,1016520,49.0,1237.1,380.7,1626.3099000000002,1137.521,4.820367528430331,12169.952386573801,3745.13044504781,15998.798843111796,1.1190345492464486
MADHYA PRADESH,RAISEN,MADHYA PRADESH,RAISEN,1331597,110.0,1749.0,2102.5,2177.6487,1450.788,8.260757571547547,13134.604538760601,15789.311631071563,16353.661806086977,1.089509814155484
MADHYA PRADESH,RAJGARH,MADHYA PRADESH,RAJGARH,1545814,93.0,1452.2,1646.2,1889.8179000000005,1683.0230000000001,6.016247750376178,9394.403207630414,10649.40542652609,12225.389988704983,1.0887616492022973
MADHYA PRADESH,RATLAM,MADHYA PRADESH,RATLAM,1455069,110.0,2986.4,1879.2,4001.5493999999994,1741.317,7.559778952063442,20524.112602220237,12914.851460652382,27500.75357251099,1.196724691406387
MADHYA PRADESH,REWA,MADHYA PRADESH,REWA,2365106,146.0,5431.9,1291.8,7043.8547,2511.5240000000003,6.173084842708953,22966.835313089563,5461.911643706456,29782.405947133026,1.0619075846917645
MADHYA PRADESH,SAGAR,MADHYA PRADESH,SAGAR,2378458,165.0,6245.2,2160.6,8098.8661999999995,2976.8430000000003,6.937267759195244,26257.348248318867,9084.03680031348,34050.91113654309,1.251585270793094
MADHYA PRADESH,SATNA,MADHYA PRADESH,SATNA,2228935,150.0,4690.9,1643.7,6123.8427999999985,2389.599,6.729671345283734,21045.476875727647,7374.373860161916,27474.299609454734,1.0720810611345777
MADHYA PRADESH,SEHORE,MADHYA PRADESH,SEHORE,1311332,105.0,1726.8,1915.6,2226.5674,1553.3629999999998,8.007125579182082,13168.289952506306,14608.047389982095,16979.43312601233,1.1845688201004778
MADHYA PRADESH,SEONI,MADHYA PRADESH,SEONI,1379131,70.0,1679.2,829.7,2122.0242,1413.726,5.0756599626866485,12175.783156204885,6016.1072443444455,15386.676102560235,1.0250846366298778
MADHYA PRADESH,SHAHDOL,MADHYA PRADESH,SHAHDOL,1066063,58.0,2047.5,503.4,2755.8426,1337.572,5.440579027693485,19206.18199862485,4722.047383691208,25850.65422962808,1.2546838226258674
MADHYA PRADESH,AGAR MALWA,MADHYA PRADESH,SHAJAPUR,1512681,95.0,1470.8,1669.6999999999998,1859.6019,1710.7060000000001,6.280240182827708,9723.133958845256,11038.017929755182,12293.417448887109,1.1309099539162588
MADHYA PRADESH,SHEOPUR,MADHYA PRADESH,SHEOPUR,687861,27.0,600.5,378.7,641.7703,578.778,3.925211634327284,8729.961431161237,5505.472762665713,9329.941659724856,0.8414170886269173
MADHYA PRADESH,SHIVPURI,MADHYA PRADESH,SHIVPURI,1726050,79.0,2127.1,874.8,2639.9898,1599.5120000000002,4.576924191072101,12323.513223834767,5068.219344746676,15294.978708612149,0.9266892616088759
MADHYA PRADESH,SIDHI,MADHYA PRADESH,SIDHI,1127033,55.0,1599.5,260.3,2102.3831,1024.203,4.880070060060353,14192.131020120973,2309.604066606745,18654.1396747034,0.9087604355861807
MADHYA PRADESH,SINGRAULI,MADHYA PRADESH,SINGRAULI,1178273,68.0,7206.8,542.2,6942.8538,1133.791,5.771158296931187,61164.09355047599,4601.650042053073,58923.98281213267,0.9622481377405746
MADHYA PRADESH,TIKAMGARH,MADHYA PRADESH,TIKAMGARH,1445166,71.0,1947.6,492.3,2454.4465,1302.4409999999998,4.912930417682121,13476.65250912352,3406.52907693649,16983.837842849887,0.9012397191741293
MADHYA PRADESH,UJJAIN,MADHYA PRADESH,UJJAIN,1986864,166.0,5459.2,3418.6,7614.7728,2598.5429999999997,8.354874817803333,27476.465424910813,17206.009067555708,38325.58645181552,1.3078615345589832
MADHYA PRADESH,UMARIA,MADHYA PRADESH,UMARIA,644758,32.0,1236.4,208.9,1517.1527999999998,762.796,4.963102435332327,19176.187034515275,3239.9753085653842,23530.57736391018,1.1830733391442991
MADHYA PRADESH,VIDISHA,MADHYA PRADESH,VIDISHA,1458875,100.0,2004.2,1917.7,2561.7839999999997,1439.348,6.854596864021935,13737.983034872761,13145.060406134864,17559.996572701566,0.9866150287036244
MAHARASHTRA,AHMADNAGAR,MAHARASHTRA,AHMADNAGAR,4543159,336.0,9460.9,9723.9,,,7.395734994086713,20824.496787367556,21403.389139583272,,
MAHARASHTRA,AKOLA,MAHARASHTRA,AKOLA,1813906,142.0,3801.4,2116.0,5145.546200000001,1872.1569999999997,7.828410071966243,20956.984540543996,11665.433600197584,28367.21528017439,1.0321135714860636
MAHARASHTRA,AMRAVATI,MAHARASHTRA,AMRAVATI,2888445,216.0,6327.1,3338.7,9039.7484,3331.7729999999992,7.478072111464819,21904.865766874565,11558.814517846107,31296.24555773089,1.1534832756033087
MAHARASHTRA,AURANGABAD,MAHARASHTRA,AURANGABAD,3701282,259.0,10497.6,10738.0,15701.9998,3784.923,6.997575434673715,28362.06481970301,29011.569504836432,42423.13825317822,1.0225978458274727
MAHARASHTRA,BHANDARA,MAHARASHTRA,BHANDARA,1200334,98.0,3277.3,813.4,2853.9251,1473.7730000000001,8.164394243602196,27303.23393322192,6776.447222189824,23776.09148786921,1.2278024283241167
MAHARASHTRA,BID,MAHARASHTRA,BID,2585049,132.0,3427.1,2611.5,5230.8044,2227.388,5.106286186451398,13257.388931505748,10102.32301205896,20234.83655435545,0.8616424678990611
MAHARASHTRA,BULDHANA,MAHARASHTRA,BULDANA,2586258,151.0,3336.7,2618.6,6085.6903999999995,2513.804,5.83855129689304,12901.651730028481,10125.053262280871,23530.871243317564,0.9719850069095968
MAHARASHTRA,CHANDRAPUR,MAHARASHTRA,CHANDRAPUR,2204307,182.0,5689.4,1731.9,7829.010700000001,2339.0769999999998,8.256563173822883,25810.37940722413,7856.8910773317875,35516.87990828864,1.0611393966448412
MAHARASHTRA,DHULE,MAHARASHTRA,DHULE,2050862,101.0,4026.7,2439.4,5423.5194,1962.711,4.924758467415165,19634.183089842223,11894.51069842827,26445.07236469348,0.9570175857761273
MAHARASHTRA,GADCHIROLI,MAHARASHTRA,GADCHIROLI,1072942,59.0,1540.1,453.8,2088.0456,891.66,5.498899288125546,14353.991175664667,4229.4923677141915,19460.936378667255,0.8310421252966144
MAHARASHTRA,GONDIA,MAHARASHTRA,GONDIYA,1322507,82.0,1947.3,830.3,2660.3417,1458.194,6.20034525337106,14724.307697426177,6278.2276388707205,20115.898819439142,1.102598322730995
MAHARASHTRA,HINGOLI,MAHARASHTRA,HINGOLI,1177345,53.0,976.0,1013.8,1380.8562,890.1859999999999,4.501654145556316,8289.83857747729,8610.899948613192,11728.560447447435,0.7560961315502251
MAHARASHTRA,JALGAON,MAHARASHTRA,JALGAON,4229917,256.0,7683.3,5367.8,10857.440100000002,3863.6250000000005,6.052128209607895,18164.186200343884,12690.08351700518,25668.210747397647,0.9134044474158713
MAHARASHTRA,JALNA,MAHARASHTRA,JALNA,1959046,98.0,2107.8,2944.9,3221.3887999999997,1776.4349999999997,5.0024348585995435,10759.318566281752,15032.316750091626,16443.660843083824,0.9067857518404365
MAHARASHTRA,KOLHAPUR,MAHARASHTRA,KOLHAPUR,3876001,351.0,11464.4,9679.6,15366.662999999999,4537.724,9.05572521782115,29577.907745637836,24973.16177163009,39645.66314611374,1.1707231241684406
MAHARASHTRA,LATUR,MAHARASHTRA,LATUR,2454196,146.0,3475.2,2813.2,5229.7369,2151.733,5.948995108785118,14160.23822058222,11462.817150708419,21309.369341324003,0.8767567871514744
MAHARASHTRA,MUMBAI,MAHARASHTRA,MUMBAI,3085411,987.0,975225.7,958111.1,1074180.047,13251.906,31.989255240225692,3160764.31956715,3105294.886159413,3481481.225677876,4.295021311585393
MAHARASHTRA,MUMBAI SUBURBAN,MAHARASHTRA,MUMBAI SUBURBAN,9356962,1290.0,429718.7,392350.3,486919.46830000007,42981.524,13.786526011327181,459250.2352793567,419313.768721087,520382.00892554666,4.593534097926229
MAHARASHTRA,NAGPUR,MAHARASHTRA,NAGPUR,4653570,525.0,45036.9,31002.6,62203.13580000001,7096.067000000001,11.281661176258229,96779.2469007665,66621.11024439301,133667.5623231197,1.524865211010042
MAHARASHTRA,NANDED,MAHARASHTRA,NANDED,3361292,179.0,4877.7,4141.1,6690.1143999999995,2797.666,5.325333234958463,14511.38431293681,12319.965061053905,19903.40143016435,0.8323186441404079
MAHARASHTRA,NANDURBAR,MAHARASHTRA,NANDURBAR,1648295,60.0,2055.3,972.8,2780.9069,1526.9950000000001,3.6401250989659015,12469.248526507694,5901.856160456714,16871.415007629097,0.9264088042492395
MAHARASHTRA,NASIK,MAHARASHTRA,NASHIK,6107187,455.0,20430.7,13461.9,30375.129999999997,6485.665000000002,7.450238546813778,33453.53597327215,22042.717866670857,49736.69547043508,1.061972557905956
MAHARASHTRA,OSMANABAD,MAHARASHTRA,OSMANABAD,1657576,99.0,2404.2,1497.7,3671.0077,1506.582,5.972576823023499,14504.31232112434,9035.483139234642,22146.843945616973,0.9089067409277162
MAHARASHTRA,PARBHANI,MAHARASHTRA,PARBHANI,1836086,98.0,2130.1,2624.9,3007.7661,1499.692,5.337440620973092,11601.308435443656,14296.17131223701,16381.400980128381,0.8167874489539161
MAHARASHTRA,PUNE,MAHARASHTRA,PUNE,9429408,1142.0,139998.6,106348.0,190195.21599999996,17405.554000000004,12.111046631983683,148470.19028129868,112783.32637637485,201704.3021152547,1.8458798261778473
MAHARASHTRA,RAIGAD,MAHARASHTRA,RAIGARH,2634200,329.0,18447.5,7970.5,23227.570599999995,3640.8559999999998,12.489560397843746,70030.74937362387,30257.763267785285,88176.94404373244,1.382148659934705
MAHARASHTRA,RATNAGIRI,MAHARASHTRA,RATNAGIRI,1615069,203.0,4892.4,2320.9,6533.7919,2140.396,12.569122433778372,30292.204233998673,14370.283870224739,40455.18736351202,1.3252659793482509
MAHARASHTRA,SANGLI,MAHARASHTRA,SANGLI,2822143,241.0,7406.9,5086.6,9661.643900000001,3035.635,8.53960979298356,26245.657998194987,18023.891773024967,34235.132309028995,1.0756488951835537
MAHARASHTRA,SATARA,MAHARASHTRA,SATARA,3003741,243.0,6493.9,3868.0,9252.960700000001,3132.562000000001,8.089911879885783,21619.37397398777,12877.275370945765,30804.78876174744,1.04288685342711
MAHARASHTRA,SINDHUDURG,MAHARASHTRA,SINDHUDURG,849651,123.0,3116.9,1260.6,4064.1173,1241.222,14.476532129074172,36684.473978139256,14836.68000155358,47832.78428437088,1.460860988805992
MAHARASHTRA,SOLAPUR,MAHARASHTRA,SOLAPUR,4317756,283.0,8191.9,7699.0,12150.665299999999,4287.919000000001,6.554330536510169,18972.586686232386,17831.021484308054,28141.15781438321,0.9930896975188039
MAHARASHTRA,THANE,MAHARASHTRA,THANE,11060148,1071.0,94971.8,37821.5,119990.3935,11488.630999999998,9.683414724649255,85868.47119948124,34196.197012915196,108488.9582851875,1.0387411633189716
MAHARASHTRA,WARDHA,MAHARASHTRA,WARDHA,1300774,126.0,3430.9,2062.3,4957.5979,1726.2009999999998,9.686540475132498,26375.834695342928,15854.406684020438,38112.67676014434,1.3270568138662056
MAHARASHTRA,WASHIM,MAHARASHTRA,WASHIM,1197160,67.0,1065.3,715.2,1564.0326,974.3609999999999,5.596578569280631,8898.559925156203,5974.1387951485185,13064.524374352635,0.8138937151257977
MAHARASHTRA,YAVATMAL,MAHARASHTRA,YAVATMAL,2772348,160.0,3526.5,2602.1,4992.8497,2512.815,5.771281238863231,12720.264555531989,9385.906819778758,18009.462376296193,0.9063851291396319
MANIPUR,BISHENPUR,MANIPUR,BISHNUPUR,237399,9.0,69.3,59.7,118.004,150.857,3.7910858933693907,2919.1361378944307,2514.753642601696,4970.703330679573,0.635457605128918
MANIPUR,CHANDEL,MANIPUR,CHANDEL,144182,4.0,77.6,63.4,116.40299999999999,69.26299999999999,2.774271406971744,5382.086529525183,4397.220180050214,8073.337864643298,0.4803859011527097
MANIPUR,CHURACHANDPUR,MANIPUR,CHURACHANDPUR,274143,12.0,296.5,111.7,372.67139999999995,194.969,4.377277552226393,10815.523285292713,4074.5158548640675,13594.051279806523,0.7111945225666897
MANIPUR,IMPHAL EAST,MANIPUR,IMPHAL EAST,456113,17.0,563.9,83.9,692.3540000000002,261.49,3.727146562365028,12363.16439128023,1839.456450484858,15179.440182586337,0.5733009144663713
MANIPUR,IMPHAL WEST,MANIPUR,IMPHAL WEST,517992,40.0,2808.2,1027.8,3872.1009999999997,770.4739999999999,7.7221269826561025,54213.19248173717,19842.005281934857,74752.1390291742,1.4874245162087443
MANIPUR,SENAPATI,MANIPUR,SENAPATI,479148,15.0,230.0,132.5,369.9298,182.32,3.1305567382103234,4800.186998589163,2765.3251187524525,7720.574853698648,0.38050873634033744
MANIPUR,TAMENGLONG,MANIPUR,TAMENGLONG,140651,6.0,45.4,13.5,82.60470000000001,44.501999999999995,4.265877953231758,3227.847651278697,959.8225394771456,5873.026142722058,0.31640016779119945
MANIPUR,THOUBAL,MANIPUR,THOUBAL,422168,13.0,153.3,121.4,263.2723,325.311,3.079342820867522,3631.2558033768546,2875.632449640901,6236.197437986772,0.7705723787686418
MANIPUR,UKHRUL,MANIPUR,UKHRUL,183998,7.0,99.1,20.8,148.7136,85.932,3.8043891781432406,5385.9281079142165,1130.4470700768486,8082.348721181754,0.4670268155088642
MEGHALAYA,EAST GARO HILLS,MEGHALAYA,EAST GARO HILLS,317917,18.0,455.7,126.1,288.06269999999995,81.04499999999999,5.661855138290812,14333.929925106238,3966.4440718803967,9060.940434138469,0.25492502760154373
MEGHALAYA,EAST KHASI HILLS,MEGHALAYA,EAST KHASI HILLS,825922,126.0,9613.5,2534.0,13270.901800000003,1025.829,15.255677896944263,116397.19004942356,30680.863326076797,160679.84385934754,1.2420410159797173
MEGHALAYA,JAINTIA HILLS,MEGHALAYA,JAINTIA HILLS,395124,42.0,1333.4,240.0,1375.746,214.865,10.629574513317339,33746.36822870795,6074.042579038479,34818.0824247578,0.5437913161437928
MEGHALAYA,RI BHOI,MEGHALAYA,RIBHOI,258840,22.0,629.7,346.8,793.2266,181.149,8.49945912532839,24327.770050996754,13398.23829392675,30645.441199196415,0.699849327770051
MEGHALAYA,SOUTH GARO HILLS,MEGHALAYA,SOUTH GARO HILLS,142334,3.0,97.3,20.3,114.4937,34.352000000000004,2.107718465018899,6836.033554877963,1426.2228279961219,8044.016187277812,0.24134781570109748
MEGHALAYA,WEST GARO HILLS,MEGHALAYA,WEST GARO HILLS,643291,33.0,934.1,284.2,1073.528,330.54499999999996,5.1298712402318705,14520.64462272906,4417.907292345144,16688.061856920118,0.5138343300310434
MEGHALAYA,WEST KHASI HILLS,MEGHALAYA,WEST KHASI HILLS,383461,23.0,483.6,171.0,370.42050000000006,173.404,5.998002404416616,12611.452012069023,4459.3843963271365,9659.926302805241,0.4522076560588952
MIZORAM,AIZAWL,MIZORAM,AIZAWL,400309,56.0,3281.7,915.8,4449.6241,495.73799999999994,13.989193348138562,81979.17109033272,22877.32726468803,111154.73546685185,1.2383883450034847
MIZORAM,CHAMPHAI,MIZORAM,CHAMPHAI,125745,12.0,148.1,82.9,187.3951,100.42699999999999,9.543122986997494,11777.804286452742,6592.707463517436,14902.787387172453,0.7986560101793311
MIZORAM,KOLASIB,MIZORAM,KOLASIB,83955,11.0,149.1,64.2,188.4476,74.527,13.102257161574652,17759.514025370736,7646.9537252099335,22446.262878923233,0.887701744982431
MIZORAM,LAWNGTLAI,MIZORAM,LAWNGTLAI,117894,4.0,88.7,141.6,137.8999,83.427,3.39287834834682,7523.7077374590735,12010.789353147742,11696.939623729791,0.7076441549188254
MIZORAM,LUNGLEI,MIZORAM,LUNGLEI,161428,16.0,293.7,174.8,390.23490000000004,150.919,9.911539509874371,18193.869712813143,10828.356914537751,24173.928934261716,0.9348997695567064
MIZORAM,MAMIT,MIZORAM,MAMIT,86364,12.0,251.6,75.7,318.7763,75.12100000000001,13.894678338196472,29132.508915751932,8765.22625167894,36910.784586170164,0.8698184428697144
MIZORAM,SAIHA,MIZORAM,SAIHA,56574,5.0,65.8,74.5,109.40220000000001,52.64999999999999,8.837982111924205,11630.784459292254,13168.593346767066,19337.893732103086,0.9306395163856187
MIZORAM,SERCHHIP,MIZORAM,SERCHHIP,64937,9.0,100.9,58.9,131.44910000000002,56.694,13.859586984307867,15538.136963518487,9070.329704174816,20242.558171766486,0.8730615827648336
NAGALAND,DIMAPUR,NAGALAND,DIMAPUR,378811,42.0,2883.9,867.8,3770.3149000000003,444.318,11.087323229790053,76130.31300569413,22908.52166383764,99530.23803427038,1.1729279244794897
NAGALAND,KIPHIRE,NAGALAND,KIPHIRE,74004,2.0,30.3,17.1,28.3909,20.887999999999998,2.7025566185611587,4094.3732771201558,2310.6859088697906,3836.4007350954003,0.2822550132425274
