snapshot_label,snapshot_year,snapshot_month,region_name_raw,region_name_clean,state_name_raw,state_name_clean,district_name_raw,district_name_clean,credit_million_rs_foreign_banks,credit_million_rs_nationalised_bank,credit_million_rs_nationalised_banks,credit_million_rs_new_private_banks,credit_million_rs_old_private_banks,credit_million_rs_regional_rural_banks,credit_million_rs_state_bank_of_india_and_its_associates,deposits_million_rs_foreign_banks,deposits_million_rs_nationalised_bank,deposits_million_rs_nationalised_banks,deposits_million_rs_new_private_banks,deposits_million_rs_old_private_banks,deposits_million_rs_regional_rural_banks,deposits_million_rs_state_bank_of_india_and_its_associates,offices_foreign_banks,offices_nationalised_bank,offices_nationalised_banks,offices_new_private_banks,offices_old_private_banks,offices_regional_rural_banks,offices_state_bank_of_india_and_its_associates
2013-09,2013,9,EASTERN REGION,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,Nicobar,NICOBAR,0.0,0.0,38.0,0.0,0.0,0.0,65.0,0.0,0.0,444.0,0.0,0.0,0.0,692.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,North And Middle Andaman,NORTH AND MIDDLE ANDAMAN,0.0,0.0,58.0,0.0,0.0,0.0,724.0,0.0,0.0,167.0,71.0,0.0,0.0,2387.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,South Andaman,SOUTH ANDAMAN,0.0,0.0,3320.0,78.0,29.0,0.0,5033.0,0.0,0.0,8677.0,1432.0,51.0,0.0,10840.0,0.0,0.0,23.0,4.0,1.0,0.0,15.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Adilabad,ADILABAD,0.0,0.0,10308.0,1685.0,1126.0,13308.0,23076.0,0.0,0.0,10314.0,1716.0,714.0,13144.0,24105.0,0.0,0.0,50.0,13.0,6.0,86.0,63.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Anantapur,ANANTAPUR,0.0,0.0,34226.0,3503.0,7661.0,18349.0,29665.0,0.0,0.0,34597.0,4042.0,9796.0,15640.0,35135.0,0.0,0.0,127.0,21.0,27.0,105.0,72.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Chittoor,CHITTOOR,0.0,0.0,59713.0,3827.0,5781.0,22315.0,32377.0,0.0,0.0,114822.0,4478.0,7081.0,17198.0,46714.0,0.0,0.0,187.0,19.0,31.0,100.0,82.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,East Godavari,EAST GODAVARI,0.0,0.0,88515.0,11556.0,8464.0,2620.0,59780.0,0.0,0.0,66771.0,8674.0,7541.0,2612.0,54832.0,1.0,0.0,289.0,32.0,36.0,30.0,150.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Guntur,GUNTUR,0.0,0.0,118206.0,7459.0,15177.0,12562.0,75621.0,0.0,0.0,62174.0,7942.0,8600.0,7544.0,42145.0,0.0,0.0,278.0,30.0,38.0,75.0,148.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Hyderabad,HYDERABAD,65104.0,0.0,1205369.0,271819.0,118086.0,568.0,517439.0,79973.0,0.0,824269.0,301299.0,76877.0,2311.0,477570.0,11.0,0.0,510.0,143.0,79.0,12.0,250.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Karimnagar,KARIMNAGAR,0.0,0.0,26286.0,3872.0,969.0,7430.0,26732.0,0.0,0.0,33230.0,3908.0,1785.0,8224.0,39303.0,0.0,0.0,114.0,39.0,12.0,69.0,92.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Khammam,KHAMMAM,0.0,0.0,20767.0,2750.0,1686.0,10191.0,25022.0,0.0,0.0,18733.0,2579.0,1438.0,6532.0,34475.0,0.0,0.0,65.0,12.0,10.0,75.0,87.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Krishna,KRISHNA,0.0,0.0,103789.0,22272.0,12427.0,7490.0,57807.0,0.0,0.0,91511.0,12864.0,13894.0,4325.0,59409.0,0.0,0.0,313.0,36.0,37.0,54.0,152.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Kurnool,KURNOOL,0.0,0.0,32916.0,5479.0,6269.0,11423.0,32533.0,11.0,0.0,28449.0,3710.0,5625.0,10695.0,25070.0,1.0,0.0,128.0,17.0,18.0,89.0,87.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Mahbubnagar,MAHBUBNAGAR,0.0,0.0,18801.0,1825.0,417.0,11245.0,27757.0,0.0,0.0,11834.0,1518.0,680.0,7276.0,25524.0,0.0,0.0,87.0,22.0,6.0,77.0,91.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Medak,MEDAK,0.0,0.0,33484.0,2755.0,279.0,11392.0,28903.0,1.0,0.0,14903.0,3940.0,1117.0,13994.0,34570.0,1.0,0.0,90.0,26.0,6.0,70.0,77.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Nalgonda,NALGONDA,0.0,0.0,22665.0,4201.0,1009.0,10008.0,34568.0,0.0,0.0,12719.0,2068.0,724.0,7810.0,19889.0,0.0,0.0,94.0,15.0,7.0,81.0,90.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Nellore,NELLORE,0.0,0.0,45361.0,6910.0,4143.0,11432.0,36964.0,0.0,0.0,25990.0,4697.0,3892.0,7190.0,23357.0,0.0,0.0,149.0,13.0,16.0,77.0,67.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Nizamabad,NIZAMABAD,0.0,0.0,23901.0,2428.0,911.0,4727.0,20202.0,0.0,0.0,17879.0,2164.0,1214.0,3593.0,22465.0,0.0,0.0,95.0,17.0,14.0,50.0,84.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Prakasam,PRAKASAM,0.0,0.0,59628.0,3810.0,3524.0,12820.0,36885.0,0.0,0.0,26499.0,2020.0,3250.0,7114.0,21050.0,0.0,0.0,162.0,14.0,17.0,79.0,78.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Rangareddi,RANGAREDDI,0.0,0.0,67826.0,14188.0,13781.0,4693.0,77489.0,0.0,0.0,157029.0,72399.0,17144.0,6829.0,142149.0,0.0,0.0,289.0,68.0,73.0,52.0,190.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Srikakulam,SRIKAKULAM,0.0,0.0,14845.0,1333.0,1231.0,6452.0,16093.0,0.0,0.0,13095.0,1256.0,1535.0,6211.0,17544.0,0.0,0.0,70.0,8.0,8.0,61.0,58.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Visakhapatnam,VISAKHAPATNAM,455.0,0.0,87247.0,19075.0,14083.0,4952.0,103994.0,2944.0,0.0,126959.0,23533.0,14178.0,6187.0,96046.0,1.0,0.0,238.0,29.0,32.0,57.0,170.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Vizianagaram,VIZIANAGARAM,0.0,0.0,9490.0,1425.0,1635.0,5435.0,13372.0,0.0,0.0,11675.0,1260.0,2183.0,4692.0,16577.0,0.0,0.0,68.0,11.0,9.0,57.0,58.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Warangal,WARANGAL,0.0,0.0,28483.0,5909.0,3375.0,6920.0,40291.0,0.0,0.0,25373.0,6188.0,5144.0,4058.0,35996.0,0.0,0.0,108.0,23.0,21.0,51.0,95.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,West Godavari,WEST GODAVARI,0.0,0.0,95592.0,6246.0,5900.0,1833.0,43718.0,0.0,0.0,51149.0,4133.0,4879.0,1745.0,32106.0,0.0,0.0,250.0,26.0,30.0,24.0,111.0
2013-09,2013,9,SOUTHERN REGION,SOUTHERN REGION,ANDHRA PRADESH,ANDHRA PRADESH,Y.S.R.,Y S R,0.0,0.0,21533.0,3555.0,4015.0,14858.0,30926.0,4.0,0.0,15618.0,2459.0,3654.0,10958.0,26997.0,1.0,0.0,81.0,20.0,13.0,90.0,76.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Anjaw,ANJAW,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Chunglang,CHUNGLANG,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,2575.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Dibang Valley,DIBANG VALLEY,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,East Kameng,EAST KAMENG,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,East Siang,EAST SIANG,0.0,0.0,87.0,3.0,0.0,131.0,930.0,0.0,0.0,395.0,106.0,0.0,811.0,2541.0,0.0,0.0,3.0,2.0,0.0,6.0,3.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Kurung Kumey,KURUNG KUMEY,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Lohit,LOHIT,0.0,0.0,183.0,0.0,0.0,0.0,799.0,0.0,0.0,402.0,0.0,0.0,0.0,3419.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Longding,LONGDING,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Lower Dibang Valley,LOWER DIBANG VALLEY,0.0,0.0,0.0,3.0,0.0,0.0,237.0,0.0,0.0,0.0,79.0,0.0,0.0,1431.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Lower Subansiri,LOWER SUBANSIRI,0.0,0.0,0.0,0.0,0.0,21.0,794.0,0.0,0.0,0.0,0.0,0.0,61.0,1657.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Papumpare,PAPUMPARE,0.0,0.0,2788.0,250.0,0.0,131.0,4627.0,0.0,0.0,14570.0,1756.0,0.0,354.0,20071.0,0.0,0.0,22.0,4.0,0.0,4.0,7.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Tawang,TAWANG,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,62.0,0.0,0.0,6086.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Tirap,TIRAP,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Upper Siang,UPPER SIANG,0.0,0.0,0.0,0.0,0.0,3.0,188.0,0.0,0.0,0.0,0.0,0.0,49.0,759.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,Upper Subansiri,UPPER SUBANSIRI,0.0,0.0,0.0,0.0,0.0,23.0,486.0,0.0,0.0,0.0,0.0,0.0,291.0,1328.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,West Kameng,WEST KAMENG,0.0,0.0,4.0,0.0,0.0,0.0,856.0,0.0,0.0,21.0,0.0,0.0,0.0,3698.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ARUNACHAL PRADESH,ARUNACHAL PRADESH,West Siang,WEST SIANG,0.0,0.0,20.0,0.0,0.0,116.0,1166.0,0.0,0.0,273.0,0.0,0.0,499.0,3336.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Baksa,BAKSA,0.0,0.0,693.0,0.0,0.0,1040.0,363.0,0.0,0.0,1928.0,0.0,0.0,1146.0,1190.0,0.0,0.0,14.0,0.0,0.0,9.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Barpeta,BARPETA,0.0,0.0,1977.0,342.0,0.0,2015.0,3306.0,0.0,0.0,6358.0,532.0,0.0,3132.0,6800.0,0.0,0.0,32.0,6.0,0.0,17.0,11.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Bongaigaon,BONGAIGAON,0.0,0.0,1695.0,308.0,39.0,856.0,1346.0,0.0,0.0,5075.0,611.0,57.0,1681.0,3996.0,0.0,0.0,18.0,4.0,1.0,9.0,5.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Cachar,CACHAR,0.0,0.0,6492.0,1626.0,503.0,1686.0,4603.0,0.0,0.0,21346.0,2264.0,1606.0,3023.0,13873.0,0.0,0.0,54.0,5.0,2.0,20.0,19.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Chirang,CHIRANG,0.0,0.0,471.0,0.0,0.0,365.0,1412.0,0.0,0.0,1878.0,6.0,0.0,605.0,4661.0,0.0,0.0,6.0,1.0,0.0,5.0,5.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Darrang,DARRANG,0.0,0.0,992.0,139.0,0.0,1394.0,2206.0,0.0,0.0,3168.0,346.0,0.0,1719.0,3323.0,0.0,0.0,16.0,3.0,0.0,13.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Dhemaji,DHEMAJI,0.0,0.0,996.0,0.0,0.0,998.0,1358.0,0.0,0.0,1197.0,0.0,0.0,1289.0,2734.0,0.0,0.0,7.0,1.0,0.0,8.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Dhubri,DHUBRI,0.0,0.0,1794.0,51.0,0.0,1331.0,2236.0,0.0,0.0,4770.0,449.0,0.0,2231.0,6387.0,0.0,0.0,26.0,3.0,0.0,13.0,13.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Dibrugarh,DIBRUGARH,0.0,0.0,8342.0,1258.0,3.0,837.0,7319.0,0.0,0.0,32999.0,2541.0,25.0,1288.0,20291.0,0.0,0.0,69.0,11.0,1.0,14.0,23.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Goalpara,GOALPARA,0.0,0.0,1213.0,93.0,0.0,1249.0,1183.0,0.0,0.0,3389.0,352.0,0.0,2040.0,3741.0,0.0,0.0,23.0,3.0,0.0,12.0,5.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Golaghat,GOLAGHAT,0.0,0.0,1806.0,261.0,0.0,1446.0,3390.0,0.0,0.0,4702.0,575.0,0.0,2476.0,6904.0,0.0,0.0,27.0,4.0,0.0,24.0,7.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Hailakandi,HAILAKANDI,0.0,0.0,983.0,3.0,0.0,546.0,1008.0,0.0,0.0,3083.0,75.0,0.0,1248.0,2978.0,0.0,0.0,13.0,2.0,0.0,8.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Jorhat,JORHAT,0.0,0.0,5807.0,1711.0,249.0,1136.0,4805.0,0.0,0.0,15601.0,2104.0,719.0,1681.0,13072.0,0.0,0.0,43.0,7.0,1.0,16.0,18.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Kamrup,KAMRUP,0.0,0.0,2973.0,26.0,0.0,2498.0,3583.0,0.0,0.0,10082.0,136.0,0.0,3126.0,6840.0,0.0,0.0,48.0,3.0,0.0,15.0,12.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Kamrup Metropolitan,KAMRUP METROPOLITAN,1327.0,0.0,51810.0,13810.0,1604.0,2188.0,40121.0,2099.0,0.0,153918.0,18885.0,4553.0,9311.0,114918.0,2.0,0.0,159.0,35.0,9.0,9.0,48.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Karbi Anglong,KARBI ANGLONG,0.0,0.0,356.0,59.0,0.0,1736.0,1798.0,0.0,0.0,1373.0,276.0,0.0,2786.0,5864.0,0.0,0.0,8.0,3.0,0.0,32.0,12.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Karimganj,KARIMGANJ,0.0,0.0,2647.0,55.0,0.0,849.0,1714.0,0.0,0.0,8464.0,588.0,0.0,2049.0,6641.0,0.0,0.0,25.0,3.0,0.0,17.0,8.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Kokrajhar,KOKRAJHAR,0.0,0.0,877.0,58.0,0.0,894.0,1557.0,0.0,0.0,3434.0,445.0,0.0,2075.0,5586.0,0.0,0.0,14.0,3.0,0.0,10.0,5.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Lakhimpur,LAKHIMPUR,0.0,0.0,3056.0,38.0,0.0,1371.0,2310.0,0.0,0.0,4935.0,319.0,0.0,1329.0,4215.0,0.0,0.0,28.0,3.0,0.0,18.0,7.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Morigaon,MORIGAON,0.0,0.0,2062.0,8.0,0.0,1292.0,953.0,0.0,0.0,3368.0,145.0,0.0,1305.0,2346.0,0.0,0.0,18.0,4.0,0.0,10.0,4.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Nagaon,NAGAON,0.0,0.0,5482.0,363.0,0.0,2084.0,6294.0,0.0,0.0,16605.0,851.0,0.0,3843.0,13251.0,0.0,0.0,55.0,8.0,0.0,33.0,16.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Nalbari,NALBARI,0.0,0.0,1361.0,229.0,0.0,2002.0,1950.0,0.0,0.0,3621.0,303.0,0.0,2854.0,4676.0,0.0,0.0,23.0,3.0,0.0,17.0,8.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,North Cachar Hills,NORTH CACHAR HILLS,0.0,0.0,121.0,0.0,0.0,123.0,744.0,0.0,0.0,1161.0,0.0,0.0,628.0,2680.0,0.0,0.0,4.0,0.0,0.0,8.0,6.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Sibsagar,SIBSAGAR,0.0,0.0,4041.0,592.0,0.0,1515.0,4351.0,0.0,0.0,10557.0,668.0,0.0,2361.0,10560.0,0.0,0.0,34.0,4.0,0.0,22.0,17.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Sonitpur,SONITPUR,0.0,0.0,4303.0,1220.0,175.0,2154.0,5547.0,0.0,0.0,11060.0,1087.0,672.0,3100.0,11982.0,0.0,0.0,49.0,7.0,1.0,30.0,16.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Tinsukia,TINSUKIA,0.0,0.0,5507.0,1397.0,124.0,489.0,4215.0,0.0,0.0,19807.0,1901.0,1089.0,820.0,10181.0,0.0,0.0,64.0,10.0,1.0,8.0,12.0
2013-09,2013,9,NORTH-EASTERN REGION,NORTH EASTERN REGION,ASSAM,ASSAM,Udalguri,UDALGURI,0.0,0.0,978.0,1.0,0.0,901.0,1699.0,0.0,0.0,2020.0,174.0,0.0,1130.0,2202.0,0.0,0.0,11.0,1.0,0.0,11.0,5.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Araria,ARARIA,0.0,0.0,3238.0,115.0,0.0,1666.0,2634.0,0.0,0.0,8925.0,143.0,0.0,1682.0,8222.0,0.0,0.0,40.0,4.0,0.0,27.0,21.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Arwal,ARWAL,0.0,0.0,1033.0,0.0,0.0,618.0,220.0,0.0,0.0,5263.0,0.0,0.0,1505.0,1162.0,0.0,0.0,17.0,0.0,0.0,12.0,4.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Aurangabad,AURANGABAD,0.0,0.0,5153.0,121.0,0.0,2680.0,2003.0,0.0,0.0,20384.0,530.0,0.0,6011.0,8729.0,0.0,0.0,52.0,3.0,0.0,42.0,13.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Banka,BANKA,0.0,0.0,3537.0,21.0,0.0,821.0,1735.0,0.0,0.0,9215.0,96.0,0.0,1126.0,6340.0,0.0,0.0,49.0,1.0,0.0,12.0,8.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Begusarai,BEGUSARAI,0.0,0.0,8630.0,854.0,0.0,1574.0,5970.0,0.0,0.0,21806.0,1258.0,0.0,2414.0,13513.0,0.0,0.0,88.0,4.0,0.0,21.0,22.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Bhagalpur,BHAGALPUR,0.0,0.0,8025.0,472.0,0.0,1756.0,6025.0,0.0,0.0,33980.0,2635.0,0.0,2966.0,23966.0,0.0,0.0,116.0,7.0,0.0,23.0,34.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Bhojpur,BHOJPUR,0.0,0.0,5428.0,391.0,0.0,2507.0,2102.0,0.0,0.0,25862.0,776.0,0.0,7902.0,11937.0,0.0,0.0,64.0,4.0,0.0,56.0,18.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Buxar,BUXAR,0.0,0.0,3780.0,61.0,0.0,1982.0,1585.0,0.0,0.0,16252.0,782.0,0.0,4374.0,7308.0,0.0,0.0,54.0,3.0,0.0,30.0,11.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Darbhanga,DARBHANGA,0.0,0.0,11149.0,504.0,0.0,1966.0,3482.0,0.0,0.0,26595.0,1736.0,0.0,6961.0,15686.0,0.0,0.0,78.0,4.0,0.0,83.0,27.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Gaya,GAYA,0.0,0.0,10216.0,413.0,0.0,3473.0,4762.0,0.0,0.0,42926.0,2411.0,0.0,6811.0,15207.0,0.0,0.0,111.0,7.0,0.0,59.0,29.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Gopalganj,GOPALGANJ,0.0,0.0,2735.0,86.0,2.0,3152.0,2488.0,0.0,0.0,13963.0,724.0,42.0,7117.0,11196.0,0.0,0.0,34.0,3.0,2.0,61.0,20.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Jamui,JAMUI,0.0,0.0,1932.0,27.0,0.0,1507.0,1913.0,0.0,0.0,7556.0,244.0,0.0,2197.0,7198.0,0.0,0.0,26.0,3.0,0.0,26.0,12.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Jehanabad,JEHANABAD,0.0,0.0,1568.0,1.0,0.0,914.0,1315.0,0.0,0.0,7772.0,264.0,0.0,2277.0,4219.0,0.0,0.0,30.0,3.0,0.0,12.0,12.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Kaimur,KAIMUR,0.0,0.0,5005.0,22.0,0.0,1278.0,2829.0,0.0,0.0,11699.0,403.0,0.0,2065.0,4228.0,0.0,0.0,41.0,2.0,0.0,24.0,12.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Katihar,KATIHAR,0.0,0.0,5289.0,183.0,0.0,1925.0,2654.0,0.0,0.0,13867.0,731.0,0.0,2348.0,9261.0,0.0,0.0,67.0,3.0,0.0,28.0,23.0
2013-09,2013,9,EASTERN REGION,EASTERN REGION,BIHAR,BIHAR,Khagaria,KHAGARIA,0.0,0.0,1970.0,118.0,0.0,1726.0,1456.0,0.0,0.0,6113.0,252.0,0.0,2618.0,5395.0,0.0,0.0,29.0,2.0,0.0,26.0,11.0
